Date,Content,Created by,Labels,Views,Avg. percentage viewed,Likes,Dislikes,Comments,Shares,Added to a playlist,Removed from a playlist,Subscribers gained,Subscribers lost,Total engagement,Url
08/18/2023 01:30 AM AEST +1000,"TODAY WE LAUNCH OUR £1M EARTHSHOT CAMPAIGN.  Some of you may be wondering: what’s Earthshot?  The Earthshot Prize is a high-profile global search for the best solutions to the world’s greatest environmental challenges. Each year, it awards £1 million to each of five outstanding initiatives working to preserve our planet for future generations. 🌎   However, these 5 Earthshots fall short of what’s necessary to preserve our planet, because they fail to address our destructive animal-based food system. This is why GenV is respectfully asking Prince William to introduce a Sixth Earthshot Prize to Advance a Plant-Based Food System, and offering to provide the £1 million prize if he does. 💰  How Can You Help? 📢 Encourage the Earthshot Prize Committee to answer our request by Tweeting them, tagging them below, and using the #EarthshotPrize hashtag.  🥙 Help Give Earth a Shot by taking part in our 7-Day Vegan for the Planet Challenge. More info here: https://www.GenV.org/go-vegan.   Will you join us in protecting the planet we call home? 💚",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=w5HkVwn3QUs
08/18/2023 03:50 AM AEST +1000,"Our celeb line-up is 🔥! A massive thank you to Olivia Colman, Emma Thompson, Mark Rylance, @AliciaSilv, @AnnieLennox, and @MrsSOsbourne for advocating the @EarthshotPrize additional prize category!  Watch video to see why they're all in. 🌍💚 #EarthShotPrize #PlantBasedFuture",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=TNBfvYNcpsI
08/19/2023 01:46 AM AEST +1000,Even Sir David Attenborough champions dietary changes for the planet. Shouldn't there be an Earthshot Prize to support plant-based pioneers?  #EarthshotPrize #AttenboroughSpeaks #PlantBasedForEarth,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=Vor_3MZNRbM
08/23/2023 00:52 AM AEST +1000,"Naturally gluten-free and a great source of carbohydrates, rice is a staple in many homes. But have you ever tried making rice milk at home?  This recipe for rice milk uses basmati rice and water to make a kinder alternative to cows' milk!  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this:   https://www.youtube.com/@GenerationVegan_/videos  🕘 Timestamps 00:00 Introduction 00:13 Method 01:10 Milking the rice  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India  #dairyfreerecipes #ricemilk #homemade #veganrecipe",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=rf-woJQPwhI
09/02/2023 07:12 AM AEST +1000,It begins with being honest about what we are actually doing.  Acknowledging the scale of suffering endured by countless animals and the impact of our actions on the environment could serve as a catalyst for positive change and transformation.   #fish #shorts #biology,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=sNlJUxNNinA
09/06/2023 01:15 AM AEST +1000,Got cashews? Make some vegan milk at home!,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=Tqyejc2sNOE
09/07/2023 02:48 AM AEST +1000,Watch the prolific activist Rob Banks take to the streets as he risks arrest and his safety to force us to confront the truth about our actions. 🙌✨ 🌍💚  🎥 @CaveLightFilms,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=JjIvh2SNBwU
09/10/2023 02:30 PM AEST +1000,"This traditional way of setting yoghurt is common practice in many Indian homes. Using a terracotta pot (matka) enhances the earthy flavours of the soya milk.  You can try this recipe with any plant-based milk to make delicious curd.  Let us know if you try it!  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:  https://www.youtube.com/@GenerationVegan_  🕘 Timestamps 00:00 Introduction 00:15 Method 00:38 How to set the yoghurt  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India  #curd #plantbasedrecipes #veganyogurt #diyrecipe",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=zd1UpFCmocc
09/12/2023 10:30 AM AEST +1000,"""Too little protein!"" ""What about calcium?"" ""Too expensive!""  How many times have you heard these when people talk about vegan food and plant-based diets?  Neha Ranglani, an integrative nutritionist, has not only steered countless individuals on the path to better health but has also authored three vegan cookbooks. She clears the air about meeting all nutritional requirements on a plant-based diet and busts some myths along the way.  Try vegan today!🫶🏽  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:    https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:58 - Intro 0:54 - 1:46 - Nutrition basics 1:47 - 2:27 What can we eat? 2:28 - 3:46 What's wrong with dairy? 3:47 - 4:43 Tips for better health   📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=T3_Zh59_iwQ
09/15/2023 01:30 PM AEST +1000,"A strange dichotomy exists in India, one of pride with cow protection laws for the holy cow- the ever-giving nourisher, and the other where the country with the largest dairy herd is also one of the largest exporters of beef.  Dr Yamini Narayanan explains how food colonisation and the politics of caste continue to play a part in the oppression of the people and the animals in the country.  Dr Yamini Narayanan is a senior lecturer in International and Community Development at Deakin University and the author of 'Mother Cow, Mother India'.  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:45 - Intro 0:46 - 2:14 - Food Colonisation & India 2:15 - 4:06 - Dairy & beef 4:07 - 6:02 - Mother Cow, Mother India 6:03 - 8:03 - The impact on marginalised communities   📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=RO99n95fvno
09/20/2023 01:15 AM AEST +1000,Vegan milk that you can make at home!,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=i93XmT9nzA8
09/28/2023 00:43 AM AEST +1000,"Last week youth climate activist, Genesis Butler and Generation Vegan visited NYC to ask the @EarthshotPrize to add a 6th category to advance a plant-based food system. In return, they would to award Earthshot £1 million.  Earthshot does incredible work for the health of the planet and they can be even more impactful by adding this plant based category!",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=zX5z-uXR51A
10/04/2023 02:15 AM AEDT +1100,Traditional Indian yogurt with a vegan twist.,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=V2rMbNlJIZY
10/04/2023 05:30 AM AEDT +1100,"Love cashews and looking for ways to incorporate more of them into your diet? This creamy cashew milk recipe is the perfect way to do just that.  Use this in your dairy-free smoothies or to make your pasta sauce creamier.   Pro tip: Soak the cashews beforehand for a richer flavour!  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this:  https://www.youtube.com/@GenerationVegan_/videos  🕘 Timestamps 00:00 Introduction 00:14 Method   📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India  #cashewmilk #dairyfree #milk #smoothies #plantbased",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=T7bULv24pak
10/13/2023 11:30 AM AEDT +1100,"Looking for DIY dairy-free milk substitutes? Try this quick oat milk! 🥛  Watch the recipe to know how to make perfect oat milk every single time for all your vegan needs.   Use it on cereal or in your pasta sauce, this one is very versatile.  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this:   https://www.youtube.com/@GenerationVegan_/videos  🕘 Timestamps 00:00 Introduction 00:13 Method 0034 Tips to avoid slimy oat milk 01:15 How to store  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India  #veganfood #oatmilk #dairyfree #veganrecipe #plantbased",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=YkFGjTlEgIU
10/18/2023 02:15 AM AEDT +1100,Vegan tea anyone?,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=6q0XwTJHmWg
10/20/2023 08:29 AM AEDT +1100,"When we think of farmed animals, it's easy to overlook the incredible intelligence and emotional depth they possess.  Regardless of what species an animal is, they’re a “someone”, not a “something” 🐮🧠🐔.  Full interview on Jamie's Corner podcast ""Why Should Animal Suffering Matter to Us"" with Ryuji Chua.  Try our 7 day vegan challenge for the animals today at GenV.org!  #VeganForTheAnimals #Health #Sentience #Kindness #Compassion",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=m4ZcPZYWScg
10/20/2023 11:30 AM AEDT +1100,"If you're looking for a healthier alternative to cows' milks, this recipe will do the job!  Homemade almond milk is low in carbs and calories. Use it in your cold coffees or pour it over your morning cereal or fruit bowl.  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this: https://www.youtube.com/@GenerationVegan_/videos  🕘 Timestamps 00:00 Introduction 00:08 Method  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India  #dairyfreemilk #almondmilk #veganmilk",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=-5eLO5V8oUM
10/27/2023 03:17 AM AEDT +1100,"@estherthewonderpig is a reminder that love transcends all boundaries. 🐷💖   She will always be remembered as the hat-wearing, cake-loving, sassy pig who inspired love and compassion for all animals.  #EstherTheWonderPig #UnconditionalLove #Inspirational",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=Tjx9fBs4sJs
10/27/2023 11:30 AM AEDT +1100,"Here's an Indian-style scrambled tofu recipe that is full of protein and so delicious!  Scrambled tofu is mixed with toasted spices and two kinds of chillies with lots of vegetables and a secret ingredient that gives it that ""eggy"" flavour!  Serve it with toasted bread or use it as a taco filling or get creative!  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this:  https://www.youtube.com/@GenerationVegan_   🕘 Timestamps 00:00 Introduction 00:20 Method 02:20 Busting some soy myths 02:39 Secret Ingredient 03:25 How to serve  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVIndia Instagram: https://www.instagram.com/GenV_India  #indianrecipe #indianvegan #tofubhurji #paneerbhurji #wfpb",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=O-cLCq_QKew
10/29/2023 03:15 AM AEDT +1100,"When we think of farmed animals, it's easy to overlook the incredible intelligence and emotional depth they possess.  These beings may not have a voice we can understand, but their actions and behaviors speak volumes.   Let's take a moment to celebrate the incredible qualities that make them so much more than mere commodities 🐮🧠🐔.  Full interview on Jamie’s Corner podcast ""Why Should Animal Suffering Matter to Us?"" with Ryuji Chua.  Try our 7 day vegan challenge for the animals today at GenV.org!  #VeganForTheAnimals #Health #Sentience #Kindness #Compassion",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=ww8edqVTSXA
10/31/2023 11:35 PM AEDT +1100,"This Halloween, the Lone Star Tick has taken over the spooky streets of NYC, urging unsuspecting citizens to embrace a vegan lifestyle for ethical reasons or face a menacing ""bite"" of consequences.  Once bitten by a Lone Star Tick, individuals develop the notorious Alpha Gal allergy, making them allergic to both meat and dairy.   Will people go vegan for the right reasons or will they have to face the Lone Star Tick?  🎃🦠🌱  @JamiesCornershow   🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:45 - Intro 0:46 - 1:51 - Have you heard of the lone star tick? 1:52 - 2:39 - Resistant to change 2:40 - 3:04 - Why do people go vegan? 3:05 - 4:15 - Alpha Gal Syndrome 4:16 - 5:50 - Can I bite you? 5:51 - 7:35 - Conclusion  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=cCaCrPDN8J8
11/01/2023 02:15 AM AEDT +1100,High protein & delicious!,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=d0nq4ZewYts
11/01/2023 08:33 AM AEDT +1100,"Happy Halloween! 🎃👻 This year, the lone star tick prowls the shadows of New York City.  She begins with pleas for compassion, but if it's not given, she's not afraid to take matters into her own fangs.  @itsjamiescorner  #SpookySeason #NYC #Halloween2023",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=-1hF0DsHzqA
11/15/2023 02:15 AM AEDT +1100,Have you tried this Indian street-food-style sweet potato snack?,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=ajMNBJnvG9o
11/23/2023 06:10 AM AEDT +1100,"Biomedical scientist and protein engineer, Dr. Faraz Harsini recounts how one little feathered friend named Happy changed his life forever.   Growing up, he was always an animal lover but one day he was approached with the question “how do you love animals and eat them too?”  This simple query sparked a profound transformation, propelling Dr. Faraz into a journey of compassion, veganism and advocacy 🌱✊  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:15 - Intro 0:16 - 1:00 - Happy the chicken 1:01 - 1:54 - Making the connection 1:55 - 2:55 - Is meat a good source of protein? 2:56 - 3:15 - Scale and scope of the problemThe impact on marginalised communities 3:16 - 4:17 - Why he speaks up?  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=DRGxs4mebP8
11/25/2023 06:05 AM AEDT +1100,Snow day adventures with these curious little explorers! ❄️🐐 Watch as baby goats discover the magic of winter for the first time. 😍   Credit: Farm Sanctuary (IG)  #SnowDayExplorers #BabyGoatsInSnow #WinterWonderland,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=buyJRwidgKg
11/29/2023 02:15 AM AEDT +1100,Delicious vegan milk recipe.,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=dORM5JZqYoc
11/30/2023 04:39 AM AEDT +1100,"After suffering three strokes, the priest knew he needed to change his diet.   His research on plant-based health led him to see for the first time the horrors that animals are forced to face in our food system. He chose to extend compassion to ALL of God's creatures.🕊️  Protect animals from suffering in the farming industry. Choose veganism 🌱 🌱✊  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 0:30 - Intro 0:31 - 1:00 - What made Pastor Munro go vegan? 1:01 - 2:00 - Sugar 2:01 - 3:15 - Connection with God 3:16 - 4:56 - Why Pastor Munro gave everything up  📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=iV99x6CCaMA
12/04/2023 06:13 AM AEDT +1100,"Listen to this powerful message from James Moore, star of the TV series Emmerdale. We all deserve respect, no matter what differences we may have.  💚 Ready to speak up?  Learn more and for access to FREE 7-day vegan challenges, recipes, and activist resources: https://www.GenV.org/veganism-for-all/veganism-and-disability/",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=kmJBOjobZR4
12/12/2023 03:40 AM AEDT +1100,,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=Jh5e0e2BXwg
12/13/2023 02:15 AM AEDT +1100,Make this today! #vegan #dairyfree,,,3360,76.43,116,1,0,23,1,0,10,0,140,https://www.youtube.com/watch?v=lEtLEz5TG_w
12/16/2023 06:05 AM AEDT +1100,"One form of oppression we are taught as children is that some animals are “friends” and others are “food”.   The truth is, every animal is an individual who desires life, love, and freedom.  This holiday season, celebrate all life by taking our 30-day vegan challenge at genv.org/go-vegan",,,64,45.52,11,0,3,0,0,0,0,0,14,https://www.youtube.com/watch?v=0jDbUu_nHes
