Date,Content,Created by,Labels,Impressions,Likes,Reposts,Quote posts,Replies,Engagement,Engagement rate per impression (%),Video views,Url
05/01/2024 01:13 PM EDT -0400,"There are around one billion farmed cows in the world. Around 70 percent of cows in the U.S. are factory farmed.  If you feel all cows should live their lives in peace like this one here, consider going plant based for them! https://t.co/YDFjHiHdng",Simon Plazolles-Hayes,,126,4,1,0,0,9,7.1,22.0,https://twitter.com/GenV_Eng/status/1785719244505706950
05/03/2024 00:07 PM EDT -0400,Did you know that a vegan lifestyle can have health benefits for your menstrual cycle?  A study found that a healthy plant-based diet helped both the length and heaviness of periods.  A connection between an increase in eating meat and an increase in endometriosis has been found. https://t.co/ezaLavuyXq,Simon Plazolles-Hayes,,173,0,0,0,0,1,0.6,36.0,https://twitter.com/GenV_Eng/status/1786427403104890991
05/04/2024 09:09 AM EDT -0400,"🏔️The trip takes place in Ladakh, one of the most beautiful areas of Northern India.  🐷Raise money to help animals at both Skylands Animal Sanctuary in the U.S. and Eden Sanctuary in Ireland.  ⚡️ For more information: https://t.co/YMGCKxtivW  #hiking #india #sanctuary #animals https://t.co/SR3xOwX607",Jamie Logan,,85,1,0,0,0,1,1.2,,https://twitter.com/GenV_Eng/status/1786744994151215322
05/04/2024 11:17 AM EDT -0400,"Even in a galaxy far, far away, you are what you eat! 🌌🍴  Happy Star Wars Day! May the 4th be with you and may you leave animals off your plate today and every day!  #StarWarsDay #StarWars #May4th #Vegan #MakeTheConnection https://t.co/MuP1Zm35xT",Simon Plazolles-Hayes,,168,6,4,0,0,20,11.9,35.0,https://twitter.com/GenV_Eng/status/1786777225116668071
05/06/2024 09:00 AM EDT -0400,"🐼 It can be hard to know what actions we can take to make a real difference beyond our daily dietary choices.  ⚡️GenV is offering you the chance to change this, whilst also going on a personal journey of your own.  👇🏽 For more information: https://t.co/ZDHYmALlcF https://t.co/kYC8b5NemT",Jamie Logan,,62,1,0,0,0,3,4.8,10.0,https://twitter.com/GenV_Eng/status/1787467500029981158
05/06/2024 09:57 AM EDT -0400,"How Can We Help Elephants?  1. Support campaigns to end trophy hunting.  2. Support anti-poaching teams, like The Black Mambas or Akashinga, all-women, plant-based, anti-poaching units.  3. If we all ate plant-based foods, we could reduce global farmland by 75%. https://t.co/9SOT3clF45",Simon Plazolles-Hayes,,187,4,1,0,0,9,4.8,47.0,https://twitter.com/GenV_Eng/status/1787481712903008563
05/06/2024 02:15 PM EDT -0400,🫢CHALLENGE A FRIEND🫢 Could you go without eating meat and dairy for 7 days? You might be surprised about how easy it actually is and how good it feels! Why not give it a try?  Challenge a person who you think would benefit from a plant-based week!👇🏽 https://t.co/zvqVEs3rvi,Simon Plazolles-Hayes,,109,2,0,0,0,3,2.8,19.0,https://twitter.com/GenV_Eng/status/1787546790960504868
05/07/2024 11:05 AM EDT -0400,"Cows endure forced pregnancies and premature separation from their offspring. When they cannot produce the milk, they are slaughtered.💔  By choosing vegan, we can break this cycle of cruelty and show compassion towards sentient cows.  Choose plant-based instead!🌱  #DairyIsScary https://t.co/ZnQQFRt2Yn",Simon Plazolles-Hayes,,204,11,8,0,0,21,10.3,,https://twitter.com/GenV_Eng/status/1787861332361970173
05/07/2024 00:43 PM EDT -0400,"🐟⚠️ Almost all fishes we eat today are caught through longlining, beam, or bottom trawling.  The fishing industry is the largest killer of wildlife on the planet.👇  By eliminating fish from our diets, we can help to conserve our oceans and reduce suffering. 🍽️🌱 https://t.co/4ppzTHtPOs",Simon Plazolles-Hayes,,104,3,1,0,0,7,6.7,,https://twitter.com/GenV_Eng/status/1787886023961153785
05/07/2024 03:09 PM EDT -0400,"Let's examine some of the emotional and ethical trigger points, as well as the practicalities of creating a happy vegan-omni relationship.  #vegan https://t.co/mWXQqDZXnK",Simon Plazolles-Hayes,,83,0,0,0,0,2,2.4,,https://twitter.com/GenV_Eng/status/1787922760003367218
05/08/2024 09:00 AM EDT -0400,Looking for a quick and budget-friendly vegan dessert to make for Mother’s Day? Try this delicious Lemon Carlota - and tell us what you think!  💕Save & share this recipe 🔊Let us know if you try this out!  #MothersDay #Recipe #Dessert #VeganDessert #PlantBased https://t.co/bDndNPm4kT,Simon Plazolles-Hayes,,203,4,3,0,0,18,8.9,61.0,https://twitter.com/GenV_Eng/status/1788192375057076438
05/08/2024 01:09 PM EDT -0400,"They will show you friendship, kindness, and unconditional love. What do you give them in return?  Video by: @kellydinhamphoto  #VeganForTheAnimals #Love #CuteSheep https://t.co/LwryBmo3fr",Simon Plazolles-Hayes,,229,16,5,0,0,33,14.4,29.0,https://twitter.com/GenV_Eng/status/1788254964541755396
05/09/2024 01:00 PM EDT -0400,Around 55% of the shrimp sold for food come from cruel farms where millions of them are confined and forced to live in squalid conditions.  These shrimp farms are polluting our land and water bodies.  Break the cycle of cruelty! 🚫 Choose compassion over exploitation. 🌱. https://t.co/BSmvrEBEa5,Simon Plazolles-Hayes,,141,6,3,0,0,14,9.9,19.0,https://twitter.com/GenV_Eng/status/1788614962144817216
05/09/2024 02:00 PM EDT -0400,"Brazil is facing the worst climate event in the country’s history. Grad Brasil, is on the frontline of this crisis saving lives and supporting multispecies families.  Superheroes do exist and they need our help. If you can, please donate via PayPal financeiro@gradbrasil.org.br https://t.co/1aDjBzeQWk",Jamie Logan,,681,14,8,0,0,49,7.2,174.0,https://twitter.com/GenV_Eng/status/1788630166828200324
05/10/2024 08:02 AM EDT -0400,Why isn't the world as outraged by the killing of billions of farmed animals as it is about the killing of a dog?  🐶🔫💁‍♀️ @kristinoem  #KristiNoem #MoralConsistency https://t.co/ouUKgJmRBR,,,300,3,4,0,0,11,3.7,96.0,https://twitter.com/GenV_Eng/status/1788902480350240932
05/10/2024 10:00 AM EDT -0400,"Bringing attention to the reality of the dairy industry this Mother’s Day, vegan artist @Praxisvgz takes to the streets of New York.  Let’s fight for all mothers this Mother’s Day by choosing vegan alternatives to dairy. Join the movement.  Watch now: https://t.co/VcW6HAIsp3",,,102,6,1,0,0,7,6.9,,https://twitter.com/GenV_Eng/status/1788932029880426744
05/10/2024 01:08 PM EDT -0400,"Watch these kind kids set an example for the next generation. 🫶🏽  It is up to the current generation of parents, uncles, aunts, and caregivers to ensure we teach kindness, compassion, and empathy.  Raise them vegan!  #VeganKids #MothersDay https://t.co/7hKhA0hnuz",Simon Plazolles-Hayes,,180,2,0,0,0,6,3.3,34.0,https://twitter.com/GenV_Eng/status/1788979333295403352
05/12/2024 00:09 PM EDT -0400,"This #MothersDay, let's celebrate ALL mothers. 👩🏽🐮🐷🐔  In animal farming, mothers are exploited for their reproductive systems and suffer the separation and the loss of their babies.  It's time to act with empathy, advocating for the dignity and well-being of ALL mothers. 💛💫 https://t.co/lMwph1aHMV",Simon Plazolles-Hayes,,373,10,4,0,0,23,6.2,52.0,https://twitter.com/GenV_Eng/status/1789689440513798364
05/13/2024 09:01 AM EDT -0400,"Guided by their vigilant mama bear, two inquisitive cubs transform a serene wetland into a vibrant theater of nature's wonders. 🐻🌿  #WildlifeAdventures #BearLove #RespectWildlife https://t.co/hHnUVAK2OO",Simon Plazolles-Hayes,,122,3,0,0,0,6,4.9,34.0,https://twitter.com/GenV_Eng/status/1790004500394127391
05/13/2024 01:59 PM EDT -0400,GenV would like to make 3 things very clear:  We unequivocally condemn the Israeli government’s horrific assaults on the people of Gaza.  We unequivocally condemn Hamas’s horrific acts of terrorism on October 7. https://t.co/vQNcjtRYZn,Simon Plazolles-Hayes,,151,6,3,0,1,15,9.9,,https://twitter.com/GenV_Eng/status/1790079453617381467
05/14/2024 06:25 AM EDT -0400,The 400 rescued animals at a Colombian animal sanctuary are facing an urgent situation.  These animals need your immediate support to be safely evacuated from a drought-stricken farm with depleted pastures and scarce water to a new sanctuary where lush green pastures await them. https://t.co/byVteIMKlc,Simon Plazolles-Hayes,,297,8,2,0,0,19,6.4,52.0,https://twitter.com/GenV_Eng/status/1790327497613066668
05/14/2024 02:00 PM EDT -0400,"Vegan food is anything but boring! 🌱  🤩Forget salads – we're talking about sizzling stir-fries, creamy pastas, dreamy smoothie bowls, and drool-worthy desserts!  Vegan food can be flavorful, satisfying, and healthy. 🍔🍝🍰  What’s your favorite vegan recipe? 👇  #YummyVegan https://t.co/dM7Q2S9v2V",Simon Plazolles-Hayes,,321,4,2,0,0,11,3.4,74.0,https://twitter.com/GenV_Eng/status/1790442120093765920
05/15/2024 10:06 AM EDT -0400,"Most children love animals. They want to pet them, hug them, give them kisses. When do we lose our compassion? When do we close our eyes to their suffering and allow them to end up on our plates?  #Plantbased #PowerOfPlants #Kindness #Love  🎥 Abrahamnis Kids https://t.co/3epwlBDZpY",Simon Plazolles-Hayes,,1424,55,21,0,1,101,7.1,365.0,https://twitter.com/GenV_Eng/status/1790745654488150293
05/15/2024 03:02 PM EDT -0400,"Have you heard of horse blood banks?!  The disgustingly creative ways in which the animal exploitation industries boost the ""efficiency"" of animals never cease to amaze and shock. 😑⁠  #pig #pigs #horses #mares #animalrights https://t.co/9xYH8DGP0S",Simon Plazolles-Hayes,,150,1,2,0,0,6,4.0,22.0,https://twitter.com/GenV_Eng/status/1790819981237625286
05/17/2024 09:21 AM EDT -0400,"🐷Did you enjoy the first part of our compilation of vegan fictional characters? Well, here you have some more!  What other fictional characters do you know that have chosen to leave animals out of their habits?👇🏽 https://t.co/PLhsyxGP0L",Simon Plazolles-Hayes,,153,3,0,0,0,6,3.9,35.0,https://twitter.com/GenV_Eng/status/1791459116751184370
05/17/2024 10:05 AM EDT -0400,"It has become common to hear claims that our differing genetic profiles indicate we should all be eating diets that are tailored to us individually.  So, what does it mean for what we eat and how healthy we can be? https://t.co/OpVOoOimuA",Simon Plazolles-Hayes,,81,1,1,0,0,5,6.2,,https://twitter.com/GenV_Eng/status/1791470105852817419
05/20/2024 02:04 PM EDT -0400,"Did you know that honey is not vegan? #WorldBeeDay  While it may seem like a harmless sweetener, vegans avoid it because it's a product of exploitation and suffering.  Let's choose kindness for all creatures, no matter their size 🐝🌱. https://t.co/8GtNk1xebV",Simon Plazolles-Hayes,,169,4,4,1,2,14,8.3,,https://twitter.com/GenV_Eng/status/1792617429408829579
05/20/2024 03:09 PM EDT -0400,"All mothers love their babies. From lionesses guiding their cubs and elephants nurturing their young to dolphins leading their calves through the ocean, we see the purest love in nature.  Let's honor our friends and safeguard their homes and their futures. 💫🌍  #WildlifeWonder https://t.co/gEk5UaNcXc",Simon Plazolles-Hayes,,194,7,4,0,0,18,9.3,58.0,https://twitter.com/GenV_Eng/status/1792633798401704251
05/21/2024 01:00 PM EDT -0400,"National Endangered Species Day reminds us of the importance of sustainable food choices.  We need to protect their habitats, and we can do that by embracing veganism. Every plate counts in protecting our planet's biodiversity.  More info: https://t.co/p8OQfsyojf https://t.co/40W6MJwR9L",Jamie Logan,,89,1,1,0,0,5,5.6,22.0,https://twitter.com/GenV_Eng/status/1792963716071170529
05/22/2024 01:08 PM EDT -0400,"In the dairy industry, goats are separated early from their mothers. Humans farm the milk meant for the kids and produce milk, soaps, lotions, and other products.  We should let kids stay with their mothers and let them drink their milk.  #DairyIsScary  🎥: zolikha_bouanan96 https://t.co/yrKJ8rYqzG",Simon Plazolles-Hayes,,168,13,3,0,0,20,11.9,44.0,https://twitter.com/GenV_Eng/status/1793328124022693935
05/23/2024 09:00 AM EDT -0400,Team GenV shows you the delicious food that keeps us going! 🌱🥕🥗🍲🥘  What’s the most memorable vegan meal you have eaten? Let us know in the comments!  #VeganFood #VeganEats https://t.co/e3HOI8wQGW,Simon Plazolles-Hayes,,90,1,0,0,0,2,2.2,29.0,https://twitter.com/GenV_Eng/status/1793628170106585193
05/24/2024 10:01 AM EDT -0400,"Vegans can detect traces of animal products in foods with 100% accuracy.  Once you go vegan, you'll be able to spot propaganda behind every dairy ad.  Vegans can also sway the most dedicated meat-eaters to abandon their meaty ways and love tofu.  What superpowers do you possess? https://t.co/v3YBvDBeMv",Simon Plazolles-Hayes,,81,0,0,1,0,1,1.2,11.0,https://twitter.com/GenV_Eng/status/1794005849041490425
05/24/2024 00:00 PM EDT -0400,Up to 50% of all ocean plastics are fishing nets.  The best way to save fishes and our oceans is to stop supporting the fishing industry with our money.  Try our free vegan challenge: https://t.co/EisWea4nvd https://t.co/A6HDbn6wLA,Jamie Logan,,94,1,3,0,0,4,4.3,17.0,https://twitter.com/GenV_Eng/status/1794035631322001908
05/25/2024 05:03 AM EDT -0400,"Whether farmed or wild caught, eating fish isn't sustainable. Between 1.1 and 2.2 trillion fish were taken out of the ocean every year, with half ending up as feed for farmed fish.  Fish are sentient beings capable of feeling pain. 🐟🫶🏼  Try vegan today.  #fishing #SaveOurSeas https://t.co/UmGYxHrGXD",Simon Plazolles-Hayes,,169,6,5,0,0,15,8.9,,https://twitter.com/GenV_Eng/status/1794293212644774032
05/25/2024 00:01 PM EDT -0400,"As many as 828 million people go to bed hungry each night.  👉🏽If all crops were used for direct human consumption, there would be sufficient food to feed those 10 billion people by 2050.  ✅Our food systems need to change.  https://t.co/EFodnVE4UJ https://t.co/wSoHO4Cejz",Simon Plazolles-Hayes,,114,4,2,0,0,7,6.1,,https://twitter.com/GenV_Eng/status/1794398403276779897
05/27/2024 11:01 AM EDT -0400,"This memorial day we mourn all the lives lost, including animal lives.  In one week, more farmed animals are killed than the total number of people killed throughout history.  What part of this makes you angry? https://t.co/jgLtfGs8IQ",Simon Plazolles-Hayes,,137,4,4,0,0,10,7.3,30.0,https://twitter.com/GenV_Eng/status/1795108165224124425
05/27/2024 02:32 PM EDT -0400,"Behind the facade of idyllic farm scenes lies a reality we often overlook. 🐔  These hens are packed into sheds, deprived of space and their natural behaviors. Let's shed light on the reality of farming animals, and advocate for better treatment for all.  #Vegan #Freedom https://t.co/dBGgCo1imm",Simon Plazolles-Hayes,,535,16,7,0,0,31,5.8,138.0,https://twitter.com/GenV_Eng/status/1795161204161228920
05/28/2024 02:40 PM EDT -0400,"🐄🏙️Our current food system is neither sustainable nor ethical. If we continue exploiting our natural resources and farming sentient beings, we face an unprecedented climate collapse.  Let's rethink our food systems and strive for more sustainable practices. 🌍💚  #ClimateChange https://t.co/M8vJRHdf65",Simon Plazolles-Hayes,,146,6,1,0,0,7,4.8,,https://twitter.com/GenV_Eng/status/1795525587299160114
05/29/2024 01:46 PM EDT -0400,"How adorable is this? Let’s teach our children kindness and compassion for ALL animals.  They are friends, not food! https://t.co/Ei8LJ8ZfZ9",Simon Plazolles-Hayes,,123,10,3,0,0,20,16.3,41.0,https://twitter.com/GenV_Eng/status/1795874398185935025
05/30/2024 10:18 AM EDT -0400,"The real predators of the sea have hands, not fins. Hollywood taught us to fear sharks, but their threat to humans is minimal. Millions of sharks are killed every year for cruel shark fin soup and because of unwarranted fear. 😢  Sharks are worthy of our protection. 🦈  #sharks https://t.co/xAwux5QyJ7",,,211,3,1,0,0,6,2.8,60.0,https://twitter.com/GenV_Eng/status/1796184503536210293
05/30/2024 01:20 PM EDT -0400,"🩷When a vegan and non-vegan embark on a relationship there can be a whole raft of challenges to overcome.  ⚡️If the relationship is based on love and respect there are successful ways to navigate these issues through dialogue, understanding, and compromise.  #love #veganism https://t.co/sSovOFc40t",Simon Plazolles-Hayes,,56,0,0,0,0,0,0.0,12.0,https://twitter.com/GenV_Eng/status/1796230254060609926
05/30/2024 02:00 PM EDT -0400,"Happy International Potato Day!  This year, our marketing manager Jamie dressed up as a potato to inspire New York park-goers to incorporate more plant-based, potato dishes into their lives.  What better way to celebrate a special day like today?  #InternationalPotatoDay #GoVegan https://t.co/Mp2iQYHwc8",Simon Plazolles-Hayes,,107,2,0,0,0,5,4.7,35.0,https://twitter.com/GenV_Eng/status/1796240375574581553
05/31/2024 10:00 AM EDT -0400,Can taking a life ever be truly humane? We don't think so.  The best way to demonstrate humanity is by letting empathy and compassion impact our food choices. Give true love for animals a chance. Consider veganism.  Check out our free vegan challenges. https://t.co/c9nEPVIrSM ⚡ https://t.co/gJsnDIQPoK,,,177,11,3,0,0,15,8.5,,https://twitter.com/GenV_Eng/status/1796542167818613098
06/01/2024 04:55 AM EDT -0400,"🐮Cows don't make milk because they're cows. Cows make milk because they're moms.  ☕️Like all mammals, they produce milk for their young, not for our coffee.  🥛Today, on World Milk Day, choose one of the many plant-based milk alternatives, choose compassion.  #WorldMilkDay https://t.co/SILX2301zB",Simon Plazolles-Hayes,,173,10,8,0,0,19,11.0,,https://twitter.com/GenV_Eng/status/1796827918091342164
06/03/2024 02:16 PM EDT -0400,Behold the breathtaking beauty of the royal flycatcher in her natural habitat.  Watching her is pure magic. 🌿✨  📷 @ferarrigophoto 🎥@sergiovargascr  #Nature #Bird #Beautiful #Happy #Free https://t.co/iDInyCZaFs,Simon Plazolles-Hayes,,348,11,1,0,0,24,6.9,87.0,https://twitter.com/GenV_Eng/status/1797693885436588444
06/04/2024 02:15 PM EDT -0400,"Each documentary helps us understand the impact of our choices, whether on our health, the environment, other people, or animals. Information is the foundation for conscious decisions that shape a better world. 💚🌍🌱  Share the documentaries that inspired you to go vegan! 👇 https://t.co/0HVwl8w3kR",Simon Plazolles-Hayes,,420,7,5,0,1,16,3.8,78.0,https://twitter.com/GenV_Eng/status/1798055893172732167
06/04/2024 05:40 PM EDT -0400,Ready for the trip of a lifetime and helping animals at the same time?  Sign up today: https://t.co/QOQtJIZb5R  #travel https://t.co/D2XXoCoacE,Simon Plazolles-Hayes,,72,1,0,0,0,2,2.8,20.0,https://twitter.com/GenV_Eng/status/1798107658358018401
06/05/2024 10:01 AM EDT -0400,"Carol J. Adams, writer and feminist activist, reveals how language can be used to erase the animals exploited and killed by the farming industry.  Behind every piece of meat, every egg, and every glass of milk, was a sentient being who wanted to live 🐷🐔🐮  #AnimalRights #vegan https://t.co/hvvnltLLNP",Simon Plazolles-Hayes,,401,6,2,1,0,14,3.5,66.0,https://twitter.com/GenV_Eng/status/1798354515118190765
06/05/2024 00:05 PM EDT -0400,"Life on an industrial farm is short, miserable, and filled with suffering.💔🐷  🐖 Pigs are intelligent, affectionate, and social animals. Please consider veganism for them. 🌱  🎥: @lcaeurope https://t.co/TkMEYg9Pm5",Simon Plazolles-Hayes,,148,4,2,0,0,14,9.5,44.0,https://twitter.com/GenV_Eng/status/1798385714612011057
06/05/2024 03:05 PM EDT -0400,"Calves are separated from their mothers shortly after birth, placed in huts, and often fed using automated systems like this one. This separation causes significant distress for both mother and calf.  The dairy industry is far from natural, normal, or necessary.  #Dairy #Milk https://t.co/hb7e428hjN",Simon Plazolles-Hayes,,724,9,4,0,1,24,3.3,232.0,https://twitter.com/GenV_Eng/status/1798431001263083972
06/06/2024 09:07 AM EDT -0400,"🐄🌊 Our choices impact our planet in ways we can't even imagine.  Join us on this journey towards a healthier and more compassionate planet for everyone! Comment ""SaveTheSeas” and receive the link to our FREE vegan challenge. 👇🏽 https://t.co/JB159D6V40",Simon Plazolles-Hayes,,87,2,1,0,0,6,6.9,25.0,https://twitter.com/GenV_Eng/status/1798703347136172310
06/07/2024 10:00 AM EDT -0400,"🤮Do you enjoy being sick?  💁Then here’s a tip: keep eating meat, eggs, fish, and dairy.  😱For everyone with something better to do with their day, we recommend a plant-based diet.  Find out more at https://t.co/P9frjpW2kk https://t.co/IXZBEmQYVR  #vegan #WorldFoodSafetyDay https://t.co/m5Pq3yFAaI",,,57,0,1,0,0,2,3.5,14.0,https://twitter.com/GenV_Eng/status/1799078907901014493
06/07/2024 01:15 PM EDT -0400,"⚠️Eating animal products should come with a health warning.  🤢Meat, eggs, unpasteurized milk, and shellfish are the most likely foods to be contaminated with illness-causing pathogens.  ✊🏾To protect public health, we must stop consuming animal products.  #health #vegan https://t.co/L8qbQSAJNH",Simon Plazolles-Hayes,,55,2,0,0,0,3,5.5,,https://twitter.com/GenV_Eng/status/1799128073079521658
06/07/2024 02:01 PM EDT -0400,"Every year in the United States alone, E. coli kills over 73,000 people. The culprit is not the leafy greens in our salad but the filthy conditions in which animals are raised.  If we don't go vegan for the animals, will we go vegan for our public health?  #FoodSafety #Health https://t.co/T0ANQcbEnN",Simon Plazolles-Hayes,,710,4,1,0,0,7,1.0,307.0,https://twitter.com/GenV_Eng/status/1799139755579314470
06/08/2024 06:14 PM EDT -0400,🥘 Raheem Sterling's vegan curry is a game-changer! 🌱 How will you spice up your match day menu?  #GreenFootballWeekend #VeganAthletes #PlantPower https://t.co/pg8cKDPFPx,Simon Plazolles-Hayes,AI Article,111,1,1,0,0,5,4.5,,https://twitter.com/GenV_Eng/status/1799565695048433986
06/09/2024 07:14 AM EDT -0400,Ready to spice up your winter with dreamy vegan dishes  🌱🍔 Which #Veganuary recipe will you try first?  #PlantBased #MeatlessMonday https://t.co/Vpo9vcSfn1,Simon Plazolles-Hayes,AI Article,184,6,1,0,0,12,6.5,,https://twitter.com/GenV_Eng/status/1799761990421815480
06/09/2024 09:00 AM EDT -0400,🥦 Swapping out red meat for plants reduces colorectal cancer risk. Ready to empower your health with more greens? 🌱  #PlantBasedDiet #HealthMatters #GoVegan https://t.co/UpBZVVGB39,Simon Plazolles-Hayes,AI Article,63,1,0,0,0,4,6.3,,https://twitter.com/GenV_Eng/status/1799788555880771645
06/09/2024 06:14 PM EDT -0400,"Did you know our ancestors favored plants? 🌿 Let's honor their legacy with a kind, vegan diet today! 🥕  #PlantBased #VeganLife #AncientDiets https://t.co/EWmlDyCWzR",Simon Plazolles-Hayes,AI Article,77,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1799928192892825919
06/10/2024 07:14 AM EDT -0400,"Can you imagine tasting fresh 🍓 in outer space? 🌌 Our strides in space farming can make this possible while honoring a compassionate, vegan diet. 🌱  #SpaceVeggies #VeganInnovation #FutureOfFood https://t.co/g765qyWB4h",Simon Plazolles-Hayes,AI Article,73,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1800124429222989883
06/10/2024 09:00 AM EDT -0400,What happens to farm animals if we all embrace a vegan lifestyle? 🌱 Let them live!  #VeganWorld #AnimalWelfare #BeTheChange - https://t.co/U62NfVDMdj,Simon Plazolles-Hayes,AI Article,57,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1800151017809482036
06/10/2024 00:15 PM EDT -0400,"Look how beautiful this baby manatee is! Watch as she is being closely followed by her mother to ensure she safely returns to the surface for a breath of air.  All mothers protect their children, no matter the species.  📸: floridaguidejosh 🛶: ecoventurefl  #conservation https://t.co/GE9SpPqrzN",Simon Plazolles-Hayes,,902,2,0,0,0,5,0.6,213.0,https://twitter.com/GenV_Eng/status/1800200162981130322
06/10/2024 02:15 PM EDT -0400,Khaal baccha is a dead baby cow whose skin is treated and whose body is stuffed with hay. This “dummy baby” is kept near the mother so she will continue to produce milk.  This cruelty is legal and common in the dairy industry.  Dairy is cruel to cows and buffaloes.  #Dairy https://t.co/0cQ6Z1m0Ld,Simon Plazolles-Hayes,,100,1,0,0,0,1,1.0,20.0,https://twitter.com/GenV_Eng/status/1800230231707451608
06/10/2024 06:14 PM EDT -0400,Who says coffee can't be kind to animals and our planet? 🌱☕️💚  #VeganLifestyle #EcoFriendly #PlantBasedPower https://t.co/r44psvYqP5,Simon Plazolles-Hayes,AI Article,60,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1800290527335629183
06/11/2024 07:14 AM EDT -0400,Craving a treat that's sweet for the planet too? 🌍🍪🍰 Which vegan bakery is on your must-visit list?  #PlantBasedDelights #VeganEats #KindnessToAnimals https://t.co/JZjMPo4b3o,Simon Plazolles-Hayes,AI Article,79,1,1,0,1,6,7.6,,https://twitter.com/GenV_Eng/status/1800486879990587700
06/11/2024 09:00 AM EDT -0400,Did you know a plant-based diet can be both kind to animals and delicious? 🌱  What's your favorite vegan dish?  #PlantBased #VeganRecipes #KindnessToAnimals https://t.co/eXeyEET4DL,Simon Plazolles-Hayes,AI Article,147,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1800513392928539007
06/11/2024 11:14 AM EDT -0400,"🧀🍔🥚Meat, dairy, and eggs need massive amounts of resources to produce and emit huge amounts of GHG gasses.  ✊🏾To fight climate change, it is essential that we address our food system.  💚Thank you, @EarthshotPrize, for rewarding those who are creating substantial impact. https://t.co/IcA5NASYgT",Simon Plazolles-Hayes,,59,2,1,0,0,3,5.1,11.0,https://twitter.com/GenV_Eng/status/1800547063316291948
06/11/2024 02:08 PM EDT -0400,"🌱👀Whether you're curious to try plant-based diets, looking to transition to veganism, or already vegan, why not subscribe to one of our vegan challenges today?  👉 https://t.co/OXO5el5Qge https://t.co/JB58PCLyFE",Simon Plazolles-Hayes,,93,2,2,0,0,4,4.3,,https://twitter.com/GenV_Eng/status/1800590963036864872
06/11/2024 06:15 PM EDT -0400,DELETE,Simon Plazolles-Hayes,AI Article,67,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1800653007782097395
06/12/2024 07:14 AM EDT -0400,Have you ever tried apples in your savory dishes? 🍏 Give this delicious #Vegan Apple Biryani a whirl for a #MeatlessMonday treat! 🌿  #PlantBased https://t.co/6zAFwT7FiF,Simon Plazolles-Hayes,AI Article,72,1,1,0,5,9,12.5,,https://twitter.com/GenV_Eng/status/1800849182367817736
06/12/2024 09:00 AM EDT -0400,Craving something hearty & healthy? 🍠✨ What's your favorite chickpea creation? Share below! 🥗🌱  #PlantBased #VeganRecipes #EcoFriendly https://t.co/DkxPxzn4Hz,Simon Plazolles-Hayes,AI Article,130,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1800875802667487732
06/12/2024 01:10 PM EDT -0400,❗️Today is World Day Against Child Labour. Did you know that many slaughterhouses employ children who work under very unsafe conditions?  ⚠️Boycott this inhumane industry by going vegan.  👉🏽 https://t.co/fIk1eSIaYO  #meat #WorldDayAgainstChildLabour https://t.co/ApMXJX9Zjb,Simon Plazolles-Hayes,,45,1,1,0,0,3,6.7,9.0,https://twitter.com/GenV_Eng/status/1800938861926691298
06/12/2024 01:19 PM EDT -0400,"Maisie and Jenna love the cow carrot drive-thru!  Just like us, cows want to eat yummy food, experience fresh air, and be treated with kindness.  Let’s ensure our actions reflect our values of kindness and compassion towards all animals.  🐄 lifewithpigsfarmsanctuary https://t.co/IIibnvB5ez",Simon Plazolles-Hayes,,152,3,2,0,0,6,3.9,31.0,https://twitter.com/GenV_Eng/status/1800941039919702166
06/12/2024 06:15 PM EDT -0400,"Who knew hearts of palm could make such scrumptious ""crab"" cakes? 🌿  🦀 Have you tried any #VeganSeafood alternatives yet?  #PlantBased #CrueltyFree https://t.co/NbkKdkavGf",Simon Plazolles-Hayes,AI Article,64,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1801015379696738814
06/13/2024 07:14 AM EDT -0400,Who's ready to dive into the future of sushi with plant-based tuna sashimi? 🌱  🍣 Protect our oceans & switch up your palate!  #SustainableEating #PlantBased #VeganSushi https://t.co/3bRvXGxgI1,Simon Plazolles-Hayes,AI Article,61,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1801211650663444905
06/13/2024 09:00 AM EDT -0400,"Who knew brunch could be this nourishing and kind to animals? 🌱🍞🐰 Swap out eggs and dairy, and let's talk #FrenchToast! 🥂  #PlantBasedBrunch #CrueltyFreeCooking https://t.co/c6PfTzNIB1",Simon Plazolles-Hayes,AI Article,45,1,1,0,0,2,4.4,,https://twitter.com/GenV_Eng/status/1801238192324059563
06/13/2024 09:00 AM EDT -0400,"Why do some people argue that killing animals is ""natural"" when most of us do not hunt or gather, but instead buy our food pre-packaged from a supermarket?  Let’s create a world where humans do not exploit animals and instead live in harmony with nature.  🎥 @ earthling_ed https://t.co/S0FHczkr8L",Simon Plazolles-Hayes,,650,22,6,0,1,39,6.0,198.0,https://twitter.com/GenV_Eng/status/1801238319650492838
