Date,Content,Created by,Labels,Organic Reach,Paid Reach,Total reach,Organic impressions,Paid impressions,Total impressions,Engaged users,Engagement rate per reach (%),Engagement rate per impression (%),Clicks,Link clicks,Photo views,Video play,Other clicks,Organic video views,Paid video views,Total video views,Average time watched,Average percentage of time watched,Url
03/30/2024 05:00 PM IST +0530,मूंग से बनी इस पारंपरिक ग्रेवी में पर्याप्त वसा होती है इसलिए तेल का उपयोग करने की कोई आवश्यकता नहीं है। पिसे हुए मसाले के मिश्रण का उपयोग किसी भी दाल या सब्जी को पकाने के लिए किया जा सकता है।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat,Rithika Ramesh,,609,0,609,643,0,643,11.0,1.8,1.7,5,5,0,0,1,,,,,,https://www.facebook.com/408203115172734
03/31/2024 09:59 AM IST +0530,"12 साल पहले, मैंने अपना जीवन पूरी तरह से बदल दिया। मैं एक योग शिक्षक बन गयी और मैं वीगन बन गयी। पहले मैं क्या बनी? यह मेरे लिए मुर्गे और अंडे के सवाल जैसा है।",Rithika Ramesh,,353,0,353,374,0,374,8.0,2.3,2.1,2,2,0,0,2,,,,,,https://www.facebook.com/408662135126832
03/31/2024 04:59 PM IST +0530,"यह सलाद न केवल ताज़ा और बनाने में आसान है, बल्कि स्वादिष्ट भी है और आप चाहें तो इसे भोजन के रूप में भी खा सकते हैं!  यह अक्सर महाराष्ट्र और भारत के कुछ अन्य दक्षिणी राज्यों में भोजन का हिस्सा होता है।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat",Rithika Ramesh,,612,0,612,657,0,657,5.0,0.8,0.8,2,2,0,0,2,,,,,,https://www.facebook.com/408839175109128
04/01/2024 09:30 AM IST +0530,"उत्पत्ति (1:29-30) में, परमेश्वर विशेष रूप से आदम और हव्वा को बताता है कि उसने उन्हें खाने के लिए क्या भोजन उपलब्ध कराया था। और क्या? वे सभी पौधे आधारित थे। 🌱🌿✨  पतन के बाद, दुनिया में पाप का प्रवेश हुआ और फिर सब कुछ बदल गया। लेकिन सवाल यह है कि क्या ईसाई मांस खा सकते हैं?  जब भगवान ने दुनिया बनाई तो जानवरों को खाना उनके इरादे का हिस्सा नहीं था। ईडन गार्डन में लौटने का प्रयास करने वाले ईसाइयों के लिए, मांस न खाना ईश्वर के करीब आने का एक शक्तिशाली तरीका है।  इस ईस्टर पर, विश्वास और भोजन के बीच संबंध पर विचार करें और आइए यीशु की करुणा को मूर्त रूप देने के करीब बढ़ें क्योंकि हम नए जीवन और नवीनीकरण का आनंद लेते हैं। वेगन होना! 🌷🐰  #Bible #Christianity  — https://pulse.ly/npsrjdf6jr",,,838,0,838,870,0,870,24.0,2.9,2.8,1,1,0,0,19,209.0,0.0,209.0,3.0,69.2,https://www.facebook.com/409326625060383
04/01/2024 11:59 AM IST +0530,"🥦🚫😂 आइए अप्रैल फूल दिवस का आनंद लें! हम आज आपसे पूछ रहे हैं: वीगनवाद के बारे में आपने अब तक का सबसे बड़ा झूठ क्या सुना है?  'जब आप पौधों को तोड़ते हैं तो पौधे चिल्लाते हैं' से लेकर 'वीगन लोग केवल घास खाते हैं' तक, आइए इन मिथकों को दूर करें और साथ मिलकर हंसी-मजाक करें!  अपनी पसंदीदा वीगन कहानी हमें नीचे कमेंट्स में बताएं!  🥦🚫😂 Let's have some April Fool's Day fun! We're turning the tables and asking YOU: What's the biggest fib you've ever heard about veganism?  From 'plants scream when you pick them' to 'vegans only eat grass,' let's debunk the myths and share a laugh together!  Comment below with your favorite veganism tall tale!  #AprilFoolsDay #VeganMythsDebunked 🌱😆",Rithika Ramesh,,1096,0,1096,1179,0,1179,12.0,1.1,1.0,5,0,5,0,4,,,,,,https://www.facebook.com/photo.php?fbid=409392391720473&set=a.265168246142889&type=3
04/01/2024 05:00 PM IST +0530,"अपने दिन की शुरुआत करने के लिए इस झटपट से बनने वाले, अति-स्वादिष्ट पौष्टिक नाश्ते को आजमायें! बस इसे अपनी पसंदीदा चीज़ो से सजायें। 🍓🍌🍎🥭  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat",Rithika Ramesh,,498,0,498,546,0,546,4.0,0.8,0.7,1,1,0,0,1,,,,,,https://www.facebook.com/409517088374670
04/01/2024 09:14 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/1374526449873316
04/01/2024 09:14 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/802009921820785
04/01/2024 09:14 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/914435327089762
04/01/2024 09:14 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/950902862958799
04/01/2024 09:14 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/1651889605642761
04/02/2024 09:59 AM IST +0530,"जलवायु संकट आज मानवता के सामने सबसे अधिक चिंताजनक वाले मुद्दों में से एक है। जलवायु परिवर्तन वातावरण में कार्बन डाइऑक्साइड और मीथेन जैसी ग्रीनहाउस गैसों के निर्माण के कारण होता है।  ग्लोबल वार्मिंग के संदर्भ में मानवता के सामने मुख्य समस्या मानवजनित ग्रीनहाउस गैसों की भारी वृद्धि है। मानव गतिविधि का वैश्विक जलवायु पर व्यापक प्रभाव पड़ा है और आगे भी पड़ता रहेगा, जिसके अपरिहार्य परिणाम होंगे।",Rithika Ramesh,,395,0,395,432,0,432,6.0,1.5,1.4,1,1,0,0,1,,,,,,https://www.facebook.com/409996141660098
04/02/2024 10:00 AM IST +0530,"मांस के लिए पाली जाने वाली मुर्गियाँ, जिन्हें पशुपालन उद्योग में ब्रॉयलर के नाम से जाना जाता है, 7 सप्ताह की होने से पहले ही मार दी जाती हैं। वे पशुपालन उद्योगों में गोदाम-शैली के छोटे छोटे भीड़ भाड़ वाले कमरों में ही अपना पूरा जीवन बिताते हैं और इसके बाहर की दुनिया का कभी अनुभव नहीं करते हैं ।🐔  उन्हें केवल तब तक ज़िन्दा रखा जाता है जब तक कि उनका वज़न एक तय मात्रा तक नहीं बढ़ जाता। इससे अस्वाभाविक रूप से बड़े शरीर वाली मुर्गियाँ पैदा होती हैं जो इतनी तेजी से बढ़ती हैं कि उनके पैर उनके खुद के शरीर का वजन सहन करने में असमर्थ हो जाते हैं, और उन्हें दिल का दौरा पड़ जाता है।  🛑विश्व स्तर पर प्रतिवर्ष 70 अरब मुर्गियों का मांस के लिए बढ़ा किया जाता है और उन्हें मार दिया जाता है।  इस पीड़ा को ख़त्म करने के लिए वीगन बनना सबसे प्रभावी तरीका है। आज ही करुणामय जीवन चुनें! 🌱  Chickens raised for their meat, known in the industry as broilers, are slaughtered before they are even 7 weeks old. They never experience life other than that in overcrowded warehouse-style sheds on factory farms.🐔  They have been selectively bred to grow to optimum weights as fast as possible. This has led to unnaturally large-bodied chickens who grow so fast that their legs are unable to support their weight, and their hearts may give out.  🛑Globally 70 billion chickens are farmed and killed annually.  Going vegan is the most effective way to end this suffering. Choose compassion today! 🌱  #vegan #EndFactoryFarming #AnimalRights",Rithika Ramesh,,1497,0,1497,1527,0,1527,36.0,2.4,2.4,12,0,12,0,12,,,,,,https://www.facebook.com/photo.php?fbid=409996164993429&set=a.265168246142889&type=3
04/03/2024 09:59 AM IST +0530,"डेयरी उद्योग बीफ उद्योग को जानवरों की आपूर्ति करता है। डेयरी का उपभोग करके, हम इस प्रक्रिया को जारी रखने की अनुमति दे रहे हैं।  अक्सर दुनिया की शाकाहारी राजधानी कहे जाने वाले, क्या यह चौंकाने वाली बात नहीं है कि हम इतनी बड़ी संख्या में जानवरों को मारते हैं और निर्यात करते हैं?  पशु उत्पादों को छोड़ना और वीगन जीवनशैली अपनाना बदलाव लाने के लिए सबसे अच्छे तरीकों में से एक है।  #vegan #veganindia #vegetarian #dairylovers #indiancow #buffalo #dairyfree #indianvegan  Source: https://pulse.ly/dqxz9uhgzi",Rithika Ramesh,,1772,0,1772,1797,0,1797,65.0,3.7,3.6,23,0,23,0,21,,,,,,https://www.facebook.com/photo.php?fbid=410617798264599&set=a.265168246142889&type=3
04/04/2024 00:31 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/1526240501280838
04/04/2024 02:00 PM IST +0530,"दूध पीना कोई मासूम कार्य नहीं है क्योंकि इस कार्य से जीवों को भयंकर पीड़ा से गुज़रना पड़ता है। दूध के प्रत्येक ग्लास, पनीर के टुकड़े या आइसक्रीम के स्कूप के पीछे गायों और उनके बछड़ों की अत्यधिक पीड़ा छिपी है।  इनमें से कोई भी उत्पाद इतना ज़रूरी नहीं है कि हमें उसके लिए किसी जीव को इतना दर्द और उत्पीड़न देना पड़े, खासकर जब पौधे-आधारित विकल्प इतने स्वादिष्ट और आसानी से उपलब्ध हों।  Drinking milk is not a victimless act. Behind each glass of milk, slice of cheese, or scoop of ice cream is the extreme suffering of cows and their calves.  No product is worth this much pain and violence, especially when plant-based alternatives are indistinguishable and readily available.",Rithika Ramesh,,552,0,552,552,0,552,,,,0,0,0,0,10,495.0,0.0,495.0,9.0,10.6,https://www.facebook.com/411295298196849
04/04/2024 05:00 PM IST +0530,यह सलाद हमारी जानकारी में सबसे स्वादिष्ट व्यंजनों में से एक है। मूंगफ़ली की ड्रेसिंग अनेक प्रकार के व्यंजनों में भी प्रयोग हो सकती है: आप निम्नलिखित सब्जियों के बजाय अपनी पसंद की अन्य सब्जियों का उपयोग कर सकते हैं।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat,Rithika Ramesh,,534,0,534,560,0,560,5.0,0.9,0.9,3,3,0,0,2,,,,,,https://www.facebook.com/411367398189639
04/04/2024 10:29 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/386443447560071
04/05/2024 05:31 AM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/1785521001928701
04/05/2024 09:59 AM IST +0530,"💚प्रत्येक जीवन स्वतंत्रता और करुणा का पात्र है।  ये पशु हमें उनके द्वारा सहन की गई भयावहता और मुक्ति की खुशी की याद दिलाते हैं। 🐷🐮🐔  🌟आइए दयालुता को चुनें और सभी प्राणियों को अपना जीवन नुकसान से मुक्त होकर जीने का मौका दें।  🫶🏽आंदोलन में शामिल हों, आज ही वीगनवाद चुनें!  https://pulse.ly/cancxgn0ah पर जाएं और अपनी यात्रा शुरू करें  🎥:@lancasterfarmssanctuary  💚Every life deserves freedom and compassion.  These rescued farmed animals remind us of the horrors they endured and the joy of liberation. 🐷🐮🐔  🌟Let's choose kindness and give all beings the chance to live their lives free from harm.  🫶🏽Join the movement, choose veganism today!  🔗Go to https://pulse.ly/cancxgn0ah and start your journey  🎥:@lancasterfarmsanctuary  #ChooseCompassion #GoVegan #AnimalLiberation",,,1202,0,1202,1218,0,1218,32.0,2.7,2.6,0,0,0,0,17,426.0,0.0,426.0,5.0,34.1,https://www.facebook.com/411817811477931
04/05/2024 09:59 AM IST +0530,"हार्मोन क्या हैं?  कम से कम 50 हार्मोन तालमेल बैठाकर काम कर रहे हैं, और वे हमारे जीवन के हर पहलू को प्रभावित करते हैं, हमारे मूड से लेकर हमारे ऊर्जा स्तर तक हमारे रक्तचाप तक।  वे सैकड़ों शारीरिक प्रक्रियाओं को निर्देशित करके हमारे शरीर के आंतरिक वातावरण को नियंत्रित करते हैं। इसका मतलब है कि हमें उनकी जरूरत है कि वे बेहतर तरीके से काम करें ताकि हमारा इष्टतम स्वास्थ्य बना रहे।",Rithika Ramesh,,445,0,445,464,0,464,2.0,0.4,0.4,0,0,0,0,0,,,,,,https://www.facebook.com/411817691477943
04/05/2024 10:00 AM IST +0530,"अपना कैल्शियम पौधों से प्राप्त करें!  ऐसे कई तरीके हैं जिनसे आप साग-सब्जियों, बीजों और फलियों से अपनी कैल्शियम की ज़रूरतें पूरी कर सकते हैं। 🌱💚  हमें कैल्शियम के अपने पसंदीदा पौधे-आधारित स्रोतों के बारे में बताएं।  अधिक जानकारी के लिए: https://pulse.ly/uicogifs79  #Calcium #PlantBasedLiving #DitchDairy #NonDairy",,,620,0,620,640,0,640,9.0,1.5,1.4,0,0,0,0,5,127.0,0.0,127.0,5.0,10.2,https://www.facebook.com/411817864811259
04/05/2024 09:47 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/1076595896760146
04/06/2024 09:59 AM IST +0530,"दूध कंपनियां उपभोक्ताओं को यह झूठ बेचने की कोशिश करती हैं कि खुले हरे भरे मैदानों में गायें ख़ुशी ख़ुशी चरती हैं। आधुनिक डेयरी उत्पादन में ऐसा कुछ नहीं होता है। यह उद्योग यंत्रीकृत, औद्योगिक और क्रूर है। छोटे-छोटे बछड़ों को उनकी मांओं से चुरा लिया जाता है और बाड़े और झोपड़ी में अकेले कैद कर दिया जाता है।  क्या यह आपको प्राकृतिक और नैतिक लगता है?🤔  Milk companies try to sell consumers the lie of happy cows naturally grazing on wide-open pastures. Yet modern dairy production is nothing like this. It is mechanized, industrial, and cruel. Tiny calves are stolen from their mothers and confined alone in pens and hutches.  Does this look natural and ethical to you?  #milk #dairyisscary #cow #mothercow #gaumata  #milk #dairy #cheese #cows",,,3536,0,3536,3536,0,3536,71.0,2.0,2.0,0,0,0,0,60,1471.0,0.0,1471.0,8.0,37.2,https://www.facebook.com/412435374749508
04/06/2024 09:59 AM IST +0530,".....उसे समझ आ गया था कि उसका दोस्त, जिसके साथ उसने इतना गहरा सम्बन्ध स्थापित कर लिया है, जिसे उसने इतने प्यार से पाला है, जिसके साथ वह खेलती है, उसके प्यारे दोस्त को अब कत्लखाने में भेज दिया जाएगा और हिंसक रूप से मार दिया जाएगा।",Rithika Ramesh,,400,0,400,407,0,407,4.0,1.0,1.0,2,2,0,0,0,,,,,,https://www.facebook.com/412435328082846
04/06/2024 05:00 PM IST +0530,क्या आपने कभी लाल चावल पोहा के साथ पोहा बनाने की कोशिश की है? 👌  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat,Rithika Ramesh,,603,0,603,622,0,622,10.0,1.7,1.6,7,7,0,0,1,,,,,,https://www.facebook.com/412601234732922
04/07/2024 09:59 AM IST +0530,"मासूम प्राणियों की ज़िन्दगियों को सिर्फ़ अंकों से गिना जाता है, उनके बहुमूल्य जीवन को सिर्फ एक अंक तक सीमित कर दिया जाता है।इटली में हर साल 20 लाख मेमनों का वध किया जाता है। उनमें से दस लाख – या अधिक – विदेशों से, मुख्य रूप से पूर्वी यूरोप से लाये गए हैं।  लेकिन अंकों को जानने से क्या होता है। वे सांख्यिकीय जानकारी देने में मदद करते हैं लेकिन इसके पीछे छिपी असली कहानी नहीं बताते हैं।",Rithika Ramesh,,242,0,242,251,0,251,4.0,1.7,1.6,0,0,0,0,1,,,,,,https://www.facebook.com/413056698020709
04/07/2024 02:21 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/6181986561926489
04/07/2024 04:59 PM IST +0530,"हमारे पास सभी की पसंदीदा और लोकप्रिय बिरयानी को डेयरी और मांस रहित बनाने की लाज़वाब विधि है। 👌  मसाले, तले हुए प्याज, धनिया और पुदीना इसे स्वादिष्ट बनाता है। इसे और भी रोमांचक बनाने के लिए अपनी पसंद की अन्य असीमित सब्जियों का मेल कर के इन्हें सोया नगेट्स, नकली मांस (पौधे आधारित प्रोटीन), सोया चाप या टोफू के साथ आज़माएं।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat",Rithika Ramesh,,647,0,647,677,0,677,4.0,0.6,0.6,2,2,0,0,1,,,,,,https://www.facebook.com/413222268004152
04/08/2024 09:59 AM IST +0530,"🌽पौधों की फसलों का एक महत्वपूर्ण हिस्सा पशुपालन उद्योग वाले जानवरों को खिलाने के लिए उगाया जाता है, जिन जानवरों का मांस मनुष्य खाते हैं। गेहूँ, मक्का और सोया जानवरों के लिए उगाई जाने वाली सबसे आम फ़सलों में से हैं।  वर्तमान में, हर साल 92 अरब से अधिक जानवरों को खिलाने के लिए पर्याप्त भोजन उगाया जाता है, जबकि संयुक्त राष्ट्र के अनुसार, 2021 में लगभग 828 मिलियन लोग भूख से प्रभावित थे। हमें खाद्य प्रणाली में एक क्रांति की आवश्यकता है और आप इसे शुरू कर सकते हैं अपना भोजन विकल्प चुनकर।  🍆  🍛पौधे-आधारित भोजन चुनें, मांस-मुक्त समारोहों की मेजबानी करें, और अपने परिवार और दोस्तों के लिए पशु-मुक्त व्यंजन पकाएं। भोजन की विधियों की जानकारी हमारी वेबसाइट: https://pulse.ly/m2mur8hpux पर प्राप्त करें",,,669,0,669,713,0,713,22.0,3.3,3.1,0,0,0,0,11,207.0,0.0,207.0,8.0,12.5,https://www.facebook.com/413686374624408
04/08/2024 05:00 PM IST +0530,यह एक स्वादिष्ट व्यंजन है जो बड़ों और बच्चों दोनों को पसंद आता है। यह बनाने में बहुत आसान और खाने में स्वादिष्ट होता है।  यह उन लोगों के लिए भी एक बढ़िया विकल्प है जिनके पास खाना पकाने बनाने का ज्यादा समय नहीं होता। यह एक बेहतरीन ऑयल-फ्री/तेल- रहित रेसिपी भी है।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat,Rithika Ramesh,,654,0,654,685,0,685,5.0,0.8,0.7,3,3,0,0,3,,,,,,https://www.facebook.com/413845401275172
04/09/2024 09:59 AM IST +0530,"आमतौर पर लोगो का मानना है कि ‘वीगन-आहार’ महंगा है, लेकिन शोधो में सामने आने वाली सच्चाई हर बार इस तथ्य के विपरीत होती है।  पारंपरिक भारतीय भोजन अधिकांशतः सब्जियों, फ़लों, अनाज, दालों और बीजों पर निर्भर करता है, और ये सब वीगन है।",Rithika Ramesh,,348,0,348,360,0,360,2.0,0.6,0.6,2,2,0,0,0,,,,,,https://www.facebook.com/414326491227063
04/09/2024 09:59 AM IST +0530,"एक और जाने माने वीगन व्यक्ति जिनका नाम एलेक्स ओ’कॉनर उर्फ ​​​​कॉस्मिक स्केप्टिक है, वे सार्वजनिक रूप से वीगनवाद से दूर चले गए हैं। वह उन लोगों में से एक है जो वीगनवाद के पक्ष में खुल के वकालत करते थे पर जिन लोगों ने अब वीगनवाद को छोड़ दिया है।",Rithika Ramesh,,465,0,465,469,0,469,3.0,0.6,0.6,2,2,0,0,0,,,,,,https://www.facebook.com/414326511227061
04/09/2024 10:00 AM IST +0530,"🌾🌽A significant proportion of plant crops are grown to feed farmed animals who are destined for consumption, not humans directly. Wheat, corn, and soy are among the most common crops grown for non-human animals.  Currently, enough food is grown to feed over 92 billion non-human land animals each year, while, according to the UN, approximately 828 million people were affected by hunger in 2021. We need a revolution in the food system and you can start it with your choices.  🍆🫘🍛Choose to eat plant-based, host meat-free gatherings, and cook animal-free dishes for your family and friends. Find recipe info on our website: genv.org",,,556,0,556,588,0,588,5.0,0.9,0.9,0,0,0,0,3,95.0,0.0,95.0,3.0,6.9,https://www.facebook.com/414326651227047
04/09/2024 10:54 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/442583411565916
04/10/2024 10:00 AM IST +0530,"मधुमेह के रोगियों के लिए उम्मीद की नई किरण: ""अध्ययन में यह भी पाया कि पौधे आधारित आहार से शरीर के वजन में बदलाव किया है, जिसका सबसे बड़ा लाभ इंसुलिन के प्रति प्रतिरोध को कम करने में देखा गया।""  अगर आप एक वीगन जीवनशैली अपनाने की सोच रहे हैं, तो बताइए कि आपके लिए सबसे बड़ी प्रेरणा क्या है? 🌱💚  https://www.amarujala.com/india-news/researchers-advise-diabetic-patients-to-consume-plenty-of-fruits-vegetables-grains-and-beans-2024-04-02",Rithika Ramesh,,403,0,403,419,0,419,5.0,1.2,1.2,5,5,0,0,0,,,,,,https://www.facebook.com/414970144496031
04/10/2024 00:00 PM IST +0530,"यह बच्ची केवल एक दिन की है, और वह भाग्यशाली है क्योंकि उसकी माँ को एक बूचड़खाने से बचाया गया था जब वह गर्भवती थी।❣️  वह @ahimsa_farm_animal_sanctuary में अपने जैसी 120 अन्य बकरियों के साथ एक खुशहाल और पूर्ण जीवन जीएगी।  लेकिन सभी बकरियां उसकी तरह भाग्यशाली नहीं हैं और हम सभी के पास मौका है कि हम उनके लिए कुछ कर पाएं।  अध्ययनों से पता चला है कि वीगन बनकर आप एक वर्ष में 100 जानवरों को बचा सकते हैं। कृप्या इंसानियत के नाते सही रास्ता चुनें।  #goat #VeganForTheAnimals #BabyGoat",,,402906,0,402906,402906,0,402906,32954.0,8.2,8.2,0,0,0,0,2937,309605.0,0.0,309605.0,13.0,63.8,https://www.facebook.com/415022764490769
04/10/2024 03:05 PM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/768455785381875
04/11/2024 10:00 AM IST +0530,"मांस और डेयरी टाइप 2 मधुमेह, हृदय रोग, स्ट्रोक और कुछ प्रकार के कैंसर के बढ़ते खतरों से जुड़े हैं। इसमें कोई आश्चर्य नहीं कि वीगन लोगों को कम दवाओं की आवश्यकता होती है!  क्या आप अपने आहार में अधिक पौधे शामिल करने के लिए तैयार हैं? अपने स्वास्थ्य के लिए हमारी 7-दिवसीय वीगन चुनौती को आज़माएँ। ___ REF: https://pulse.ly/plv8uugmzr  #healthfirst #healthylifestyle #healthiswealth #healthyeating #healthtips #healthyliving #healthandfitness #nutrition #nutritioncoach #nutritiontips #vegan #veganism #age #medicine #prevention #senior #fitness",Rithika Ramesh,,1034,0,1034,1101,0,1101,21.0,2.0,1.9,7,1,6,0,11,,,,,,https://www.facebook.com/photo.php?fbid=415604907765888&set=a.265168246142889&type=3
04/11/2024 05:00 PM IST +0530,"जब भी आपका कभी मीठा खाने का दिल करें, तो यह एक ऐसी रेसिपी है जो आप खाएंगे तो आप इसे बार-बार बनाना चाहेंगे।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat",Rithika Ramesh,,587,0,587,599,0,599,7.0,1.2,1.2,5,5,0,0,2,,,,,,https://www.facebook.com/415793134413732
04/12/2024 10:00 AM IST +0530,क्या वीगन आहार सचमुच फायदेमंद है?,Rithika Ramesh,,440,0,440,449,0,449,2.0,0.5,0.4,1,1,0,0,1,,,,,,https://www.facebook.com/416256091034103
04/12/2024 10:00 AM IST +0530,"अंडा उद्योग में पीड़ा व्याप्त है 🐔  बहुत अधिक अंडे पैदा करने के लिए चुनिंदा तरीके से पाले जाने के कारण मुर्गियां कमज़ोर  हड्डियां, फ्रैक्चर और तीव्र तनाव झेलती हैं। जब उनकी उत्पादकता कम हो जाती है, तो उन्हें वध के लिए भेज दिया जाता है।  यह अंडा उद्योग की दुखद हकीकत है।  हमारी 30-दिवसीय वीगन चुनौती आज़माएँ। 🌱💚 https://pulse.ly/xmueidjdna  Suffering prevails in the egg industry 🐔  Selectively bred to produce far too many eggs, chickens endure weak bones, fractures, and intense stress. When their productivity declines, they are sent to slaughter.  This is the sad reality of the egg industry.  Try our 30-day vegan challenge. https://pulse.ly/deun54zn8u",Rithika Ramesh,,2130,0,2130,2188,0,2188,60.0,2.8,2.7,24,2,22,0,25,,,,,,https://www.facebook.com/photo.php?fbid=416256054367440&set=a.265168246142889&type=3
04/13/2024 08:28 AM IST +0530,,,,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/875868451010569
04/13/2024 09:59 AM IST +0530,"🐷आइए पौधे-आधारित विकल्प चुनकर इन बुद्धिमान, जिज्ञासु और सामाजिक जानवरों का सम्मान करें! 🌟  सूअर भोजन नहीं मित्र हैं!🐷  🐷Let’s honor these intelligent, curious, and social animals by choosing plant-based options! 🌟  Pigs are friends not food!🐷  #PlantBased #Vegan #FriendsNotFood #PigLove",,,1074,0,1074,1109,0,1109,29.0,2.7,2.6,0,0,0,0,16,510.0,0.0,510.0,7.0,22.3,https://www.facebook.com/416920057634373
04/13/2024 09:59 AM IST +0530,"हम अक्सर सुनते हैं कि वीगनवाद जानवरों या पर्यावरण के बारे में है, लेकिन वास्तव में यह वह जगह है जहां मानव अधिकार, पशु अधिकार और पर्यावरण न्याय सभी मिलते हैं।  मानव आबादी के कल्याण के लिए महत्वपूर्ण सभी मुद्दों में से सबसे प्रमुख मुद्दा यह है कि मानव आबादी को सबसे अच्छी तरह से भोजन कैसे खिलाना है, क्योंकि हम जिन खाद्य पदार्थों का उत्पादन करने के लिए चुनते हैं, उनका पूरी दुनिया पर महत्वपूर्ण प्रभाव पड़ता है।",Rithika Ramesh,,330,0,330,335,0,335,3.0,0.9,0.9,1,1,0,0,0,,,,,,https://www.facebook.com/416919994301046
04/13/2024 04:59 PM IST +0530,"इस दही का स्वाद इतना लुभावना और स्वादिष्ट है की इसका सर्वाधिक प्रयोग चाट, कढ़ी, छांछ, लस्सी और यहां तक कि दही चावल को बनाने में किया जाता है।  #वीगन #vegan #recipe #Indianrecipe #शाकाहार #jhatpat",Rithika Ramesh,,548,0,548,555,0,555,1.0,0.2,0.2,1,1,0,0,0,,,,,,https://www.facebook.com/417099650949747
04/13/2024 08:54 PM IST +0530,A quick recipe to show you how you can make your own yogurt at home. Setting it in an earthen pot gives this yogurt a delicious depth of flavor.💗  Have you tried making yogurt at home with plant-based milks?🌱  Watch the full recipe here: https://youtube.pulse.ly/u7vy6pnpev  #dairyfree #soyyogurt #soyamilk #soymilk #curd,,,917,0,917,960,0,960,8.0,0.9,0.8,0,0,0,0,6,209.0,0.0,209.0,5.0,21.0,https://www.facebook.com/417225254270520
04/14/2024 09:59 AM IST +0530,"क्या आप जानते हैं कि समुद्री ऊदबिलाव (सी औटर) के पास सभी समुद्री स्तनधारियों की तुलना में सबसे घना बाल होता है? इससे उन्हें ठंडे पानी में तैरने और गर्म रहने में मदद मिलती है।   🌊  हालाँकि ऊदबिलाव के बच्चे तैर सकते हैं, वे जीवित रहने के लिए आवश्यक कौशल जैसे तैरना, शिकार करना और सीपियाँ तोड़ना, इन्हें हासिल करने के लिए लगभग छह महीने से एक साल तक अपनी माँ पर निर्भर रहते हैं।  📝 क्या आप ऊदबिलाव के बारे में और तथ्य जानते हैं?  नीचे टिप्पणी में हमारे साथ साझा करें! 👇  Did you know that sea otters have the densest fur of all marine mammals? This helps them float and stay warm in cold waters. 🦦🌊  Although otter pups can float, they rely on their mothers for about six months to a year to learn how to swim and acquire essential survival skills, such as hunting and cracking shells.  📝 Do you know more facts about otters?  Share with us in the comments below! 👇  🎥: @earthlyeducation",,,819,0,819,850,0,850,17.0,2.1,2.0,0,0,0,0,9,323.0,0.0,323.0,7.0,26.6,https://www.facebook.com/417578510901861
