Date,Content,Created by,Labels,Reach,Completion rate (%),Video replays,Watched fully,Engagement,Engagement rate per impression (%),Engagement rate per reach (%),Impressions,Url
06/17/2024 11:36 AM EDT -0400,Have you heard of Loudermilk + Associates? This fictitious law firm specializes in litigation against vegans. Visit HATEVEGANS.com to read more on their website.,,,45,23.6,4,5,3,6.1,6.7,49,https://www.tiktok.com/@genv_eng/video/7381496593226403118?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/18/2024 10:05 AM EDT -0400,He's here to prove that cows and bulls have a playful nature!    📽️: @farmsanctuary   #cow #cows #animals #veganism,,,29,24.2,0,0,5,17.2,17.2,29,https://www.tiktok.com/@genv_eng/video/7381843992255810846?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/18/2024 01:10 PM EDT -0400,Have you ever been hugged by a cow? 🐮💛  #cows #cute,,,361,30.0,31,26,68,17.3,18.8,392,https://www.tiktok.com/@genv_eng/video/7381891906395065631?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/19/2024 02:48 PM EDT -0400,"🤨🌱 Many times we have heard this myth, sometimes as a genuine doubt, sometimes to discredit veganism. What we know is that plants do NOT feel like animals, including humans; they do not have a brain and there is not enough evidence of any kind of ""brain center"" in the root, as some have claimed. While plants communicate with each other, this does not indicate a sense of self or others, and does not imply consciousness. On the other hand, animals are conscious, definitely feel pain, and clearly show their individuality, personality, and agency. #plants #pain #feel #consciousness",Simon Plazolles-Hayes,,737,29.3,113,95,101,11.9,13.7,850,https://www.tiktok.com/@genv_eng/video/7382288041303412011?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/20/2024 00:56 PM EDT -0400,Generation Vegan documented the strength of those fighting to end violence and oppression of humans and animals alike.   #Ukraine 🕊️,,,19,17.2,0,0,3,16.7,15.8,18,https://www.tiktok.com/@genv_eng/video/7382630412952128799?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/21/2024 09:54 AM EDT -0400,"We may think of yoga as just a workout or a way to get flexible, but it can truly be so much more. Yoga teachings are directly correlated with veganism, enlightenment, love, peace, union, connection, and everlasting happiness.   Try our spirituality challenge in honor of international yoga day at GenV.org.   #InternationalYogaDay #Vegan #YogaAndVeganism #Spirituality",,,584,17.7,67,36,24,3.7,4.1,651,https://www.tiktok.com/@genv_eng/video/7382954554909969710?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/21/2024 02:19 PM EDT -0400,"Fear /fɪə/ The feeling when something dangerous, painful, or frightening is about to happen.   🤔If we only took a moment to imagine what every animal on a factory farm must endure before they end up in pieces as “food”.   ✅Try vegan today. Go to: https://pulse.ly/4g0r4+   🎥 @sentient_media   #FactoryFarm #BabyPig #piglet",,,36,44.7,4,11,3,7.5,8.3,40,https://www.tiktok.com/@genv_eng/video/7383022937449762079?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/23/2024 06:40 AM EDT -0400,This man saved this fawn from drowning at the right time.     Going vegan isn’t about sacrifice; veganism is about choosing the option that doesn’t harm others. ❤   #deer #AnimalRescue,,,35,59.7,6,11,3,7.3,8.6,41,https://www.tiktok.com/@genv_eng/video/7383646196708986142?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/24/2024 02:03 PM EDT -0400,Going vegan ensures that humans no longer interfere with or harm animals' families. Do you believe that the meat industry is anti-mother? #CuteAnimals #chickens,Simon Plazolles-Hayes,,36,97.7,8,16,4,9.1,11.1,44,https://www.tiktok.com/@genv_eng/video/7384132028708425002?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/25/2024 01:28 PM EDT -0400,Shouldn’t the @RSPCA OFFICIAL stop their support the farming and slaughter of animals?   #RSPCA #AnimalProtection,,,756,13.7,73,14,91,11.0,12.0,829,https://www.tiktok.com/@genv_eng/video/7384493871234911519?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/26/2024 03:03 PM EDT -0400,"The world is filled with violence and suffering but we as individuals can spread love and kindness throughout the world by speaking up for those whose voices are too often ignored or marginalized. Generation Vegan’s CEO Naomi Hallum gave this powerful speech on National Animal Rights Day to unify, educate, and inspire activists! We are so much stronger together.",Simon Plazolles-Hayes,,14,2.1,0,0,1,7.1,7.1,14,https://www.tiktok.com/@genv_eng/video/7384889717424164142?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/26/2024 03:04 PM EDT -0400,Animals are individuals and beings- they are much more than the numbers that the meat industry wants us to perceive them as. Animals are not commodities; we must stop treating them like they are.   When did you make the connection?   #compassion #AnimalRights #heartwarming,,,6802,40.0,646,1108,938,12.6,13.8,7448,https://www.tiktok.com/@genv_eng/video/7384889727910006046?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/27/2024 02:14 PM EDT -0400,"Cow cuddles are some of the best kinds of cuddles!   Most of us have not had the chance to spend much time with these majestic creatures but cows, like all animals, each have their own personalities. Some cows like to cuddle, some like to be on their own, some like to run and fetch, others prefer to lay down and relax.   They are not so different from our companion animals at home, are they? Let’s treat them with kindness by leaving their bodies off our plates.",,,33,6.9,2,0,4,11.4,12.1,35,https://www.tiktok.com/@genv_eng/video/7385247936860392734?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/27/2024 10:43 PM EDT -0400,"Everyone deserves to have access to healthy plant-based meals!   That’s why we partnered with The Concierge Kitchen to make that happen.   Not only was a new Guinness World Record made but hungry bellies were filled with kind, healthy and planet-friendly food choices.   #NewWorldRecord #Vegan #Community #Juneteenth ",,,617,8.8,43,7,43,6.5,7.0,660,https://www.tiktok.com/@genv_eng/video/7385379258979503406?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/28/2024 10:09 AM EDT -0400,"Today is Pride Day, and it's a joy to celebrate the dedication of LGBTQIAP+ activists who are part of the vegan movement. 🏳️‍🌈🌱   ✊🏾 Veganism aims to build a more just, compassionate, and inclusive world. We are stronger when we realize that suffering and oppression are not limited to animals.   Our work will always focus on veganism and animal rights, but Generation Vegan was born from the understanding that all forms of oppression are interconnected. We believe it's crucial to combat the notion that some lives are more important than others, both within and outside our movement.   Tag in the comments an LGBTQIA+ vegan person you admire, and let's come together to transform the world into a better place for both people and animals. 👇   ❤️@iyerharish 🧡@mygayveganagenda 💛@honeylabronx 💚@flordiazvegan 💙@doel_rakshit 💜@leyllahdiva",,,648,100.0,78,34,46,6.3,7.1,726,https://www.tiktok.com/@genv_eng/video/7385555891463982367?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/29/2024 11:07 AM EDT -0400,"Every day, thousands of ships haul crabs and other marine species out of the ocean to suffer and die for food. These extreme practices not only harm animals but also damage the ocean. 🦀    Want to save aquatic life? Stop eating them. 🐟    #crabs #fishing",,,561,53.4,63,143,39,6.3,7.0,624,https://www.tiktok.com/@genv_eng/video/7385942029043338526?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/02/2024 08:12 PM EST -0500,"🌟🌱Cada 365 días, comenzamos el #añonuevo Nuevo con una lista de resoluciones para cambiar nuestras vidas para mejor.  Pero, ¿y si comenzamos este #2024 con una lista de #deseos para el año próximo?  ¿Deseos que hagan del mundo un lugar mejor para las personas, los #animales y la #naturaleza ? 🐷🐔🐧 Aquí comenzamos 🥳 ¿Cuáles son tus deseos para el 2024? ¡Agrégalos en los comentarios debajo! 👇 #AñoNuevo #VidaNueva #Vegan #Animales #Amor #antiespecismo #Fiestas #veganismo #porunmundomejor ",,,342,100.0,62,23,36,8.9,10.5,404,https://www.tiktok.com/@genv_esp/video/7319673607687294241?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/03/2024 07:33 PM EST -0500,"🥑🥕🍓¿Alguna vez te ocurrió lo mismo que a Billie? Las personas veganas estamos acostumbradas a no contar con demasiadas opciones en los restaurantes no-veganos.  🍟¿A quién no le pasó tener que elegir entre papas fritas y ensalada? Pero cuando hay la posibilidad de ir a un restaurante vegano, ¡las opciones abundan! Y eso hace que sea más difícil elegir qué comer (especialmente cuando todo se ve tan delicioso).  👇🏽 Cuéntanos qué te gusta comer en los restaurantes veganos y con qué opciones te encuentras en los lugares de comida no-veganos.                                                     🌱Para iniciarte en el camino del veganismo, te sugerimos suscribirte a uno de nuestros desafíos de 7 y 30 días, en donde encontrarás muchos recursos, información y recetas. Accede a nuestra web GenV.org o haz clic en el link de la bio.           💡Para ver más contenido sobre veganismo, sigue a @Clau | Con tofu y @Marce vegana 🌸 ",,,517,57.4,63,148,60,10.3,11.6,580,https://www.tiktok.com/@genv_esp/video/7320034723462499617?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/04/2024 06:58 PM EST -0500,"🍏🍌Una alimentación basada en plantas es una opción saludable para personas de todas las edades y ofrece muchos beneficios potenciales a las personas mayores en particular. Puede reducir el riesgo de enfermedades cardíacas, diabetes de tipo 2 y algunos tipos de cáncer, que afectan de forma desproporcionada a la población de la tercera edad.                                                                                                                                                                                        🐥Te invitamos a suscribirte a uno de nuestros desafíos de y 30 días para probar el veganismo. Puedes seleccionar el desafío de 7 días por la salud, para que veas los beneficios inmediatamente. Accesa a GenV.org #TerceraEdad #Veganismo #Vegan #Salud #Health #Healthy #Saludable #Nutricion ",,,384,100.0,61,81,46,10.3,12.0,445,https://www.tiktok.com/@genv_esp/video/7320396725984775457?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/07/2024 07:08 PM EST -0500,"HAZTE VEGAN, SALVA UN POLLITO🐣                                                                                                                                       🥚Cuando se trata de la producción de huevos, por cada ave hembra que nace destinada a una vida encerrada en una jaula, también nace un polluelo macho. 🐔Como ocurre con los terneros machos, estos pollitos no son más que un subproducto no deseado. Los machos no pueden poner huevos y no son la raza adecuada para desarrollar músculo para la carne, por lo que los granjeros no desperdician alimento en ellos.                                                                         😔Y así, en su primer día de vida, estos hermosos animales son colocados en una cinta transportadora industrial en dirección al macerador, una máquina aterradora que los muele mientras aún están vivos y completamente conscientes.                                                                                                                                             🐤Haciéndote vegan y dejando fuera de tu alimentación al huevo, puedes contribuir a que esta matanza despiadada no continúe, y que los pollitos puedan vivir en libertad.                                                          🐦Suscríbete a uno de nuestros desafíos de 7 y 30 días por los animales, tu salud o el planeta y descubre el increíble mundo vegano, lleno de compasión y ternura. Accede a los desafíos en GenV.org o haz clic en el link de nuestra BIO. ¡Te esperamos! 💚    📗Para más información sobre veganismo, sigue nuestras cuentas y las de @Vegan por los animales y     #Animals #CuteAnimals #Animales #Gallinas #Pollos #Pollitos #Huevos #Vegan #Veganismo",,,376,34.0,47,31,59,13.9,15.7,423,https://www.tiktok.com/@genv_esp/video/7321512724305956128?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/08/2024 07:01 PM EST -0500,"🦜✨ Un amable recordatorio de parte de un amigo con plumas sobre la vida detrás de aquello que está en nuestros platos. 🍽️💔  Alene Anello describe cómo su ave de compañía Conrad la ayudó a reconectar con los individuos que estaba comiendo.🌱  Si escucháramos a los animales que conocemos, ¿estaríamos también dispuestas a cambiar?🐖 🐄 🐏 Te invitamos a suscribirte a nuestro desafío por los animales de 7 días para probar el veganismo y dejar a los pollitos fuera de tu plato. 🌱🥕🐔🐥 Ve a genv.org/esp  #Aves #Pájaros #Pollos #Pollitos #Veganismo #Alimentos #Pollo #GenV #Vegan",,,327,17.6,54,23,32,8.4,9.8,381,https://www.tiktok.com/@genv_esp/video/7321881882998639904?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/10/2024 07:06 PM EST -0500,"🦊NO PIERDES NADA SIENDO AMABLE CON LOS ANIMALES🦊                                           🐻‍❄️🐻 De acuerdo a Menkay, los animales son seres tan bondadosos y compasivos que el ser humano se aprovecha de su naturaleza no-violenta para encerrarlos y explotarlos. Pero es hora de que cambiemos esto, ¿no te parece? 🪿Haciendo solo algunos ajustes en la forma en que nos relacionamos con el mundo a nuestro alrededor y la manera en la que consumimos, tendremos un gran impacto positivo en la vida de estos hermosos seres. 💚Para iniciarte en el veganismo, suscríbete a uno de nuestros desafíos en GenV.org/es                     #Animales #CuteAnimals #BabyAnimals #Veganismo #Vegan #Amor #GenV",,,209,32.1,44,24,61,24.1,29.2,253,https://www.tiktok.com/@genv_esp/video/7322625265635446049?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/11/2024 06:54 PM EST -0500,"🍼💔 Separados de sus madres poco después del nacimiento y aislados en jaulas, estos terneros buscan desesperadamente consuelo mutuamente. Este es el costo real de los lácteos. Para mas informacion sobre veganismo ve a genv.org/es #Leche #AmoAnimales #AmorAnimales",,,3660,31.2,378,285,427,10.6,11.7,4038,https://www.tiktok.com/@genv_esp/video/7322993357293243681?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/14/2024 00:30 PM EST -0500,"Los eventos son una buena manera de concientizar a las personas.  Si necesitas consejos sobre como poner una mesa informativa, dejanos un comentario. ✌️❤️‍🔥 Ayer estuvimos en un evento en Mexico y tuvimos conversaciones interesantes con personas no veganas.  #eventosveganos #veganismo #vegan",,,1377,100.0,173,96,101,6.5,7.3,1550,https://www.tiktok.com/@genv_esp/video/7324007659768712480?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/15/2024 07:01 PM EST -0500,❗️CUIDADO CON LA GARRAPATA VEGANA❗️                                                                                 🐭 Esta traviesa garrapata salió a las calles de Nueva York a pedirle a la gente que se haga vegana.... a cambio de no recibir una mordedura. ¿Podrán las personas cambiar a un estilo de vida más amable con los animales o sucumbirán a la peligrosa garrapata?🪳 Accede a https://genv.org/es/go-vegan/ para suscribirte a uno de nuestros desafíos veganos    #Garrapata #Halloween #Vegan #Veganismo #Animales #CuteAnimals #NYC,,,560,14.9,54,24,68,11.1,12.1,614,https://www.tiktok.com/@genv_esp/video/7324479410973740321?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/16/2024 04:06 PM EST -0500,"🐤 Imagina si Deeko no hubiese sido rescatado...  Habría atravesado un proceso industrial terrible hasta su muerte. Por suerte fue salvado por esta humana compasiva y ahora puede vivir una vida feliz y libre 💛 Lamentablemente, este no es el caso para la mayoría de los animales de la industria, en donde pasan sus vidas en jaulas pequeñas, llenos de miedo y estresados.  🐥 Hay solo una manera en que podemos contribuir a tener más Deekos en nuestra vida: dejar de comerlos.  🐔 Hazte vegan y protege a todos los animales, a nuestro planeta y a nuestra salud. Si quieres saber más, sigue a @genv_esp y @patitovegan🦆🪿                                                                                                                          ENG| 🐤Imagine if Deeko hadn't been rescued... He would've endured a horrible industrial process until his death.  Luckily, he was saved by this compassionate human and can now live a happy, free life.💛  Unfortunately, this is not the case for most of the animals in the industry where they spend their entire lives in small cages, fearful and stressed.  🐥There is only one way we can contribute to have more Deekos in our lives: stop eating them.  🐔Let's go vegan and protect all animals, our planet and our health. Find out more at @genv_esp and @patitovegano🦆🪿 📽 @fawziajaffan  📽 @itsfarahamber #pollo #chickens #historiasinspiradoras #inspiration #liberación #aves #birds #freedom #freeanimals #CapCut ",,,184,39.7,25,25,54,25.8,29.3,209,https://www.tiktok.com/@genv_esp/video/7324805551278312737?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/16/2024 07:12 PM EST -0500,"🦋 ¿EL VEGANISMO ES UNA MODA? 🦋    Nunca falta quien argumenta en contra del veganismo por considerarlo una moda o una tendencia del momento.  🧐 Pero, ¿es esto realmente cierto?  🌱 La mayoría de las personas que se vuelven veganas lo hacenu por motivos éticos, de salud o medioambientales, y estas razones son fundamentos inamovibles que se afianzan con el tiempo.  💚 El veganismo ha tomado más popularidad (¡por suerte!) en el último tiempo, pero esto no significa que sea una elección al pasar, sino que es una postura política ante una injusticia sistemática. 💪🏽 Mercedes de @mfa_latino nos ayuda a derribar este mito. uu ✊🏾 Accede a nuestra web GenV.org para leer sobre más mitos del veganismo o accede al link de nuestra BIO.  https://genv.org/es/vegan-myths/ 🌐🌿 Para más información sobre veganismo sigue a @genv_esp y mfa_latino #MitosVeganos #Veganismo #Mitos #Plantbased #Mex",,,332,23.8,42,9,36,9.6,10.8,374,https://www.tiktok.com/@genv_esp/video/7324853391266417953?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/22/2024 07:01 PM EST -0500,"🐔 POLLITOS EN FUGA 2 🐔                                                    🎥 ¿Recuerdas esta gran película en la que unos pollitos liderados por la valiente Ginger se proponen escapar de la granja que las aprisiona? Bueno, ¡tenemos la segunda parte!  En esta edición, los animales comienzan viviendo sus vidas en un santuario, libres de toda explotación. Pero pronto las cosas se epiezan a complicar. 🐣🐥 Estas dos películas son excelentes opciones para ver con las infancias y abrir el diálogo sobre lo que ocurre con los animales; sobre la forma en que nos alimentamos y cómo podemos contribuir a la liberación de todos los seres.  📽️ ¡Te sugerimos verla y recomendarla a todas las familias que estén interesadas en explorar el veganismo! 👇🏽 Si viste alguna de las dos películas, ¡cuéntanos qué te pareció!  💚 Y no olvides visitar nuestra web GenV.org/es ó dar clic en el enlace de la BIO para más información sobre veganismo.  #pollitos #pollitosenfuga #chickenrun #peliculas #peliculasparaniños #veganismo #liberacionanimal #granja #trailer #chickensrunning #movietime ",,,170,13.4,21,6,17,8.9,10.0,191,https://www.tiktok.com/@genv_esp/video/7327076944002993441?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/23/2024 04:04 PM EST -0500,"🐥TE AMO, PATITO🐥                                           💛 Esto es amor en su máxima expresión. Las infancias y los animales tienen un lazo especial y como adultas, podemos ayudar a nutrir esa conexión diciéndoles la verdad. ¿Escogerían comerlos o protegerlos ante todo?  👉🏽 Sigue a @genv_esp para más información sobre veganismo 🥑                                    🐥I LOVE YOU, DUCKY🐥                                                                                 💛 This is pure love at its finest. Kids and animals have a special bond, and as adults, we can help nurture that connection by telling them the truth. Would they choose to eat them or protect them at all costs?  👉🏽Follow @genv_esp for more information about veganism 🥑        🎥Créditos: @mamasoli_go 🎥Credits: @mamasoli_go                                                            #ducks #kids #love #vegan #veganism #plantbased #patos #niños #amor #veganismo #plantas ",,,173,94.6,17,49,40,21.1,23.1,190,https://www.tiktok.com/@genv_esp/video/7327402667859332385?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/25/2024 04:09 PM EST -0500,"❄️❄️ Majestic grace! This deer roams through the forests in the mountains of Bavaria, enjoying his snow-covered natural habitat. 🦌🐿️ In winter, these stunning landscapes and the many animal species who live there, take center stage for photographers and filmmakers. Unfortunately, deer are also hunted, including for entertainment—a highly unethical practice. If you love animals like we do, we invite you to follow @genv_eng to find out how you can help. 📹 @daniel_weissenhorn #deer #venado #wilter #animals #forest #nature ❄️❄️ ¡Gracia majestuosa! Este venado deambula por el bosque disfrutando la nieve en medio de su hábitat natural en las montañas de Bavaria, Alemania. 🦌🐿️ El invierno se llena de paisajes donde ellos, junto a muchas especies animales son los protagonistas. Desafortunadamente los venados son cazados por muchísimos motivos, uno de ellos es la caza deportiva que además de solo hacerse con fines de entretenimiento y con prácticas muy poco éticas. Si amas a los animales te invitamos a seguir @genv_esp para enterarte cómo puedes ayudar. 📹 @daniel_weissenhorn #deer #venado #wilter #animals #forest #nature ",,,135,33.0,20,16,21,13.5,15.6,155,https://www.tiktok.com/@genv_esp/video/7328146062840040736?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/25/2024 06:59 PM EST -0500,"📆🌎 Estés en el país que estés, en Latinoamérica y Estados Unidos hay eventos veganos a los que puedes asistir. Aquí te damos algunas opciones para que vayas reservando las fechas.  💁🏽‍♀️ Mientras tanto, si deseas más información o adentrarte más en el veganismo, ¡acepta uno de nuestros desafíos! Tenemos de 7 o de 30 días. Entra a genv.org/es/go-vegan                                                                                                                                                                              #VeganFest #Veganoslatinos #veganismo #latinoamerica ",,,320,100.0,46,366,28,7.7,8.8,366,https://www.tiktok.com/@genv_esp/video/7328189869585403169?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/28/2024 09:59 PM EST -0500,🙋‍♀️🌍 Únete a la conversación sobre cómo el veganismo y el feminismo pueden transformar nuestra sociedad.  Exploramos cómo estos movimientos pueden inspirar cambios profundos en nuestra forma de pensar y vivir.  #feminismo #veganismo #patriarcal ,,,598,85.7,89,148,134,19.5,22.4,687,https://www.tiktok.com/@genv_esp/video/7329349317188160800?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/30/2024 03:02 PM EST -0500,💗Unos regalitos que nos mando @Te Protejo  Amamos! 🥰,,,332,29.3,34,25,32,8.7,9.6,366,https://www.tiktok.com/@genv_esp/video/7329984103539871009?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/30/2024 04:04 PM EST -0500,"🦘 MOTHER'S LOVE 🦘                                                                                                                                                                                                    🥹 Did you know that baby kangaroos are born the size of a jellybean? For several months after birth they live in their mother’s pouch, carefully nurtured until they grow to be strong enough to explore the world on their own.  💚 How important is a mother's love to you? In nature it is very important as it creates a safe environment for animals to thrive.  👉🏽 Follow @genv_esp for more information about animals and nature. 🐧🐦🐤 🎥 @shelley_pearson_      #motherlove #love #animals #kangaroos #baby #nature #environment                                                                🦘 AMOR DE MADRE 🦘                         🥹 ¿Sabías que los canguros bebé nacen del tamaño de un frijol? Durante algunos meses luego del nacimiento viven en la bolsa de sus madres, criados cuidadosamente hasta que crecen lo suficientemente fuertes para explorar el mundo por su cuenta.  💚 ¿Cuán importante es el amor de madre para ti? En la naturaleza es muy importante, ya que crea ambientes seguros para que los animales prosperen.  👉🏽 Sigue a @genv_esp para más información sobre animales y naturaleza. 🐧🐦🐤    🎥 @shelley_pearson_      #amordemadre #amor #animales #bebés #canguro #naturaleza #medioambiente",,,183,55.2,35,40,33,15.1,18.0,218,https://www.tiktok.com/@genv_esp/video/7330000193686932769?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
01/31/2024 07:00 PM EST -0500,"❗️ADVERTENCIA: VIDEO DOLOROSO❗️                                                                                                                                                            🐶🐱 ¿Te imaginas vivir en esas condiciones? O incluso, ¿imaginas que tus animales de compañía, perros, gatos, vivan en esas condiciones? ¿No harías lo imposible por salvarlos?  🐮 Estas vaquitas viven de a millones en estos cobertizos, llenas de miedo, con frío y buscando a sus madres.  🥕 Hay una forma en la que podemos contribuir a que esto deje de ocurrir y es eligiendo una alimentación a base de plantas, en la cual ningún animal muere ni sufre para un beneficio puramente humano. No necesitamos comer animales ni sus derivados para vivir una vida saludable. 👉🏽 Si quieres iniciarte en el veganismo porque estas imágenes te sensibilizan, estás en la cuenta correcta  ❕ Regístrate en genv.org/es a uno de nuestros desafíos veganos gratuitos, y comienza tu camino hoy mismo.    #animales #vacas #vaquitas #lácteos #carne #pollo #vegan #veganismo #plantbased ",,,207,51.1,17,32,47,21.0,22.7,224,https://www.tiktok.com/@genv_esp/video/7330416531689508129?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/01/2024 07:57 PM EST -0500,"📚🎥 En los últimos años, hemos sido testigos de un aumento en narrativas que abrazan el veganismo, un testimonio del creciente impacto del movimiento. Desde libros hasta películas y programas, estos personajes han elegido la amabilidad sobre la crueldad. Desliza hacia la izquierda para descubrir algunos de nuestros protagonistas favoritos que están marcando la diferencia en la cultura popular. 💚🌟 #personajesveganos #lisasimpson #lisa #phoebebuffay #phoebe #friends #lossimpsons #scottpilgrim #startrek #evangelion #rickymorty #starwars",,,57064,7.8,8086,521,3954,6.1,6.9,65150,https://www.tiktok.com/@genv_esp/video/7330802282197519649?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/02/2024 11:55 AM EST -0500,"🌿Casi el 90% de los humedales del mundo se han degradado desde la década de 1700, y estamos perdiendo humedales tres veces más rápido que los bosques. 🦢🦜🦤Eventualmente, la pérdida de humedales afectará a cada animal, planta y ecosistema en el planeta, así como al bienestar y la salud de miles de millones de personas. 🌳Lo que nos importa, ya sea nuestra salud, nuestras familias y comunidades, nuestro planeta, sus bosques, océanos y ríos, animales salvajes, animales de granja o nuestro futuro, el veganismo es parte de la respuesta. 👉🏽Obtén más información en el enlace de la biografía y suscríbete a nuestro desafío de 7 días de veganismo por el planeta. https://genv.org/es/go-vegan/ #DíaDeLosHumedales #SalvaElHogarDeOllie #Biodiversidad #Contaminación #GoVegan #Veganismo #Medioambiente #Humedales ",,,1069,100.0,116,128,69,5.8,6.5,1185,https://www.tiktok.com/@genv_esp/video/7331049307229015328?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/04/2024 10:12 AM EST -0500,"🧑🏻‍⚕️DÍA MUNDIAL DEL CÁNCER 👩🏽‍⚕️⚕️En el día de hoy se conmemora el Día Mundial de lucha contra el Cáncer con el objetivo de concientizar sobre esta enfermedad y avanzar en el control y prevención de la misma.  🎥En esta entrevista, Mary-Beth cuenta el desarrollo de su padecimiento y cómo se curó. Tras ser diagnósticada con tres tumores en el pulmón izquierdo, decidió probar una alimentación a base de plantas que lo cambiaría todo. 🌱  🚑Existen numerosos estudios (y cada vez hay más) que relacionan el consumo de carne y lácteos con un aumento en las posibilidades de contraer distintos tipos de cáncer. Además, la ciencia también explica que una alimentación a base de plantas tiene el potencial de reducir la mortalidad y la incidencia de enfermedades como diabetes tipo 2 y cardiopatías.  💫 ¡Inspírate con esta historia y prueba el veganismo este 2024! Suscríbete a uno de nuestros desafíos veganos en la web GenV.org/es #diamundialdelcancer #cancer #veganismo #salud #health #saludable #plantbased #whatthehealth",,,706,5.8,83,10,68,8.6,9.6,789,https://www.tiktok.com/@genv_esp/video/7331764849921264928?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/04/2024 09:45 PM EST -0500,🫘🌾Colonialismo y alimentacion  ¿Que opinas? #veganismo  #colonialismo  #vegan ,,,314,5.6,36,3,35,10.0,11.1,350,https://www.tiktok.com/@genv_esp/video/7331943277148507424?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/14/2024 04:07 PM EST -0500,"✨🫶 Tallulah, artista, vegana y feminista te comparte algunos tips para iniciar a cambiar tu alimentación. #veganismo #vegana #mujeresveganas #feminismoantiespecista ",,,650,26.2,63,34,53,7.4,8.2,713,https://www.tiktok.com/@genv_esp/video/7335567214029966625?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/16/2024 05:49 PM EST -0500,¿Te unes? 🐃❤️‍🔥 https://genv.org/es/lasbufalas/,,,302,8.9,24,2,42,12.9,13.9,326,https://www.tiktok.com/@genv_esp/video/7336335678554361121?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/21/2024 08:00 PM EST -0500,"🐮🐷🐔Al leer esto, millones de animales están experimentando el calor intenso del sol, algunos de ellos por primera vez en sus vidas, mientras son transportados hacia un matadero. No encuentran piedad, ni ayuda, ni compasión. 🐶🐱🐰No tienes que amar a los animales para saber que matarlos está mal. Puedes probar dejarlos fuera de tu alimentación hoy mismo suscribiéndote a nuestro desafío gratuito de 7 días por los animales. ¡No esperes más! https://genv.org/es/lasbufalas/ #cabra #derechoanimal #amor",ADMIN ACCOUNT,,945,44.3,119,136,98,9.2,10.4,1064,https://www.tiktok.com/@genv_esp/video/7338224722821369121?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/22/2024 07:07 PM EST -0500,¿Quieres ayudar?  Envianos mensaje!  #animals  #buffalo ,,,638,21.4,102,26,105,14.2,16.5,740,https://www.tiktok.com/@genv_esp/video/7338582364781612320?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
02/22/2024 10:00 PM EST -0500,Vamos a crear el mundo que queremos. ¿Te unes?,ADMIN ACCOUNT,,1113,85.1,111,442,107,8.7,9.6,1224,https://www.tiktok.com/@genv_esp/video/7338626825289010464?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
