baslik,text,label
vegan,"varsayalim hamilielik vegan olmaya engel. o halde asitli icecek tuketmek, trans yag iceren gidalardan yemek, parabenli urunler kullanmak, koruyucu madde adiyla bir ton urun tuketmek de minicik, miniminnacik bir canliyi berbat diyetlere maruz birakmak olarak algilanabilir. o halde ayni cikisi sayisiz anne adayina da yapmaniz gerekir. veganlarin pek cogu bir onceki cumlede saydigim urunleri tuketmezler. annesinin bedeni haricinde besin kaynagi olmayan miniminnacik canlinin annesinin diyeti ne olursa olsun annesi saglikli besleniyorsa kimse kalkip ""istismar""dan soz etmemeli. saglikli anne, saglikli genler, saglikli kosullar... buna ragmen bebegin saglikli olacaginin garantisi verilemez. ancak anne tabi ki bebegi icin elinden gelenin en iyisini yapmali. demiyorum ki hayvansal gida tuketince bebek soyle olur boyle olur; ancak saglikli uygulanan bir vegan diyetse suyu bulandiracak tasi atmaya gerek olmadigini kabul etmek lazim. bebegi anne sutu yerine sebze suyu ile beslemeye calisan ahmaklardan olmadikca (ki her grupta boyle dengesiz ve hastalikli dusuncelere sahip insanlar oldugunu tekrar soylemek lazim.) vegan anne olmak urkutucu olmasa gerek ki vegan hamileler icin vegan olmayan hekimler hala gorev basinda. aksi halde aman diyim sozlukteki gibi ahlak bekcileri tarafindan polise teslim edilirlerdi. beri yandan abd'de ve avrupa ulkelerinde vegan hamilelik bizdeki gibi yadirganan bir sey degil. zamaninda medyanin et, sut, yumurta ucgenini dayatmasiyla bugun ne desek zihniyeti degistirmek cok zor. yanilmiyorsam yeliz utku ilk hamileligini abd'de sorunsuz yasamisti. ikinci de turkiye'deydi ve deneyimlerini paylasmaya devam ediyordu: vejetaryen/vegan hamilelik dusunenlere yardimci kaynak (iletisime de gecebilirsiniz): gercekten mevzuya ilgi duyup birtakim insanlarin veganlari birer yikimci olarak gostermeye calismasi sonucu onlarin deneyimlerini dikkate almayanlar olabilir. insanlarin vejetaryen ve vegan diyete karsi endustri ve cikar gruplari destekcisi medya sebebiyle yikilmasi zor onyargilari hep var olmustur: son olarak sunu da belirtmeliyim ki; vegan ciftler veya anne/baba tek basina, cocugun sagligini tehlikeye atacak bir diyeti cocuga dayatiyorsa sizinle ayni bakis acisina sahibim.",0
vegan-olmama-sebepleri,doğa kanunlarının ve doğanın farkında olmak. evrimsel süreçte eğer o sevdiğiniz kediler kuşlar yiyecek bulamasaydı ve siz güçsüz olsaydınız zamanla bugün sizi yiyorlardı. doğa kanunları değişmez,2
vegan,"serbest cagirisim olarak, (bkz: veganlar ve vogonlar arasindaki iliski)",2
vegan,"sabah kahvaltısında; tereyağlı ((bkz: süt)), sucuklu ((bkz: et), yumurta, (bkz: yumurta) (tavuk olabilir) yiyen ben için mümkün olmayan durumdur. ya da (bkz: rakı balık)(bkz: şarap peynir) yazıktır günahtır, yapmayın kendinize bunu(bkz: günah)",2
veganizm,"bugün de buna taktık hadi hayırlı olsun. vegan olayını mantıklı bulmadığım için aşırı detaylı bir araştırma yapmadım. merak ettiğim şey şu; bu doğuştan mı oluyor yoksa bir gün bir aydınlanma yaşayıp ben veganım demeye mi başlıyorlar? bunu merak ediyorum çünkü; kebabın, mangalın (mangalda herşey) kızarmış tavuğun vs. tadını bilip de nasıl yemeyi kesebilir ki insan? ben sayarken bile canım çekti. sizin nasıl canınız çekmiyor?",2
vegan-cevreci-hayvansever-lezbiyen-solcu-feminist,antitez ; mahsun ibo özcan alişan,2
vegan,"veganizm, 1930'larda vejetaryenligin geliserek endustrilesen dunya duzeninde yeterli olmadigi sebebiyle ""hayvanlara elinden geldigince zarar veremeden yasamak"" temelinden cikmistir aslinda sadece, ve butun olayi da budur ahlaki olarak felsefesinde. uygulamada politik, sagliksal, kisisel damak tadi-zevk sebepli cesitli varyasyonlari olabilir. olayi ""kim kimden daha mukemmel yasiyor"" sidik yarisina donusturenler, 'sen vegansin ama yedigin sebze icin daha fazla kemirgen hayvan olduruluyo, naber' turu argumanlara donusturenlere su entryi hatirlatmak isterim:  mesele elinden gelen bir sey varsa onu yapmak. ki sehirde yasayan ve az biraz imkani ve vicdani olan cogumuz icin bu durum mumkun aslinda. vegan olmak tek basina luks olmasa da arada kendini 'simartmak' icin alacagin vegan sucuk, vegan peynir, vegan sut cogunlukla ithal oldugu ve yeni bir pazar oldugu icin pahali tabi. o yuzden kimi zaman luks bir sey ama elinden geliyorsa, istiyorsan yersin. gelmiyorsa veya istemiyorsan yemezsin, veganligin sarti degil. biraz okumus, kendini farkli goruslere acabilen bir bilinc ve sosyal hayatta hayir diyebilme yetisi de gerektiriyor, bunu da herkes yapmak istemeyebilir, kimine ise dogal gelebilir. (her vegan bilinclidir diye bir sey iddia etmiyorum, sadece vegan olup onun disinda kendini baska sekilde gelistirmeyen, hatta dis dunyaya kapatan insanlar da var) daha once de yazmistim,  ""reducetarianism'i destekliyorum. eger asla damak tadimdan vazgecemem, illa arada et yiyecegim diyen varsa ama yine de elinden geldigince hayvansal urunlerden uzak besleniyor ve alisveris yapiyorsa onun da etkisi buyuk. dunya vegan olmayacak zaten bu hizla. ne kadar azaltilir, bilincli yasanmaya calisilirsa, onun da o kadar faydasi var kendi sagligina, hayvanlara, dogaya."" ben sahsen ya hep ya hic olunca duzenimi kurabiliyorum beslenme konusunda. arada hayvansal peynir yesem daha cok canim ceker daha cok yemek isterim. vegan peynirle gecistiriyorum o da zaten uygulamasi herkesin kendi bilecegi is. mesele mukemmel olmak degil. ""hayvanlari en cok ben seviyorum!!"" ""en etik ben yasiyorum!!1"" culuk degil, gunluk secimlerinle engel olabildigin, desteklemeden yine kendi keyfince yasayabildigin ne kadar hayvanlari kullanma ve onlara zulum iceren uygulama varsa, bunu davranislarinla ve satin alma gucunle desteklememek. onun disinda gri alanlar yok mu? var tabi... ama mesele: kendi sartlarin altinda sen ne yapabilirsin? realistik bakis acisi ve uygulama yani. giderken; izlemekten en keyif aldigim vegan kanalin adi unnatural vegan. genel gecer konularda veganlik uzerinden mantikli, pratik fikir ve oneri arayanlara tavsiye ederim.",2
vegan-olmama-sebepleri,üç yıl hindistan'da yaşamak. daha iyi bir sebep olamaz. bir de peynirden vazgeçeceğime kendimi keserim o ayrı konu. eved parmesan peynirine tapıyorum.,2
vegan,"hayvan kökenli gıdaları ve diğer hayvansal ürünleri kullanmayı reddeden kişi. kendi geçerli sebepleri vardır, kişisel tercihleridir anlarım ve saygı duyarım ama bu vegan güruhun ısrarla diğer normal beslenenlere göre daha sağlıklı beslendiklerini savunup çevreyi koruduklarını düşünmeleri gerçekten komik oluyor. hele hele küçücük çocukları -kendi seçim hakları olmadan- soya sütü ile besleyip, veganlığa yönlendirmeleri tam anlamıyla acımasızlık. savundukları argümanlar nedir peki ? çevreyi korumak. acaba sen biliyor musun sayın vegan sadece yarım litre sütten elde edebileceğin kalsiyumu 2,5 kg ekmek veya 8,5 kg elma tüketerek elde edebileceğini. ( örnekler çoğaltılabilir.) hayvan haklarına gelecek olursak evet ben de hayvanlara zulmedilmesine, uygunsuz şartlarda yaşamalarına karşıyım, hayvan endüstrisinden memnun değilim ama tutup da vegan olarak kendi sağlığımı tehlikeye atamam. başka çözüm yolları ararım. salt hayvan haklarıysa sinek de hayvan ama öldürüyoruz. ilkokulda öğrendik besin piramidini, kalkıp da doğanın döngüsünü değiştiremeyiz. zaten yeterince insan eliyle bozuluyor. b12 vitaminini zaten söylemeye bile gerek yok takviye olmadan karşılayamazlar. hatta bununla ilgili pubmed’de yayımlanan bir yazıyı da bırakalım. ilgilenenler şu yazıyı da okuyabilir: edit: kaynak eklendi.",2
vegan,veganlar hayvan hakları nedeniyle veganlığı benimsemiş olanlar ve hayvansal gıdaya ihtiyaç duymadığımız için veganlığı benimsemiş olanlar olarak ikiye ayrılırlar. (başka nedeni olanlar da var elbet ama onlar başka bir entrynin konusu. ben iki ana grubu ele alacağım.) hayvan hakları nedeniyle hayvansal gıda tüketmeyenlere sözüm yok. bu grup bir fikri benimseyip bunun arkasında durarak bilinçli bir şekilde hem hayvansal gıdadan hem de üretiminin belli bir aşamasında herhangi bir şekilde hayvanların dahil olduğu ürünlerden de uzak dururlar. bu nedenle her ne kadar kendim başka şekilde düşündüğüm durumlar olsa da saygı duyarım. ama hayvansal gıdaya ihtiyaç duymadığımızı savunarak hayvansal gıda tüketmediğimizi savunanların her daim besin takviyesi aldığını düşününce saçma geliyor. madem hayvansal gıdaya ihtiyacımız yok o zaman neden besin takviyesi almak zorundayız diye düşünüyor insan. bu nedenle argümanlarının yetersiz kaldığını düşünüp saçma buluyorum.,2
vegan,"gelecek çağa isminide vermek zorunda kalacağımız farkındalığı ve kültür düzeyi yüksek insanların beslenme şeklinin ismi.su ve teknoloji tükendiğinde mecburi yiyiş istikameti olacağı ayanbeyan ortada,değil mi?",2
veganizm,masallar masallar veganizm bebeklere uygun iddianız yalan ve çok tehlikeli bir yalan. tarikatla tartışılmaz. buraya bıraktığım bilgiler veganlık gibi delilikleri değerlendiren ama henüz karar vermeyenler için.,2
vegan-cevreci-hayvansever-lezbiyen-solcu-feminist,"hepsini ayrı ayrı severim. tek kişi olurlar çoğunlukla. ya da şöyle de olabilir, vegan ise lezbiyen olması dışındakiler mutlaka vardır, bir ihtimal biseksüel ya da heteroseksüel olabilirler. her neyse işte farklı kombinasyonları olsa da insanı, doğayı ve hayvanı sevenden zarar gelmez prensibi ile her şeyinizi paylaşabilirsiniz. hep hayalim böyle bir sevgilim olması idi. ama memur ailenin memur zihniyetli çocuğu olunca bu arkadaşlar benim için hep dost olarak kaldılar, bir yerlerde mutlu hayatlarına devam ettiklerini gördükçe ben onların adına mutlu kendi adıma mutsuz oldum hep. en asi siyah tshirt- kot pantolon - converse kombinim ile beyaz yakalı dolu işime gidip kendi küçük dünyamda yaşamaya devam ettim. sabah simitçiden poşet almamak, akşamdan kalan yemeği sokak kedileri ile paylaşmak, kulaklıktan zülfü livaneli dinlemek ve öğle tatilinde şiddete uğrayan kadın arkadaşların dertlerini dinleyip cesaret vermekten fazlası gelmedi elimden.",2
vegan,"o kadar haklılar ki, bir ortamda denk geldiğin zaman olur da laf sokuştururlarsa, küfür olmayan ama küfür etkisi yaratan sözleri bizzat duymuş oluyorsun . çünkü nihayetinde her türlü eşitsizliğe itirazın varsa bile, bu derece büyük bir eşitsizliğe itiraz etmemiş oluyorsun. basbayağı haklılar. bana bir keresinde çok sevdiğim bir tanesi ince ince lafını sokuşturdu, yemin ediyorum kendimi rakıya verdim masada. hayır, adam haklı, bir şey de diyemiyorsun.",2
veganizm,"etik, çevrecilik ve sürdürülebilirlik üzerine yapılan tüm argümanların fos olduğu bir akım. acıma duygusuna etik diyen bir cins türedi aşağı yukarı son yüzyılda. başkaları için neyin iyi olduğunu bilmen ve yapman için önce kendin için neyin en iyi olduğunu bilmen ve yapman gerekir. kendisi için neyin iyi olduğu bilmeyenlerin her türlü iyi niyet çabaları ancak bir takım ideolojilerin ve kartellerin kuklalığını yapmaktan ibaret olacaktır ve zaten de öyledir. abdli endüstriyel gıda lobilerinin fonladığı düpedüz yalan ve saptırma üzerine kurulu üç beş propaganda belgeselin papağanlığını yapmaktan öte gidemiyorlar. doğaya ve hayvanlara en çok zarar veren ve sürdürülemez olan şey modern tarımdır. sırf toprağı sürmek ve böcek ilacı kullanmakla hayvancılık endüstrisinden binlerce kat fazla sayıda hayvan öldürüyorsunuz, bununla da kalmayıp yapay gübre ve tohumlarla tarım yaptığınız toprağı kalıcı olarak verimsizleştiriyorsunuz ve çölleştiriyorsunuz. hayvanları beslemek için tarım yapılıyor diyenler neyin kafasını yaşıyor bilmiyorum. hayvanlar tarımsal üretimin artıkları olan saman ve küspeyle beslenir. saman ve küspe yemiyorsanız yalan konuşmayı bırakın. bugün dünyadaki en etik, sağlıklı ve sürdürülebilir yaşam tarzı yüzde yüz hayvancılıkla beslenen moğollara aittir.",2
veganizm,"kaynak verirsin okumaz, okuduğunu anlamaz akademisyenlerin yaptığı araştırmalar sebebiyle millet veganlık iyi bir şey sanıyor işte. ispat yükümlülüğü kendilerindeyken iddialarının yalan olduğunu oturup biz gösteriyoruz. çünkü inek osurugunun fosil yakıtlarından daha zararlı olduğunu göstermek için gerekli ispatı getirmek yerine kıçından sallayıp karşı tarafa ""aksini ispatla"" diyen bir tarikat var karşımızda. ""yararlı bir tane bile mutasyon yoktur"" diyen adnan hoca modeli bir oluşum.",2
veganizm,gören de primatlar milyonlarca yıldır antilop avlayıp kanlı kanlı yiyor sanır lol. medeniyetin her türlüsünü kabul edip evrim yasalarına aykırı modern bi hayat yaşarlar şehirlerde ama nedense konu veganlığa geldi mi mağara adamı moduna giriyorlar. vay efendim milyonlarca yıldır dnamızda varmış evrimsel kanunmuş. evrimi statik bi şey sanıyorlar. belki de insan türü evrimsel olarak otçul yaşamaya adapte oluyordur diğer primat kuzenleri gibi. bu konuda söz hakkı sadece bilimin ve önemli sağlık kuruluşları da vegan beslenmenin insan için sağlıklı olduğunu belirtiyor. (bkz: sağlık kuruluşlarının veganlıkla ilgili makaleleri),2
vegan,"neden vegan olunması gerektiği ile ilgili kısa bir videoyu aşağıya bırakıyorum. 1 kasım dünya vegan günü, bütün hayvanlar ve insanlar için kutlu olsun. son kafes kırıldığı ve bütün hayvanlar ve insanlar özgür olduğunda gerçek kutlamayı yapacağız. vegan olun :)",2
vegan,"insülin direnci olan insanların da uygulayabilecekleri yaşam biçimi. hatta vegan beslenmenin insülin direncine iyi geldiğine dair bulgular da var ancak kabul etmek lazım, sonuçlar herkeste aynı etkiyi yaratmayabilir.",2
vegan,evrimsel süreçte hepçil canlılar olan primatlarla yakın akrabalık ilişkisi içerisinde olan homo sapienslerinde çağdaş bilim ışığında hem otçul hem etçil şekilde evrimleştiği otoriteler tarafından kabul görmüştür. fakat görüyoruz ki vegan ideolojiye gönül vermiş insanlar adeta bilimsel verilerle alay edercesine dogmatik ve hastalıklı düşüncelerini bir takım hilelerle bilimsel argümanlara yedirerek algı yaratmak istiyorlar. neyseki son derece başarısızlar. hal böyleyken bilimle böylesine taban tabana zıt olan olan bir felsefenin bir kaç yüzyıldan fazla ömrünün olduğunu şahsen düşünmüyorum. zira doğal seleksiyon her zaman olduğu gibi yine zayıf canlılara geçit vermeyecektir.,0
veganizm,etik ve ahlakı sebeplerle hayvanları sömürmeyi ve kullanmayı reddetmek.,2
veganizm,"""veganlik dogaya aykiri"" ayni sekilde tartisma kulturu de dogaya aykiri, ne yapalim fikirlerine katilmadigimiz insanlarin kafasini mi keselim? var mi abi oyle ormanda sempanzeler oturup tartisiyorlar mi ""ne yapsak acaba"" diye? dogaya aykiri diye bir sey yok, beynini kullanma veya kullanmama diye bir sey var. sen ""musluman""im diye takilip hayat kadinlariyla toplu seks sonrasi hacca gidip gunahlarini resetleyen petrol zengini bir arap seyhi olsan cok iyi anlarim dediklerini. adam ofiste calisiyor, hayattan aldigi en buyuk zevk tavuklu sandvic yemek, ""bu duzendeki sorun nedir"", ""bu tavuk nasil yetisiyor?"" diye dusunmek yerine osura osura izledigi iki belgeselle ""dogallik"" kasiyor. hayattan aldiginiz en buyuk zevk sucuklu tost yemek olabilir, olamaz demiyorum. ama otur bir dusun be. hayatta baska seyler de olabilmeli yani, nasil anlayamiyorsun bunu? bak bunun fakirlikle alakasi da yok. nigde'nin en boktan koyunde bile yasasan cevren bircok doga harikasiyla, tarihle, kulturle dolu. veganliktan nerelere geldik demeyin. yediginiz seyler uzerine 30 saniye dusunun, nerden geliyor bunlar, kim uretiyor, hangi fabrikalardan cikiyor? asil dogaya aykiri olan bu dusunmezlik hali. su entry'yi okuyabiliyorsan 10 dakikada diledigin her bilgiye ulasabilirsin, bunun bir mazereti yok.",0
veganizm,"dogru beslenirseniz vegan beslenmede b12 disinda herhangi bir eksik yoktur. zaten hayvan yeseniz de dogru beslenmezseniz eksik kalan bir sürü sey olur. b12'yi cok cüzi bir fiyat karsiligi takviye edebilirsiniz. eti mercimekle degistirdiginizde tasarruf ettiginizden cok daha cüzi miktarda. vegan beslenme pahali degildir. üsengecseniz, hazir gidalarla beslenirseniz pahalidir. et yerine kuru fasulye, mercimek, nohut yemek nasil daha pahali olabilir? kalsiyumu yogurttan degil de brokoliden, kara lahanadan almak nasil daha pahali olabilir? hayatinda pazara gitmemis insanlar, veganizm hakkinda (daha dogrusu vegan diyet hakkinda) yorum yapiyor. vegan bir diyet günümüzde gelismis ülkelerde önde gelen ölüm sebeplerini geri cevirmekte yardimci olabilir. vegan beslenmenin herhangi bir fizyolojik hastaliga yol actigina dair herhangi bir kanit yoktur. aksine dünyanin önde gelen saglik kuruluslari, vegan beslenmenin her yasta saglikli olabilecegini söylerler. veganlar kalp hastaligina, kansere ve tip 2 diyabete daha az yakalanir, daha düsük kolestrol, daha düsük tansiyon ve diger gruplar arasinda istatistiksel olarak normal bmi'ye sahip olan tek gruptur. gercek deri bu kadar pahaliyken, giyim vs. konusu da cok absürd. elbette vegan pazar olusuyor. insanlarin neye ilgisi varsa o alanda pazar olusur, olusacaktir. veganlar arasinda kapitalizm karsiti durus sergileyenler var, dogru. bunlar benim gözlemledigim kadariyla her seyi boykot ediyor zaten. kimisi de kapitalizmi daha ""insancil"" yöne cevirmeye, daha az aciya, ölüme yol acan pazarlara kaydirmaya calisiyor paralarini. ben kendimi sahsen bu ikinci grupta görüyorum. kapitalizm ile savasmak manasiz. o zaman onun anladigi dilden konusmak gerek. dogaya uygunluk konusu zaten argumentum ad naturam safsatasi. dogaya uygun olmak bir seyin iyi oldugu ve tercih edilmesi gerektigi anlamina gelmez. tuvalet kullanmak da dogal degildir. insanlar aslanlar gibi obligate carnivore degildir. insanlar hepcildir, hatta daha ziyade oportunistik yiyicilerdir. kisacasi bulunduklari cografyalarda ne buldularsa onu yemislerdir hayatta kalmak icin. bu et yemek zorunda olduklari anlamina gelmez aslanlar gibi. sadece et yiyebildikleri anlamina gelir. et yemek zorunda olmadigimizi da vücudumuzda taurin sentezlememizden anlayabilirsiniz. burada hep b12 konusu aciliyor. b12 hayvansal bir vitamin degildir. b12 bakteriler tarafindan üretilir ve bütün hayvanlar gibi bizde de kalin bagirsakta bulunur. b12'nin emilimi ince bagirsakta oldugu icin biz kendi vücudumuzda üretilen b12'den yararlanamiyoruz. eskiden topraktan, filtrelenmemis, aritilmamis sudan saglandigi düsünülüyor. artik tarim ve hayvancilik yüzünden topraktan da yeteri kadar saglanamiyor, suyu zaten aritiyoruz (dogal degil yani), böylesi daha iyi. hayvanlar da topraktan aliyor normalde, ama onlar da artik alamadigi icin hayvan yemlerine b12 takviye ediliyor. sirf b12 icin de hayvana takviye edip hayvani yemeye gerek yok, direkt takviye almak cok kolay ve cok ucuz, üstelik cok daha güvenilir bir yöntem. hayvan yiyenlerde bile b12 eksikligini sikca görüldügünü düsünürsek. hayvan yemeyi biraktiginizda (dolayli yoldan) tükettiginiz bitki miktari da azalir. üstelik bu bitkilerin cogu da yagmur ormanlarini yok edilmesine yol acan soya bitkisi. yani hep vegan yiyecegi sanilan soyayi aslinda hayvan yiyenler daha cok tüketiyor. insan tüketimi icin üretilen soyanin da büyük cogunlugu avrupa'da üretiliyor zaten. kisacasi bitkileri düsünüyorsak da vegan olmak en mantikli secenek. dünyadaki bütün aciyi yok edemeyecegiz diye hicbirini yok etmememeye yemin etmek dünyanin en mantiksiz davranisi. ben insanlarin aci cekmesini engelleyemiyorsam, inadina hayvanlara aci mi cektirecegim? hayvan ürünleri kullanmamak cok kolay (kaldi ki insanin hayatindan bütün hayvan sömürüsünü, ölümünü ve acisini cikartmasi imkansiz, kimse de %100 vegan olunabilecegini iddia etmiyor. elimizden gelen cabayi gösteriyoruz sadece). insan sömürüsünü yok etmek o kadar kolay degil ama elbette herkesin caba göstermesi gerekir. teknolojik ürün demisken, akilli telefonlarda fairphone seceneginiz var. eger telefona ihtiyaciniz varsa tercih edebilirsiniz. internette diger teknolojik ürünler icin de fair seceneklerin siralandigi siteler bulabilirsiniz. cocuk isciler konusundan, kullanilan madenlere kadar bircok alanda degerlendirilip skor cikariliyor. yine daha insancil seceneklere yönelmek mümkün. ben konuya cok hakim degilim ama insan haklari acisindan da veganizmin faydali oldugu sikca dile getiriliyor. dünyadaki aclikla hayvansal beslenme iliskisi ve vegan beslenmenin dünyayi nasil doyurabilecegi: karides sektöründe köle kullanimi: hayvan endüstrisinin küresel isinmaya da büyük bir katkisi oldugunu artik kimse inkar etmiyor. küresel isinmanin sonucu olarak, dünyanin en fakir yerlerinde yasayan insanlar göce zorlaniyorlar mesela. temiz su kaynaklarinin da büyük miktari hayvan endüstrisinde kullaniliyor. mezbaha calisanlari ve suc oranlari konusunda bir inceleme de var: kisacasi vegan olunca insanlar icin de bir seyler yapmis oluyorsunuz. bunun yani sira cocuk iscileri de azaltmak icin bir seyler yapin. ama bu hayvanlara aci cektirmek icin bahaneniz olmasin. siz hayvan yiyince cocuk iscilere hicbir katkiniz olmuyor cünkü.",3
vegan,"büyüme çağındaki ergenler, hamile bayanlar ve yaşlılar. kısacası infant. bu grup için olmazsa olmaz yağ asitleri sadece hayvansal kaynaklarda. bir kadının vegan olarak sağlıklı bir çocuk doğurması mümkün değil. nasıl olcak şimdi?",2
vegan-cevreci-hayvansever-lezbiyen-solcu-feminist,nasıl aynı anda çevreye saygısız kadına saygısız hayvana saygısız olabiliyorsa insanlar bunu da aynı anda olabilirler bunları olduklarında solculuk kaçınılmazdır lezbiyenlik ise cinsel tercihtir olabilir. bence asıl hayvana çevreye kadına saygı duymayan halkların özgürlük ve haklarını çıkarlarından önce düşünmeyenlerle ilgilenin tabi bazı yerleriniz yerse,2
veganizm,"yorumsuz olarak bir anımı anlatacağım, çok sevdiğim bir arkadaşım vegan olduğunu söylemişti, ben de meraktan sordum, nedir ne değildir öğrenmeye çalıştım, sonra da bana mantıksız gelen taraflarını söyledim, yani olay sadece hayvan eti yemek konusu değil, süt ürünleri vs konularında açıklamaları tatmin etmedi, sonra tartışma ilerlediğinde kendisinin de eksik bilgisinin olduğunu paylaştı, bir iki yeri kendim araştırdım, yine de tam mevzuyu anlayamadım. yani; ""canım vegan olmak istiyor"" argümanı ile gelse biri, tamam dersin, sorgulanacak bir şey yoktur ama daha çok argüman ""herkes vegan olmalı, olmak zorunda"" şeklinde geldiği için nedenleri tartışma konusu olabiliyor. neyse, bu arkadaşım bir de bir kaç yorucu rahatsızlık geçirdi, bir yere gidiyoruz mesela buluştuğumuzda, yiyeceği şeyler aşırı sınırlı, yani patates yiyor mekanlarda, tatlıdır, ettir, süttür, yumurtadır hiç bir şey yiyemiyor... ben de bir süre sonra dedim ki, bak sağlığın için sorun olabilir, yemeğine dikkat etmelisin, besinlerini tam al, direncin fazla olsun. vegan beslenince de her şey tam alınıyor merak etme dedi. bu arada kendisine, bazı vegan ailelerin çocuklarının gelişimlerinde (çocuklarını da vegan besledikleri için) sorunlar olduğunu, mahkemelerin çocukları ellerinden aldığını vs söylemiştim, haberi yoktu böyle bi şeyden. genellikle bu tür oluşumlar kendi arasında bilgi akışı sağladığı için dışarıya kendilerini kapatır ve gelen bilgilerin taraflı olduğunu savunur. bu arada bi yerden tanıdık geldi mi :) (bkz: aşı karşıtlığı), (bkz: düz dünya), (bkz: aya gidilmedi) neyse işte, dedim dikkat et bence yemene içmene, bu arada kendisi için de vegan resteronlara gidip vegan yemekler denedim kaç kez, etsiz etleri de beğendim bu arada :) kendisi bir süre daha devam etti, bir gün buluştuğumuzda bana, kendisini tedavi eden ve uzun süredir takibe alan doktorun kendisini aradığını, hal hatır genel durum sorgulaması sonrası vegan beslendiğini yeni öğrendiğini ve kendi ifadesiyle ""ağzına sçtığını"" iletti. yani doktoru kızmış vegan beslendiği için, öyle olmaz, saçmalama acil bırak demiş. tabi ben demiştim tribine girmedim, kendisi de normale döndü biraz beslenme konusunda. bu da böyle bir anımdır.",2
veganizm,"gelecekte hayvanların birbirlerini yemelerini de engelleyecekler mi? diye merak ettiren bir beslenme akımı. ne bileyim hayvan hakları pik yapmış olsun, hayvan öldürmek suç sayılsın. öyle bir dönemde ceylan yiyen aslanı; sinek yiyen kurbağayı ne yapacağız? hapis cezası olabilir aslında.",2
veganizm,"veganları her gün tofu yiyip smoothie içen tipler sananları türkçe kaynak olarak şuraya kendilerinin türkiye derneğine alalım en azından pahalı, burjuva, tofu falan diye sayıklamazsınız.",2
vegan,online yemek siparişi için tam bir silkeleme turnusolu. pilavın çorbanın yanına parantez içinde vegan yazıp ittir ittirebildiğin kadar,2
vegan,veganlıkla ilgili belgeseller listesi: - earthlings (2006) - cowspiracy (2014) (netflix'de de var) - forks over knives (2011) - what the health (2017) (netflix'de var) - food choices (2016) - food ınc. (2008) - lucent (2014) - carnage (2017): - vegan everyday stories (2016) - making the connection (2010 - live and let live (2014) - vegeducated (2011) youtube: - - - - - - - - - edit: eklemeler için caycumali ve terliks'e teşekkürler,3
