Unnamed,"""index""",id,policyareas,cursummary,curtext,title,titlesofficial,titlesshort,sponsorname,sponsorparty,sponsorstate
        identification tools and efforts;
            (4) operate the Blue Campaign's nationwide public awareness 
        effort and any other awareness efforts needed to encourage 
        victim identification and reporting to law enforcement and to 
        prevent human trafficking; and
            (5) coordinate external engagement, including training and 
        events, regarding human trafficking with critical partners, 
        including survivors, nongovernmental organizations, 
        corporations, multilateral entities, law enforcement agencies, 
        and other interested parties.

SEC. 4. SPECIALIZED INITIATIVES.

    (a) Human Trafficking Information Modernization Initiative.--The 
CCHT Director, in conjunction with the Science and Technology 
Directorate Office of Science and Engineering, shall develop a strategy 
and proposal to modify systems and processes throughout the Department 
of Homeland Security that are related to CCHT's mission in order to--
            (1) decrease the response time to access victim 
        protections;
            (2) accelerate lead development;
            (3) advance the identification of human trafficking 
        characteristics and trends;
            (4) fortify the security and protection of sensitive 
        information;
            (5) apply analytics to automate manual processes; and
            (6) provide artificial intelligence and machine learning to 
        increase system capabilities and enhance data availability, 
        reliability, comparability, and verifiability.
    (b) Submission of Plan.--Upon the completion of the strategy and 
proposal under subsection (a), the Secretary of Homeland Security shall 
submit a summary of the strategy and plan for executing the strategy 
to--
            (1) the Committee on Homeland Security and Governmental 
        Affairs of the Senate; and
            (2) the Committee on Homeland Security of the House of 
        Representatives.

SEC. 5. REPORTS.

    (a) Information Sharing To Facilitate Reports and Analysis.--Each 
subagency of the Department of Homeland Security shall share with 
CCHT--
            (1) any information needed by CCHT to develop the strategy 
        and proposal required under section 4(a); and
            (2) any additional data analysis to help CCHT better 
        understand the issues surrounding human trafficking.
    (b) Report to Congress.--Not later than 1 year after the date of 
the enactment of this Act, the CCHT Director shall submit a report to 
Congress that identifies any legislation that is needed to facilitate 
the Department of Homeland Security's mission to end human trafficking.

SEC. 6. TRANSFER OF OTHER FUNCTIONS RELATED TO HUMAN TRAFFICKING.

    (a) Blue Campaign.--The functions and resources of the Blue 
Campaign located within the Office of Partnership and Engagement on the 
day before the date of the enactment of this Act are hereby transferred 
to CCHT.
    (b) Other Transfer.--
            (1) Authorization.--Not later than 180 days after the date 
        of the enactment of this Act, the Secretary of Homeland 
        Security may transfer the functions and resources of any 
        component, directorate, or other office of the Department of 
        Homeland Security related to combating human trafficking to the 
        CCHT.
            (2) Notification.--Not later than 30 days before executing 
        any transfer authorized under paragraph (1), the Secretary of 
        Homeland Security shall notify the Committee on Homeland 
        Security and Governmental Affairs of the Senate and the 
        Committee on Homeland Security of the House of Representatives 
        of such planned transfer.

SEC. 7. AUTHORIZATION OF APPROPRIATIONS.

    In addition to amounts otherwise authorized to be appropriated, 
there is authorized to be appropriated to the Secretary of Homeland 
Security to carry out this Act $14,000,000, which shall remain 
available until expended.
                                 <all>",Countering Human Trafficking Act of 2022,"To establish a Department of Homeland Security Center for Countering Human Trafficking, and for other purposes.",Countering Human Trafficking Act of 2022,"Rep. Katko, John",R,NY
10438,14240,H.R.8699,Health,"Protecting Dogs Subjected to Experiments Act
This bill prohibits the National Institutes of Health from funding biological, medical, or behavioral research that involves testing dogs.","To prohibit the provision of Federal funds to the National Institutes 
   of Health for the purposes of conducting biological, medical, or 
           behavioral research involving the testing of dogs.

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,

SECTION 1. SHORT TITLE.

    This Act may be cited as the ``Protecting Dogs Subjected to 
Experiments Act''.

SEC. 2. PROHIBITION ON USE OF FEDERAL FUNDS BY NATIONAL INSTITUTES OF 
              HEALTH FOR CERTAIN RESEARCH INVOLVING THE TESTING OF 
              DOGS.

    No Federal funds made available to the National Institutes of 
Health may be used for the purposes of conducting biological, medical, 
or behavioral research involving the testing of dogs.
                                 <all>",Protecting Dogs Subjected to Experiments Act,"To prohibit the provision of Federal funds to the National Institutes of Health for the purposes of conducting biological, medical, or behavioral research involving the testing of dogs.",Protecting Dogs Subjected to Experiments Act,"Rep. Steube, W. Gregory",R,FL
10492,12349,H.R.4444,Environmental Protection,"Zero Food Waste Act
This bill directs the Environmental Protection Agency to establish a grant program to study and reduce food waste.","To provide grants to reduce the amount of food waste, and for other 
                               purposes.

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,

SECTION 1. SHORT TITLE.

    This Act may be cited as the ``Zero Food Waste Act''.

SEC. 2. FOOD WASTE REDUCTION GRANTS.

    (a) In General.--
            (1) Establishment.--The Administrator shall establish and 
        carry out a program to award competitive grants as provided in 
        paragraph (3).
            (2) Purpose.--The purpose of the program established under 
        paragraph (1) is to help reduce the amount of food waste by 50 
        percent by 2030, relative to such amount in 2010.
            (3) Grants.--
                    (A) Study on food waste generation and food waste 
                management planning.--Under the program established 
                under paragraph (1), the Administrator may award a 
                grant to an eligible entity, excluding any eligible 
                entity that is a nonprofit organization, to--
                            (i) study--
                                    (I) the generation of food waste in 
                                the State or area in which the eligible 
                                entity is located or otherwise serves; 
                                and
                                    (II) policies and programs that 
                                significantly reduce the amount of food 
                                waste, including policies and programs 
                                to carry out food waste reduction 
                                activities; and
                            (ii) develop a plan under which such 
                        eligible entity will carry out at least one 
                        food waste reduction activity, prioritizing 
                        prevention to the extent practicable.
                    (B) Food waste data and reports.--Under the program 
                established under paragraph (1), the Administrator may 
                award a grant to an eligible entity, excluding any 
                eligible entity that is a nonprofit organization, to--
                            (i) collect data on the amount of food 
                        waste generated in the State or area in which 
                        the eligible entity is located or otherwise 
                        serves; and
                            (ii) publish, on any publicly available 
                        website (which may include the website of a 
                        nongovernmental organization), a monthly or 
                        quarterly report on the data collected under 
                        clause (i).
                    (C) Food waste reduction projects.--Under the 
                program established under paragraph (1), the 
                Administrator may award a grant to an eligible entity 
                to--
                            (i)(I) carry out or otherwise support a 
                        food waste reduction activity;
                            (II) implement a differential pricing 
                        policy on the disposal of food waste to--
                                    (aa) disincentivize disposing of 
                                food waste by incineration or deposit 
                                in a landfill; and
                                    (bb) incentivize carrying out food 
                                waste reduction activities;
                            (III) pay for or provide technical 
                        assistance to carry out a food waste reduction 
                        activity;
                            (IV) implement restrictions on disposing of 
                        food waste by incineration or deposit in a 
                        landfill;
                            (V) implement food waste reduction activity 
                        requirements;
                            (VI) implement demand-stimulating policies 
                        for recycling end-markets; or
                            (VII) carry out any other activity the 
                        Administrator determines will reduce the amount 
                        of food waste in the applicable area; and
                            (ii) collect data and publish reports as 
                        described in subparagraph (B).
    (b) Applications.--
            (1) In general.--To apply for a grant under this section, 
        an eligible entity shall submit to the Administrator an 
        application at such time and in such form as the Administrator 
        may require, which such application shall demonstrate how the 
        eligible entity will use the grant in accordance with 
        subsection (a)(3).
            (2) Nonprofit organizations.--In the case of an application 
        from an eligible entity that is a nonprofit organization, the 
        application shall include--
                    (A) a letter of support for the proposed use of the 
                grant from--
                            (i) the relevant local government, 
                        territorial government, Tribal government, or 
                        State; or
                            (ii) another nonprofit organization that--
                                    (I) has a demonstrated history of 
                                undertaking work in the geographic 
                                region where the proposed use of the 
                                grant is to take place, as determined 
                                by the Administrator; and
                                    (II) would not be involved in the 
                                proposed use of the grant; and
                    (B) any other information the Administrator may 
                require.
            (3) Prioritization.--In awarding grants under this section, 
        the Administrator shall--
                    (A) seek to award grants for use in diverse 
                locations and for diverse uses; and
                    (B) prioritize awarding grants to--
                            (i) any eligible entity, excluding any 
                        eligible entity that is a nonprofit 
                        organization, that--
                                    (I) implements a program to carry 
                                out food waste reduction activities; or
                                    (II) has a demonstrated need, as 
                                determined by the Administrator, for 
                                additional investment in infrastructure 
                                or other resources to be able to 
                                implement a program to carry out food 
                                waste reduction activities; or
                            (ii) an eligible entity that will use such 
                        grant as provided in subsection (a)(3)(C)(i) in 
                        a community of color, low-income community, or 
                        Tribal community that has been 
                        disproportionately affected by adverse human 
                        health or environmental effects.
            (4) Anaerobic digestion projects.--With respect to any 
        grant awarded under subsection (a)(3)(C) to carry out an 
        anaerobic digestion project, the Administrator shall--
                    (A) require that the applicant submit a plan for 
                end-product recycling that, in accordance with 
                guidelines the Administrator shall establish--
                            (i) provides for the use of the material 
                        resulting from the project as a soil amendment; 
                        and
                            (ii) ensures that the use of the material 
                        resulting from the project does not create an 
                        environmental hazard; and
                    (B) require the eligible entity that is carrying 
                out the project--
                            (i) to limit its use of animal waste to not 
                        more than 20% of the total feedstock of the 
                        project; and
                            (ii) to only use source separated organics 
                        as the portion of the total feedstock that is 
                        not animal waste.
    (c) Reporting.--
            (1) Effect of use of grant.--Each eligible entity that 
        receives a grant under this section shall submit to the 
        Administrator a report, at such time and in such form as the 
        Administrator may require, on the results of the use of the 
        grant, which such report shall include any relevant data 
        requested by the Administrator for purposes of tracking the 
        effectiveness of the program established under subsection 
        (a)(1).
            (2) Annual report.--The Administrator shall submit to 
        Congress and make publicly available on the website of the 
        Environmental Protection Agency an annual report describing--
                    (A) the effectiveness of the program established 
                under subsection (a)(1) at reducing the amount of food 
                waste by 50 percent by 2030, relative to such amount in 
                2010, including information on the progress of such 
                reduction; and
                    (B) how the Administrator is promoting learning 
                among grantees and other stakeholders to better achieve 
                results.
    (d) Authorization of Appropriations.--There is authorized to be 
appropriated to carry out this section $650,000,000 for each of fiscal 
years 2022 through 2031, to remain available until expended.
    (e) Definitions.--In this Act:
            (1) Administrator.--The term ``Administrator'' means the 
        Administrator of the Environmental Protection Agency.
            (2) Eligible entity.--The term ``eligible entity'' means--
                    (A) a State, a local government, a territorial 
                government, or a Tribal government;
                    (B) a nonprofit organization; or
                    (C) a partnership of two or more of any of the 
                entities described in subparagraphs (A) and (B).
            (3) Food waste.--The term ``food waste'' means any uneaten 
        food and inedible parts of food.
            (4) Food waste reduction activity.--The term ``food waste 
        reduction activity'' means any method or activity that reduces 
        the amount of food waste disposed of in landfills or 
        incinerated, including through prevention, rescue, upcycling, 
        and recycling.
            (5) Nonprofit organization.--The term ``nonprofit 
        organization'' means an organization that is described in 
        section 501(c)(3) of the Internal Revenue Code of 1986 (26 
        U.S.C. 501(c)(3)) and is exempt from taxation under section 
        501(a) of such Code.
            (6) Prevent.--The term ``prevent'' means to forestall the 
        generation of food waste.
            (7) Recycle.--The term ``recycle'' means to reuse food 
        waste as a feedstock for a non-food product.
            (8) Rescue.--The term ``rescue'' means to redirect surplus 
        food for consumption.
            (9) Source separated organics.--
                    (A) In general.--The term ``source separated 
                organics'' means organic waste that is separated from 
                other waste by the waste generator.
                    (B) Inclusion.--The term ``source separated 
                organics'' includes materials that are certified to 
                meet ASTM standard D6400 or D6868.
                    (C) Exclusion.--The term ``source separated 
                organics'' excludes mixed solid waste.
            (10) Upcycle.--The term ``upcycle'' means to make new food 
        from ingredients that otherwise would become food waste.
                                 <all>",Zero Food Waste Act,"To provide grants to reduce the amount of food waste, and for other purposes.",Zero Food Waste Act,"Rep. Brownley, Julia",D,CA
10548,10487,H.R.4310,Animals,"Minks in Narrowly Kept Spaces are Superspreaders Act or the MINKS are Superspreaders Act
This bill makes it unlawful to import, export, transport, sell, receive, acquire, or purchase American mink (Neovison vison) raised in captivity for fur production, whether dead or alive.","To amend the Lacey Act Amendments of 1981 to prohibit the import, 
     export, transport, sale, receipt, acquirement, or purchase in 
    interstate or foreign commerce of mink, and for other purposes.

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,

SECTION 1. SHORT TITLE.

    This Act may be cited as the ``Minks in Narrowly Kept Spaces are 
Superspreaders Act'' or the ``MINKS are Superspreaders Act''.

SEC. 2. PROHIBITIONS RELATING TO MINK.

    (a) Lacey Act Amendments.--Section 3 of the Lacey Act Amendments of 
1981 (16 U.S.C. 3372) is amended--
            (1) in subsection (a)(2)--
                    (A) in subparagraph (B)(iii), by striking ``or'' at 
                the end;
                    (B) in subparagraph (C), by inserting ``or'' after 
                the semicolon; and
                    (C) by adding at the end the following:
                    ``(D) any American mink (Neovison vison) raised in 
                captivity for fur production, whether dead or alive, or 
                any part, product, or offspring thereof (subject to 
                subsection (e));''; and
            (2) in subsection (e)--
                    (A) in paragraph (1), by striking ``Subsection 
                (a)(2)(C) does'' and inserting ``Subparagraphs (C) and 
                (D) of subsection (a)(2) do''; and
                    (B) by inserting ``or mink described in subsection 
                (a)(2)(D)'' after ``species'' each place it appears.
    (b) Effective Date.--The amendments made by subsection (a) shall 
take effect on the date that is 1 year after the date of the enactment 
of this Act.
                                 <all>",MINKS are Superspreaders Act,"To amend the Lacey Act Amendments of 1981 to prohibit the import, export, transport, sale, receipt, acquirement, or purchase in interstate or foreign commerce of mink, and for other purposes.","MINKS are Superspreaders Act
Minks in Narrowly Kept Spaces are Superspreaders Act","Rep. DeLauro, Rosa L.",D,CT
10674,4411,S.1728,Environmental Protection,"Extinction Prevention Act of 2021
This bill requires the Department of the Interior to provide financial assistance for the conservation of
Among other things, the bill establishes the North America Butterfly Conservation Fund, the Pacific Islands Plant Conservation Fund, the Freshwater Mussel Conservation Fund, and the Southwest Desert Fish Conservation Fund. In selecting projects for assistance, Interior must prioritize projects that conserve threatened and endangered species.","To create dedicated funds to conserve butterflies in North America, 
plants in the Pacific Islands, freshwater mussels in the United States, 
and desert fish in the Southwest United States, and for other purposes.

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,

SECTION 1. SHORT TITLE; TABLE OF CONTENTS.

    (a) Short Title.--This Act may be cited as the ``Extinction 
Prevention Act of 2021''.
    (b) Table of Contents.--The table of contents for this Act is as 
follows:

Sec. 1. Short title; table of contents.
Sec. 2. Definition of Secretary.
     TITLE I--NORTH AMERICA BUTTERFLY CONSERVATION FUND ACT OF 2021

Sec. 101. Short title.
Sec. 102. Purposes.
Sec. 103. Definitions.
Sec. 104. North America butterfly conservation assistance.
Sec. 105. North America Butterfly Conservation Fund.
Sec. 106. Report to Congress.
Sec. 107. Authorization of appropriations.
     TITLE II--PACIFIC ISLANDS PLANT CONSERVATION FUND ACT OF 2021

Sec. 201. Short title.
Sec. 202. Purpose.
Sec. 203. Definitions.
Sec. 204. Pacific Islands plant conservation assistance.
Sec. 205. Pacific Islands Plant Conservation Fund.
Sec. 206. Report to Congress.
Sec. 207. Authorization of appropriations.
       TITLE III--FRESHWATER MUSSEL CONSERVATION FUND ACT OF 2021

Sec. 301. Short title.
Sec. 302. Purpose.
Sec. 303. Definitions.
Sec. 304. Freshwater mussel conservation assistance.
Sec. 305. Freshwater Mussel Conservation Fund.
Sec. 306. Report to Congress.
Sec. 307. Authorization of appropriations.
     TITLE IV--SOUTHWEST DESERT FISH CONSERVATION FUND ACT OF 2021

Sec. 401. Short title.
Sec. 402. Purpose.
Sec. 403. Definitions.
Sec. 404. Southwest desert fish conservation assistance.
Sec. 405. Southwest Desert Fish Conservation Fund.
Sec. 406. Report to Congress.
Sec. 407. Authorization of appropriations.

SEC. 2. DEFINITION OF SECRETARY.

    In this Act, the term ``Secretary'' means the Secretary of the 
Interior.

     TITLE I--NORTH AMERICA BUTTERFLY CONSERVATION FUND ACT OF 2021

SEC. 101. SHORT TITLE.

    This title may be cited as the ``North America Butterfly 
Conservation Fund Act of 2021''.

SEC. 102. PURPOSES.

    The purposes of this title are--
            (1) to perpetuate healthy populations of butterflies in 
        North America;
            (2) to assist in the conservation of threatened and 
        endangered butterflies by supporting conservation initiatives 
        in North America; and
            (3) to provide financial resources and to foster 
        international cooperation for the conservation initiatives 
        described in paragraph (2).

SEC. 103. DEFINITIONS.

    In this title:
            (1) Butterfly.--The term ``butterfly'' means any member of 
        the order Lepidoptera.
            (2) Conservation.--The term ``conservation'' means the use 
        of all methods and procedures necessary to protect the habitats 
        of butterflies in North America and the butterflies in those 
        habitats, including--
                    (A) protection, restoration, and management of the 
                habitats;
                    (B) onsite research and monitoring of--
                            (i) butterfly populations;
                            (ii) butterfly habitats;
                            (iii) annual butterfly reproduction; and
                            (iv) butterfly species population trends;
                    (C) assistance in the development, implementation, 
                and improvement of national and regional management 
                plans;
                    (D) enforcement and implementation of applicable 
                conservation laws; and
                    (E) community outreach and education.
            (3) Fund.--The term ``Fund'' means the North America 
        Butterfly Conservation Fund established by section 105(a).
            (4) North america.--The term ``North America'' means--
                    (A) Antigua and Barbuda;
                    (B) the Bahamas;
                    (C) Barbados;
                    (D) Belize;
                    (E) Canada;
                    (F) Costa Rica;
                    (G) Cuba;
                    (H) Dominica;
                    (I) the Dominican Republic;
                    (J) El Salvador;
                    (K) Grenada;
                    (L) Guatemala;
                    (M) Haiti;
                    (N) Honduras;
                    (O) Jamaica;
                    (P) Mexico;
                    (Q) Nicaragua;
                    (R) Panama;
                    (S) Saint Kitts and Nevis;
                    (T) Saint Lucia;
                    (U) Saint Vincent and the Grenadines;
                    (V) Trinidad and Tobago; and
                    (W) the United States.

SEC. 104. NORTH AMERICA BUTTERFLY CONSERVATION ASSISTANCE.

    (a) Assistance.--
            (1) In general.--Subject to the availability of funds, and 
        in consultation with other Federal officials, the Secretary 
        shall use amounts in the Fund to provide financial assistance 
        for projects for the conservation of butterflies and for which 
        a project proposal is approved by the Secretary under 
        subsection (c).
            (2) Use of existing authorities.--Assistance provided under 
        this section shall be carried out in a manner consistent with 
        authorities available to the Secretary under the Endangered 
        Species Act of 1973 (16 U.S.C. 1531 et seq.).
    (b) Project Proposals.--
            (1) Eligible applicants.--A proposal for a project for the 
        conservation of butterflies may be submitted to the Secretary 
        by--
                    (A) a State that has within its boundaries 
                butterfly habitat;
                    (B) a Tribal agency of an Indian Tribe the Tribal 
                land of which contains butterfly habitat;
                    (C) a relevant State agency, Tribal agency, 
                research institution, nonprofit organization, or 
                wildlife management authority in North America that 
                directly or indirectly affects butterfly conservation, 
                as determined by the Secretary; or
                    (D) any other individual or entity, as determined 
                appropriate by the Secretary, with the demonstrated 
                expertise required for the conservation of butterflies 
                in North America.
            (2) Federal partnership opportunities.--
                    (A) In general.--A Federal agency may be included 
                as a partner or a collaborator on a project that 
                receives funding under this section.
                    (B) Prohibition.--A Federal agency may not--
                            (i) be a lead entity on a project that 
                        receives funding under this section; or
                            (ii) receive funding for a project under 
                        this section.
            (3) Required elements.--A project proposal shall include--
                    (A) a statement of the purposes of the project;
                    (B) the name of the entity or individual with 
                overall responsibility for the project;
                    (C) a description of--
                            (i) the qualifications of the entity or 
                        individuals that will carry out the project;
                            (ii) methods for project implementation and 
                        outcome assessment;
                            (iii) staffing and stakeholder engagement 
                        for the project;
                            (iv) the logistics of the project, 
                        including cost estimates and timelines;
                            (v) anticipated outcomes of the project; 
                        and
                            (vi) mechanisms to encourage adequate local 
                        public participation in project development and 
                        implementation;
                    (D) assurances that the project will be implemented 
                in consultation with relevant wildlife management 
                authorities, Indian Tribes, and other appropriate 
                government officials;
                    (E) evidence of free, informed, and prior consent 
                by indigenous communities in the areas in which the 
                project will be conducted, if the Secretary determines 
                that the consent is required for the success of the 
                project;
                    (F) demonstrated sensitivity to--
                            (i) local historic and cultural resources; 
                        and
                            (ii) compliance with applicable laws;
                    (G) information that demonstrates the potential of 
                the project to contribute to the conservation of 
                butterfly populations in North America;
                    (H) evidence of support for the project by 
                appropriate governmental entities of the countries, 
                Indian Tribes, and indigenous communities in which the 
                project will be conducted, if the Secretary determines 
                that the support is required for the success of the 
                project;
                    (I) information regarding the source and amount of 
                any matching funding available for the project; and
                    (J) such other information as the Secretary may 
                require.
    (c) Project Review and Approval.--
            (1) In general.--The Secretary shall--
                    (A) not later than 30 days after receiving a 
                project proposal, provide a copy of the proposal to 
                other Federal officials, as appropriate; and
                    (B) review each project proposal in a timely manner 
                to determine whether the proposal meets the criteria 
                described in paragraph (3).
            (2) Consultation; approval or disapproval.--Subject to the 
        availability of funds, not later than 180 days after receiving 
        a project proposal, the Secretary, after consulting with other 
        Federal officials, as appropriate, shall--
                    (A) consult with the government of each country in 
                which the project is to be carried out regarding the 
                proposal;
                    (B) after taking into consideration any comments 
                resulting from the consultation under subparagraph (A), 
                approve or disapprove the project proposal; and
                    (C) provide written notification of the approval or 
                disapproval of the project proposal to--
                            (i) the person that submitted the project 
                        proposal;
                            (ii) other appropriate Federal officials; 
                        and
                            (iii) each country described in 
                        subparagraph (A).
            (3) Criteria for approval.--
                    (A) In general.--The Secretary may approve a 
                project proposal under this section if the project will 
                help recover and sustain viable populations of 
                butterflies in the wild by assisting efforts in North 
                America to implement butterfly conservation programs.
                    (B) Priority.--In determining whether to approve a 
                project proposal under this section, the Secretary 
                shall give the highest priority to projects that 
                conserve species listed as threatened species or 
                endangered species under the Endangered Species Act of 
                1973 (16 U.S.C. 1531 et seq.).
                    (C) Preferences.--In determining whether to approve 
                a project proposal under this section, the Secretary, 
                to the maximum extent practicable, shall give 
                preference to--
                            (i) conservation projects that are designed 
                        to ensure effective, long-term conservation of 
                        butterflies and butterfly habitats; and
                            (ii) projects for which matching funds are 
                        available.
                    (D) Waiver.--The Secretary may waive the 
                application of subparagraphs (B) and (C) if the 
                Secretary determines that the waiver is necessary to 
                support a conservation project that the Secretary has 
                identified as being of high priority.
    (d) Project Reporting.--
            (1) In general.--Each person that receives assistance for a 
        project under this section shall submit to the Secretary, at 
        such intervals as the Secretary may require, periodic reports 
        that include all information that the Secretary, after 
        consultation with other Federal Government officials, 
        determines is necessary to evaluate the progress and success of 
        the project for the purposes of ensuring positive results, 
        assessing problems, and fostering improvements.
            (2) Availability to the public.--Each report under 
        paragraph (1) and any other document relating to a project for 
        which financial assistance is provided under this title shall 
        be made available to the public in a timely manner.

SEC. 105. NORTH AMERICA BUTTERFLY CONSERVATION FUND.

    (a) Establishment.--There is established in the Treasury of the 
United States a separate account, to be known as the ``North America 
Butterfly Conservation Fund'', consisting of--
            (1) amounts transferred to the Secretary of the Treasury 
        for deposit into the Fund under subsection (e);
            (2) amounts appropriated to the Fund under section 107; and
            (3) any interest earned on investment of amounts in the 
        Fund under subsection (c).
    (b) Expenditures From Fund.--
            (1) In general.--Subject to paragraph (2), at the request 
        of the Secretary, the Secretary of the Treasury shall transfer 
        from the Fund to the Secretary, without further appropriation, 
        such amounts as the Secretary determines are necessary to carry 
        out section 104.
            (2) Administrative expenses.--To pay the administrative 
        expenses necessary to carry out this title in a fiscal year, 
        the Secretary may expend from the Fund not more than the 
        greater of--
                    (A) 3 percent of the amounts in the Fund that are 
                available for the fiscal year; and
                    (B) $80,000.
    (c) Investment of Amounts.--
            (1) In general.--The Secretary of the Treasury shall invest 
        the portion of the Fund that is not, in the judgment of the 
        Secretary of the Treasury, required to meet current 
        withdrawals.
            (2) Requirement.--Investments under paragraph (1) may be 
        made only in interest-bearing obligations of the United States.
            (3) Acquisition of obligations.--For the purpose of 
        investments under paragraph (1), obligations of the United 
        States may be acquired--
                    (A) on original issue at the issue price; or
                    (B) by purchase of outstanding obligations at 
                market price.
            (4) Sale of obligations.--Any obligation of the United 
        States acquired by the Fund may be sold by the Secretary of the 
        Treasury at market price.
            (5) Credits to fund.--The interest on, and the proceeds 
        from the sale or redemption of, any obligations held in the 
        Fund shall be credited to and form a part of the Fund.
    (d) Transfers of Amounts.--
            (1) In general.--Not less frequently than monthly, the 
        Secretary of the Treasury shall transfer from the general fund 
        of the Treasury to the Fund the amounts required to be 
        transferred to the Fund under this section on the basis of 
        estimates made by the Secretary of the Treasury.
            (2) Adjustments.--In carrying out paragraph (1), the 
        Secretary of the Treasury shall make proper adjustments in 
        amounts transferred to the Fund to the extent that prior 
        estimates were in excess of or less than the amounts required 
        to be transferred under this section.
    (e) Acceptance and Use of Donations.--
            (1) In general.--The Secretary may accept for the 
        Government, and shall transfer to the Secretary of the Treasury 
        for deposit into the Fund, a gift to provide assistance under 
        section 104 of--
                    (A) money;
                    (B) an obligation of the Government included in the 
                public debt made only on the condition that the 
                obligation be canceled and retired and not reissued; or
                    (C) any other intangible personal property made 
                only on the condition that the property is sold on the 
                best terms available and the proceeds are deposited in 
                the Fund.
            (2) Discretion to reject a gift.--The Secretary may reject 
        a gift under this subsection when the rejection is in the 
        interest of the Government, as determined by the Secretary.
            (3) Taxes.--If a gift received under this subsection is 
        subject to a gift or inheritance tax, the Secretary may pay the 
        tax out of the proceeds of the gift or the proceeds of the 
        redemption or sale of the gift.

SEC. 106. REPORT TO CONGRESS.

    (a) In General.--Not later than January 31 of each year, the 
Secretary shall submit to Congress a report regarding the Fund and the 
status of butterflies in North America.
    (b) Requirements.--Each report under subsection (a) shall include, 
for the year covered by the report, a description of--
            (1) the total amounts deposited into and expended from the 
        Fund;
            (2) the costs associated with the administration of the 
        Fund;
            (3) a summary of the projects for which the Secretary has 
        provided assistance under section 104 and an evaluation of 
        those projects; and
            (4) an evaluation of the status of threatened and 
        endangered butterfly populations in North America.

SEC. 107. AUTHORIZATION OF APPROPRIATIONS.

    There is authorized to be appropriated to the Fund $5,000,000 for 
each of fiscal years 2021 through 2026.

     TITLE II--PACIFIC ISLANDS PLANT CONSERVATION FUND ACT OF 2021

SEC. 201. SHORT TITLE.

    This title may be cited as the ``Pacific Islands Plant Conservation 
Fund Act of 2021''.

SEC. 202. PURPOSE.

    The purpose of this title is to assist in the conservation of 
threatened and endangered plant species in the Hawaiian Islands and the 
Pacific Island Territories of the United States by supporting and 
providing financial resources for projects--
            (1) to conserve plant species;
            (2) to conserve the ecosystems of those plant species; and
            (3) to address other threats to the survival of those plant 
        species.

SEC. 203. DEFINITIONS.

    In this title:
            (1) Conservation.--The term ``conservation'' means the use 
        of all methods and procedures necessary to protect plants in 
        the Pacific Islands, including--
                    (A) protection, restoration, and management of 
                ecosystems;
                    (B) onsite research and monitoring of--
                            (i) plant populations;
                            (ii) plant ecosystems;
                            (iii) annual plant reproduction; and
                            (iv) plant population trends;
                    (C) assistance in the development, implementation, 
                and improvement of management plans;
                    (D) enforcement and implementation of applicable 
                conservation laws; and
                    (E) community outreach and education.
            (2) Fund.--The term ``Fund'' means the Pacific Islands 
        Plant Conservation Fund established by section 205(a).
            (3) Pacific islands.--The term ``Pacific Islands'' means--
                    (A) the Hawaiian Islands; and
                    (B) the United States territories of--
                            (i) Guam;
                            (ii) American Samoa; and
                            (iii) the Commonwealth of the Northern 
                        Mariana Islands.

SEC. 204. PACIFIC ISLANDS PLANT CONSERVATION ASSISTANCE.

    (a) Assistance.--
            (1) In general.--Subject to the availability of funds, and 
        in consultation with other Federal officials, the Secretary of 
        the Interior shall provide competitive financial assistance, 
        including multiyear grants, for projects for the conservation 
        of plant species on the Pacific Islands and for which a project 
        proposal is approved by the Secretary under subsection (c).
            (2) Use of existing authorities.--Assistance provided under 
        this section shall be carried out in a manner consistent with 
        authorities available to the Secretary under the Endangered 
        Species Act of 1973 (16 U.S.C. 1531 et seq.).
    (b) Project Proposals.--
            (1) Eligible applicants.--A project proposal may be 
        submitted to the Secretary under this section by--
                    (A) a relevant State, territory, or Tribal agency 
                with the research expertise required for the 
                conservation of plant species on the Pacific Islands; 
                and
                    (B) any other individual or entity, as determined 
                appropriate by the Secretary, with the expertise 
                required for the conservation of plant species on the 
                Pacific Islands.
            (2) Federal partnership opportunities.--
                    (A) In general.--A Federal agency may be included 
                as a partner or a collaborator on a project that 
                receives funding under this section.
                    (B) Prohibition.--A Federal agency may not--
                            (i) be a lead entity on a project that 
                        receives funding under this section; or
                            (ii) receive funding for a project under 
                        this section.
            (3) Required elements.--A project proposal shall include--
                    (A) a statement of the purposes of the project;
                    (B) the name of the entity or individual with 
                overall responsibility for the project;
                    (C) a description of--
                            (i) the qualifications of the entity or 
                        individuals that will carry out the project;
                            (ii) methods for project implementation and 
                        outcome assessment;
                            (iii) staffing and stakeholder engagement 
                        for the project;
                            (iv) the logistics of the project, 
                        including cost estimates and timelines;
