Entity,Code,Year,"Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals"
Japan,JPN,1984,10000
Japan,JPN,1985,10000
Japan,JPN,1986,11000
Japan,JPN,1987,11000
Japan,JPN,1988,17000
Japan,JPN,1989,9000
Japan,JPN,1990,10000
Japan,JPN,1991,5000
Japan,JPN,1992,5000
Japan,JPN,1993,5000
Japan,JPN,1994,5000
Japan,JPN,1995,5000
Japan,JPN,1996,5000
Japan,JPN,1997,5000
Japan,JPN,1998,4000
Japan,JPN,1999,4000
Japan,JPN,2000,4000
Japan,JPN,2001,4000
Japan,JPN,2002,4000
Japan,JPN,2003,5000
Japan,JPN,2004,5000
Japan,JPN,2005,5000
Japan,JPN,2006,5000
Japan,JPN,2007,5000
Japan,JPN,2008,4000
Japan,JPN,2009,4000
Japan,JPN,2010,4000
Japan,JPN,2011,4000
Japan,JPN,2012,4000
Japan,JPN,2013,4000
Japan,JPN,2014,4000
Japan,JPN,2015,4000
Japan,JPN,2016,4000
Japan,JPN,2017,4000
Japan,JPN,2018,4000
Japan,JPN,2019,4000
Japan,JPN,2020,4000
Japan,JPN,2021,3000
Jordan,JOR,1961,15000
Jordan,JOR,1962,26000
Jordan,JOR,1963,23000
Jordan,JOR,1964,29000
Jordan,JOR,1965,33000
Jordan,JOR,1966,36000
Jordan,JOR,1967,23000
Jordan,JOR,1968,18000
Jordan,JOR,1969,27000
Jordan,JOR,1970,23000
Jordan,JOR,1971,25000
Jordan,JOR,1972,19000
Jordan,JOR,1973,20000
Jordan,JOR,1974,17000
Jordan,JOR,1975,17000
Jordan,JOR,1976,20000
Jordan,JOR,1977,26000
Jordan,JOR,1978,29000
Jordan,JOR,1979,29000
Jordan,JOR,1980,5000
Jordan,JOR,1981,6000
Jordan,JOR,1982,4000
Jordan,JOR,1983,4000
Jordan,JOR,1984,4000
Jordan,JOR,1985,4000
Jordan,JOR,1986,4000
Jordan,JOR,1987,4000
Jordan,JOR,1988,6000
Jordan,JOR,1989,6000
Jordan,JOR,1990,8000
Jordan,JOR,1991,10000
Jordan,JOR,1992,20000
Jordan,JOR,1993,20000
Jordan,JOR,1994,20000
Jordan,JOR,1995,20000
Jordan,JOR,1996,20000
Jordan,JOR,1997,20000
Jordan,JOR,1998,20000
Jordan,JOR,1999,20000
Jordan,JOR,2000,130000
Jordan,JOR,2001,86000
Jordan,JOR,2002,117000
Jordan,JOR,2003,57000
Jordan,JOR,2004,330000
Jordan,JOR,2005,108000
Jordan,JOR,2006,382000
Jordan,JOR,2007,3000
Jordan,JOR,2008,12000
Jordan,JOR,2009,12000
Jordan,JOR,2010,31000
Jordan,JOR,2011,33000
Jordan,JOR,2012,35000
Jordan,JOR,2013,36000
Jordan,JOR,2014,36000
Jordan,JOR,2015,70000
Jordan,JOR,2016,53000
Jordan,JOR,2017,53000
Jordan,JOR,2018,60000
Jordan,JOR,2019,68000
Jordan,JOR,2020,69000
Jordan,JOR,2021,74000
Kazakhstan,KAZ,2018,0
Kazakhstan,KAZ,2019,4090000
Kazakhstan,KAZ,2020,3710000
Kazakhstan,KAZ,2021,4350000
Land Locked Developing Countries (FAO),,1961,117000
Land Locked Developing Countries (FAO),,1962,144000
Land Locked Developing Countries (FAO),,1963,154000
Land Locked Developing Countries (FAO),,1964,157000
Land Locked Developing Countries (FAO),,1965,161000
Land Locked Developing Countries (FAO),,1966,163000
Land Locked Developing Countries (FAO),,1967,177000
Land Locked Developing Countries (FAO),,1968,169000
Land Locked Developing Countries (FAO),,1969,163000
Land Locked Developing Countries (FAO),,1970,160000
Land Locked Developing Countries (FAO),,1971,157000
Land Locked Developing Countries (FAO),,1972,166000
Land Locked Developing Countries (FAO),,1973,170000
Land Locked Developing Countries (FAO),,1974,176000
Land Locked Developing Countries (FAO),,1975,187000
Land Locked Developing Countries (FAO),,1976,180000
Land Locked Developing Countries (FAO),,1977,178000
Land Locked Developing Countries (FAO),,1978,183000
Land Locked Developing Countries (FAO),,1979,185000
Land Locked Developing Countries (FAO),,1980,195000
Land Locked Developing Countries (FAO),,1981,203000
Land Locked Developing Countries (FAO),,1982,209000
Land Locked Developing Countries (FAO),,1983,218000
Land Locked Developing Countries (FAO),,1984,218000
Land Locked Developing Countries (FAO),,1985,218000
Land Locked Developing Countries (FAO),,1986,229000
Land Locked Developing Countries (FAO),,1987,235000
Land Locked Developing Countries (FAO),,1988,248000
Land Locked Developing Countries (FAO),,1989,254000
Land Locked Developing Countries (FAO),,1990,259000
Land Locked Developing Countries (FAO),,1991,137000
Land Locked Developing Countries (FAO),,1992,170000
Land Locked Developing Countries (FAO),,1993,201000
Land Locked Developing Countries (FAO),,1994,219000
Land Locked Developing Countries (FAO),,1995,215000
Land Locked Developing Countries (FAO),,1996,298000
Land Locked Developing Countries (FAO),,1997,216000
Land Locked Developing Countries (FAO),,1998,221000
Land Locked Developing Countries (FAO),,1999,288000
Land Locked Developing Countries (FAO),,2000,235000
Land Locked Developing Countries (FAO),,2001,280000
Land Locked Developing Countries (FAO),,2002,284000
Land Locked Developing Countries (FAO),,2003,215000
Land Locked Developing Countries (FAO),,2004,213000
Land Locked Developing Countries (FAO),,2005,219000
Land Locked Developing Countries (FAO),,2006,241000
Land Locked Developing Countries (FAO),,2007,253000
Land Locked Developing Countries (FAO),,2008,240000
Land Locked Developing Countries (FAO),,2009,235000
Land Locked Developing Countries (FAO),,2010,249000
Land Locked Developing Countries (FAO),,2011,260000
Land Locked Developing Countries (FAO),,2012,265000
Land Locked Developing Countries (FAO),,2013,274000
Land Locked Developing Countries (FAO),,2014,286000
Land Locked Developing Countries (FAO),,2015,298000
Land Locked Developing Countries (FAO),,2016,297000
Land Locked Developing Countries (FAO),,2017,297000
Land Locked Developing Countries (FAO),,2018,300000
Land Locked Developing Countries (FAO),,2019,4386000
Land Locked Developing Countries (FAO),,2020,4004000
Land Locked Developing Countries (FAO),,2021,4643000
Latvia,LVA,2018,2000
Latvia,LVA,2021,2000
Least Developed Countries (FAO),,1961,699000
Least Developed Countries (FAO),,1962,770000
Least Developed Countries (FAO),,1963,841000
Least Developed Countries (FAO),,1964,912000
Least Developed Countries (FAO),,1965,986000
Least Developed Countries (FAO),,1966,1056000
Least Developed Countries (FAO),,1967,1127000
Least Developed Countries (FAO),,1968,1268000
Least Developed Countries (FAO),,1969,1409000
Least Developed Countries (FAO),,1970,1549000
Least Developed Countries (FAO),,1971,1690000
Least Developed Countries (FAO),,1972,1831000
Least Developed Countries (FAO),,1973,1973000
Least Developed Countries (FAO),,1974,1693000
Least Developed Countries (FAO),,1975,1834000
Least Developed Countries (FAO),,1976,1696000
Least Developed Countries (FAO),,1977,1695000
Least Developed Countries (FAO),,1978,2046000
Least Developed Countries (FAO),,1979,2117000
Least Developed Countries (FAO),,1980,1698000
Least Developed Countries (FAO),,1981,1840000
Least Developed Countries (FAO),,1982,1701000
Least Developed Countries (FAO),,1983,1562000
Least Developed Countries (FAO),,1984,1562000
Least Developed Countries (FAO),,1985,1983000
Least Developed Countries (FAO),,1986,2123000
Least Developed Countries (FAO),,1987,1717000
Least Developed Countries (FAO),,1988,1997000
Least Developed Countries (FAO),,1989,1856000
Least Developed Countries (FAO),,1990,2145000
Least Developed Countries (FAO),,1991,2170000
Least Developed Countries (FAO),,1992,2149000
Least Developed Countries (FAO),,1993,2146000
Least Developed Countries (FAO),,1994,2284000
Least Developed Countries (FAO),,1995,2352000
Least Developed Countries (FAO),,1996,2422000
Least Developed Countries (FAO),,1997,2561000
Least Developed Countries (FAO),,1998,2701000
Least Developed Countries (FAO),,1999,2842000
Least Developed Countries (FAO),,2000,2972000
Least Developed Countries (FAO),,2001,2839000
Least Developed Countries (FAO),,2002,2976000
Least Developed Countries (FAO),,2003,2981000
Least Developed Countries (FAO),,2004,2979000
Least Developed Countries (FAO),,2005,2979000
Least Developed Countries (FAO),,2006,2979000
Least Developed Countries (FAO),,2007,2981000
Least Developed Countries (FAO),,2008,3127000
Least Developed Countries (FAO),,2009,3192000
Least Developed Countries (FAO),,2010,3251000
Least Developed Countries (FAO),,2011,3321000
Least Developed Countries (FAO),,2012,3321000
Least Developed Countries (FAO),,2013,3251000
Least Developed Countries (FAO),,2014,3322000
Least Developed Countries (FAO),,2015,3372000
Least Developed Countries (FAO),,2016,3421000
Least Developed Countries (FAO),,2017,3464000
Least Developed Countries (FAO),,2018,3487000
Least Developed Countries (FAO),,2019,3493000
Least Developed Countries (FAO),,2020,3476000
Least Developed Countries (FAO),,2021,3499000
Lithuania,LTU,1992,307000
Lithuania,LTU,1993,155000
Lithuania,LTU,1994,182000
Lithuania,LTU,1995,164000
Lithuania,LTU,1996,162000
Lithuania,LTU,1997,91000
Lithuania,LTU,1998,125000
Lithuania,LTU,1999,110000
Lithuania,LTU,2000,130000
Lithuania,LTU,2001,99000
Lithuania,LTU,2002,134000
Lithuania,LTU,2003,148000
Lithuania,LTU,2004,350000
Lithuania,LTU,2005,350000
Lithuania,LTU,2006,380000
Lithuania,LTU,2007,450000
Lithuania,LTU,2008,438000
Lithuania,LTU,2009,430000
Lithuania,LTU,2010,457000
Lithuania,LTU,2011,524000
Lithuania,LTU,2012,530000
Lithuania,LTU,2013,543000
Lithuania,LTU,2014,568000
Lithuania,LTU,2015,497000
Lithuania,LTU,2016,594000
Lithuania,LTU,2017,668000
Lithuania,LTU,2018,529000
Lithuania,LTU,2019,356000
Lithuania,LTU,2021,228000
Low Income Food Deficit Countries (FAO),,1961,880000
Low Income Food Deficit Countries (FAO),,1962,951000
Low Income Food Deficit Countries (FAO),,1963,1032000
Low Income Food Deficit Countries (FAO),,1964,1123000
Low Income Food Deficit Countries (FAO),,1965,1185000
Low Income Food Deficit Countries (FAO),,1966,1276000
Low Income Food Deficit Countries (FAO),,1967,1368000
Low Income Food Deficit Countries (FAO),,1968,1489000
Low Income Food Deficit Countries (FAO),,1969,1631000
Low Income Food Deficit Countries (FAO),,1970,1781000
Low Income Food Deficit Countries (FAO),,1971,1921000
Low Income Food Deficit Countries (FAO),,1972,2041000
Low Income Food Deficit Countries (FAO),,1973,2192000
Low Income Food Deficit Countries (FAO),,1974,1961000
Low Income Food Deficit Countries (FAO),,1975,2146000
Low Income Food Deficit Countries (FAO),,1976,2000000
Low Income Food Deficit Countries (FAO),,1977,1996000
Low Income Food Deficit Countries (FAO),,1978,2349000
Low Income Food Deficit Countries (FAO),,1979,2410000
Low Income Food Deficit Countries (FAO),,1980,1982000
Low Income Food Deficit Countries (FAO),,1981,2123000
Low Income Food Deficit Countries (FAO),,1982,1984000
Low Income Food Deficit Countries (FAO),,1983,1816000
Low Income Food Deficit Countries (FAO),,1984,1786000
Low Income Food Deficit Countries (FAO),,1985,2176000
Low Income Food Deficit Countries (FAO),,1986,2304000
Low Income Food Deficit Countries (FAO),,1987,1900000
Low Income Food Deficit Countries (FAO),,1988,2182000
Low Income Food Deficit Countries (FAO),,1989,2076000
Low Income Food Deficit Countries (FAO),,1990,2365000
Low Income Food Deficit Countries (FAO),,1991,2383000
Low Income Food Deficit Countries (FAO),,1992,2358000
Low Income Food Deficit Countries (FAO),,1993,2360000
Low Income Food Deficit Countries (FAO),,1994,2550000
Low Income Food Deficit Countries (FAO),,1995,2618000
Low Income Food Deficit Countries (FAO),,1996,2666000
Low Income Food Deficit Countries (FAO),,1997,2786000
Low Income Food Deficit Countries (FAO),,1998,2908000
Low Income Food Deficit Countries (FAO),,1999,3050000
Low Income Food Deficit Countries (FAO),,2000,3171000
Low Income Food Deficit Countries (FAO),,2001,3029000
Low Income Food Deficit Countries (FAO),,2002,3166000
Low Income Food Deficit Countries (FAO),,2003,3173000
Low Income Food Deficit Countries (FAO),,2004,3171000
Low Income Food Deficit Countries (FAO),,2005,3152000
Low Income Food Deficit Countries (FAO),,2006,3153000
Low Income Food Deficit Countries (FAO),,2007,3165000
Low Income Food Deficit Countries (FAO),,2008,3352000
Low Income Food Deficit Countries (FAO),,2009,3366000
Low Income Food Deficit Countries (FAO),,2010,3322000
Low Income Food Deficit Countries (FAO),,2011,3384000
Low Income Food Deficit Countries (FAO),,2012,3384000
Low Income Food Deficit Countries (FAO),,2013,3314000
Low Income Food Deficit Countries (FAO),,2014,3385000
Low Income Food Deficit Countries (FAO),,2015,3431000
Low Income Food Deficit Countries (FAO),,2016,3483000
Low Income Food Deficit Countries (FAO),,2017,3521000
Low Income Food Deficit Countries (FAO),,2018,3545000
Low Income Food Deficit Countries (FAO),,2019,3549000
Low Income Food Deficit Countries (FAO),,2020,3532000
Low Income Food Deficit Countries (FAO),,2021,3554000
Low-income countries,,1961,730000
Low-income countries,,1962,800000
Low-income countries,,1963,880000
Low-income countries,,1964,970000
Low-income countries,,1965,1030000
Low-income countries,,1966,1120000
Low-income countries,,1967,1210000
Low-income countries,,1968,1330000
Low-income countries,,1969,1470000
Low-income countries,,1970,1620000
Low-income countries,,1971,1760000
Low-income countries,,1972,1880000
Low-income countries,,1973,2030000
Low-income countries,,1974,1800000
Low-income countries,,1975,1980000
Low-income countries,,1976,1840000
Low-income countries,,1977,1840000
Low-income countries,,1978,2190000
Low-income countries,,1979,2250000
Low-income countries,,1980,1820000
Low-income countries,,1981,1960000
Low-income countries,,1982,1820000
Low-income countries,,1983,1650000
Low-income countries,,1984,1620000
Low-income countries,,1985,2010000
Low-income countries,,1986,2140000
Low-income countries,,1987,1720000
Low-income countries,,1988,2000000
Low-income countries,,1989,1890000
Low-income countries,,1990,2170000
Low-income countries,,1991,2186000
Low-income countries,,1992,2184000
Low-income countries,,1993,2183000
Low-income countries,,1994,2371000
Low-income countries,,1995,2439000
Low-income countries,,1996,2489000
Low-income countries,,1997,2607000
Low-income countries,,1998,2727000
Low-income countries,,1999,2868000
Low-income countries,,2000,2988000
Low-income countries,,2001,2840000
Low-income countries,,2002,2977000
Low-income countries,,2003,2977000
Low-income countries,,2004,2970000
Low-income countries,,2005,2950000
Low-income countries,,2006,2950000
Low-income countries,,2007,2962000
Low-income countries,,2008,3148000
Low-income countries,,2009,3162000
Low-income countries,,2010,3117000
Low-income countries,,2011,3179000
Low-income countries,,2012,3179000
Low-income countries,,2013,3109000
Low-income countries,,2014,3179000
Low-income countries,,2015,3224000
Low-income countries,,2016,3276000
Low-income countries,,2017,3314000
Low-income countries,,2018,3337000
Low-income countries,,2019,3341000
Low-income countries,,2020,3322000
Low-income countries,,2021,3345000
Lower-middle-income countries,,1961,1217000
Lower-middle-income countries,,1962,1283000
Lower-middle-income countries,,1963,1320000
Lower-middle-income countries,,1964,1331000
Lower-middle-income countries,,1965,1353000
Lower-middle-income countries,,1966,1390000
Lower-middle-income countries,,1967,1416000
Lower-middle-income countries,,1968,1446000
Lower-middle-income countries,,1969,1467000
Lower-middle-income countries,,1970,1507000
Lower-middle-income countries,,1971,1522000
Lower-middle-income countries,,1972,1552000
Lower-middle-income countries,,1973,1581000
Lower-middle-income countries,,1974,1615000
Lower-middle-income countries,,1975,1637000
Lower-middle-income countries,,1976,1680000
Lower-middle-income countries,,1977,1722000
Lower-middle-income countries,,1978,1756000
Lower-middle-income countries,,1979,1799000
Lower-middle-income countries,,1980,1846000
Lower-middle-income countries,,1981,1869000
Lower-middle-income countries,,1982,1985000
Lower-middle-income countries,,1983,2184000
Lower-middle-income countries,,1984,2506000
Lower-middle-income countries,,1985,2846000
Lower-middle-income countries,,1986,3134000
Lower-middle-income countries,,1987,3477000
Lower-middle-income countries,,1988,3651000
Lower-middle-income countries,,1989,4357000
Lower-middle-income countries,,1990,7833000
Lower-middle-income countries,,1991,4421000
Lower-middle-income countries,,1992,8925000
Lower-middle-income countries,,1993,9430000
Lower-middle-income countries,,1994,10206000
Lower-middle-income countries,,1995,9280000
Lower-middle-income countries,,1996,9656000
Lower-middle-income countries,,1997,10330000
Lower-middle-income countries,,1998,10082000
Lower-middle-income countries,,1999,10535000
Lower-middle-income countries,,2000,12313000
Lower-middle-income countries,,2001,12995000
Lower-middle-income countries,,2002,13775000
Lower-middle-income countries,,2003,14356000
Lower-middle-income countries,,2004,15300000
Lower-middle-income countries,,2005,19680000
Lower-middle-income countries,,2006,16816000
Lower-middle-income countries,,2007,21141000
Lower-middle-income countries,,2008,23077000
Lower-middle-income countries,,2009,24518000
Lower-middle-income countries,,2010,26694000
Lower-middle-income countries,,2011,27772000
Lower-middle-income countries,,2012,31096000
Lower-middle-income countries,,2013,32474000
Lower-middle-income countries,,2014,34473000
Lower-middle-income countries,,2015,35606000
Lower-middle-income countries,,2016,38399000
Lower-middle-income countries,,2017,40931000
Lower-middle-income countries,,2018,42250000
Lower-middle-income countries,,2019,41523000
Lower-middle-income countries,,2020,43576000
Lower-middle-income countries,,2021,44838000
Luxembourg,LUX,2018,0
Luxembourg,LUX,2019,0
Luxembourg,LUX,2020,0
Luxembourg,LUX,2021,0
Madagascar,MDG,1961,560000
Madagascar,MDG,1962,630000
Madagascar,MDG,1963,700000
Madagascar,MDG,1964,770000
Madagascar,MDG,1965,840000
Madagascar,MDG,1966,910000
Madagascar,MDG,1967,980000
Madagascar,MDG,1968,1120000
Madagascar,MDG,1969,1260000
Madagascar,MDG,1970,1400000
Madagascar,MDG,1971,1540000
Madagascar,MDG,1972,1680000
Madagascar,MDG,1973,1820000
Madagascar,MDG,1974,1540000
Madagascar,MDG,1975,1680000
Madagascar,MDG,1976,1540000
Madagascar,MDG,1977,1540000
Madagascar,MDG,1978,1890000
Madagascar,MDG,1979,1960000
Madagascar,MDG,1980,1540000
Madagascar,MDG,1981,1680000
Madagascar,MDG,1982,1540000
Madagascar,MDG,1983,1400000
Madagascar,MDG,1984,1400000
Madagascar,MDG,1985,1820000
Madagascar,MDG,1986,1960000
Madagascar,MDG,1987,1540000
Madagascar,MDG,1988,1820000
Madagascar,MDG,1989,1680000
Madagascar,MDG,1990,1960000
Madagascar,MDG,1991,1960000
Madagascar,MDG,1992,1960000
Madagascar,MDG,1993,1960000
Madagascar,MDG,1994,2100000
Madagascar,MDG,1995,2170000
Madagascar,MDG,1996,2240000
Madagascar,MDG,1997,2380000
Madagascar,MDG,1998,2520000
Madagascar,MDG,1999,2660000
Madagascar,MDG,2000,2800000
Madagascar,MDG,2001,2660000
Madagascar,MDG,2002,2800000
Madagascar,MDG,2003,2800000
Madagascar,MDG,2004,2800000
Madagascar,MDG,2005,2800000
Madagascar,MDG,2006,2800000
Madagascar,MDG,2007,2800000
Madagascar,MDG,2008,2940000
Madagascar,MDG,2009,3010000
Madagascar,MDG,2010,3070000
Madagascar,MDG,2011,3140000
Madagascar,MDG,2012,3140000
Madagascar,MDG,2013,3070000
Madagascar,MDG,2014,3141000
Madagascar,MDG,2015,3191000
Madagascar,MDG,2016,3239000
Madagascar,MDG,2017,3283000
Madagascar,MDG,2018,3305000
Madagascar,MDG,2019,3312000
Madagascar,MDG,2020,3294000
Madagascar,MDG,2021,3318000
Malta,MLT,1961,0
Malta,MLT,1962,0
Malta,MLT,1963,0
Malta,MLT,1964,0
Malta,MLT,1965,0
Malta,MLT,1966,4000
Malta,MLT,1967,5000
Malta,MLT,1968,7000
Malta,MLT,1969,3000
Malta,MLT,1970,7000
Malta,MLT,1971,3000
Malta,MLT,1972,6000
Malta,MLT,1973,9000
Malta,MLT,1974,7000
Malta,MLT,1975,12000
Malta,MLT,1976,12000
Malta,MLT,1977,11000
Malta,MLT,1978,12000
Malta,MLT,1979,25000
Malta,MLT,1980,16000
Malta,MLT,1981,16000
Malta,MLT,1982,18000
Malta,MLT,1983,20000
Malta,MLT,1984,20000
Malta,MLT,1985,20000
Malta,MLT,1986,20000
Malta,MLT,1987,21000
Malta,MLT,1988,21000
Malta,MLT,1989,21000
Malta,MLT,1990,21000
Malta,MLT,1991,20000
Malta,MLT,1992,17000
Malta,MLT,1993,17000
Malta,MLT,1994,17000
Malta,MLT,1995,18000
Malta,MLT,1996,40000
Malta,MLT,1997,70000
Malta,MLT,1998,38000
Malta,MLT,1999,35000
Malta,MLT,2000,35000
Malta,MLT,2001,35000
Malta,MLT,2002,70000
Malta,MLT,2003,25000
Malta,MLT,2004,35000
Malta,MLT,2005,35000
Malta,MLT,2006,40000
Malta,MLT,2007,35000
Malta,MLT,2008,40000
Malta,MLT,2009,40000
Malta,MLT,2010,40000
Malta,MLT,2011,40000
Malta,MLT,2012,42000
Malta,MLT,2013,47000
Malta,MLT,2014,35000
Malta,MLT,2015,34000
Malta,MLT,2016,33000
Malta,MLT,2017,0
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Malta,MLT,2021,0
Mauritius,MUS,1961,1000
Mauritius,MUS,1962,1000
Mauritius,MUS,1963,1000
Mauritius,MUS,1964,1000
Mauritius,MUS,1965,1000
Mauritius,MUS,1966,1000
Mauritius,MUS,1967,1000
Mauritius,MUS,1968,1000
Mauritius,MUS,1969,1000
Mauritius,MUS,1970,1000
Mauritius,MUS,1971,1000
Mauritius,MUS,1972,1000
Mauritius,MUS,1973,1000
Mauritius,MUS,1974,1000
Mauritius,MUS,1975,1000
Mauritius,MUS,1976,1000
Mauritius,MUS,1977,1000
Mauritius,MUS,1978,1000
Mauritius,MUS,1979,1000
Mauritius,MUS,1980,1000
Mauritius,MUS,1981,1000
Mauritius,MUS,1982,1000
Mauritius,MUS,1983,1000
Mauritius,MUS,1984,1000
Mauritius,MUS,1985,1000
Mauritius,MUS,1986,1000
Mauritius,MUS,1987,1000
Mauritius,MUS,1988,1000
Mauritius,MUS,1989,1000
Mauritius,MUS,1990,1000
Mauritius,MUS,1991,1000
Mauritius,MUS,1992,1000
Mauritius,MUS,1993,1000
Mauritius,MUS,1994,1000
Mauritius,MUS,1995,1000
Mauritius,MUS,1996,1000
Mauritius,MUS,1997,1000
Mauritius,MUS,1998,1000
Mauritius,MUS,1999,1000
Mauritius,MUS,2000,1000
Mauritius,MUS,2001,1000
Mauritius,MUS,2002,1000
Mauritius,MUS,2003,1000
Mauritius,MUS,2004,1000
Mauritius,MUS,2005,1000
Mauritius,MUS,2006,1000
Mauritius,MUS,2007,1000
Mauritius,MUS,2008,1000
Mauritius,MUS,2009,1000
Mauritius,MUS,2010,1000
Mauritius,MUS,2011,1000
Mauritius,MUS,2012,1000
Mauritius,MUS,2013,1000
Mauritius,MUS,2014,1000
Mauritius,MUS,2015,1000
Mauritius,MUS,2016,1000
Mauritius,MUS,2017,1000
Mauritius,MUS,2018,1000
Mauritius,MUS,2019,1000
Mauritius,MUS,2020,1000
Mauritius,MUS,2021,1000
Melanesia,OWID_MNS,1961,2000
Melanesia,OWID_MNS,1962,2000
Melanesia,OWID_MNS,1963,3000
Melanesia,OWID_MNS,1964,4000
Melanesia,OWID_MNS,1965,5000
Melanesia,OWID_MNS,1966,6000
Melanesia,OWID_MNS,1967,9000
Melanesia,OWID_MNS,1968,12000
Melanesia,OWID_MNS,1969,14000
Melanesia,OWID_MNS,1970,16000
Melanesia,OWID_MNS,1971,17000
Melanesia,OWID_MNS,1972,18000
Melanesia,OWID_MNS,1973,20000
Melanesia,OWID_MNS,1974,22000
Melanesia,OWID_MNS,1975,23000
Melanesia,OWID_MNS,1976,24000
Melanesia,OWID_MNS,1977,26000
Melanesia,OWID_MNS,1978,27000
Melanesia,OWID_MNS,1979,28000
Melanesia,OWID_MNS,1980,35000
Melanesia,OWID_MNS,1981,33000
Melanesia,OWID_MNS,1982,34000
Melanesia,OWID_MNS,1983,34000
Melanesia,OWID_MNS,1984,36000
Melanesia,OWID_MNS,1985,40000
Melanesia,OWID_MNS,1986,41000
Melanesia,OWID_MNS,1987,42000
Melanesia,OWID_MNS,1988,44000
Melanesia,OWID_MNS,1989,44000
Melanesia,OWID_MNS,1990,49000
Melanesia,OWID_MNS,1991,51000
Melanesia,OWID_MNS,1992,49000
Melanesia,OWID_MNS,1993,51000
Melanesia,OWID_MNS,1994,53000
Melanesia,OWID_MNS,1995,55000
Melanesia,OWID_MNS,1996,56000
Melanesia,OWID_MNS,1997,56000
Melanesia,OWID_MNS,1998,60000
Melanesia,OWID_MNS,1999,61000
Melanesia,OWID_MNS,2000,65000
Melanesia,OWID_MNS,2001,66000
Melanesia,OWID_MNS,2002,67000
Melanesia,OWID_MNS,2003,67000
Melanesia,OWID_MNS,2004,68000
Melanesia,OWID_MNS,2005,71000
Melanesia,OWID_MNS,2006,71000
Melanesia,OWID_MNS,2007,76000
Melanesia,OWID_MNS,2008,77000
Melanesia,OWID_MNS,2009,77000
Melanesia,OWID_MNS,2010,81000
Melanesia,OWID_MNS,2011,82000
Melanesia,OWID_MNS,2012,83000
Melanesia,OWID_MNS,2013,82000
Melanesia,OWID_MNS,2014,81000
Melanesia,OWID_MNS,2015,81000
Melanesia,OWID_MNS,2016,83000
Melanesia,OWID_MNS,2017,85000
Melanesia,OWID_MNS,2018,84000
Melanesia,OWID_MNS,2019,85000
Melanesia,OWID_MNS,2020,87000
Melanesia,OWID_MNS,2021,88000
Mexico,MEX,1961,4200000
Mexico,MEX,1962,4300000
Mexico,MEX,1963,4400000
Mexico,MEX,1964,4500000
Mexico,MEX,1965,4600000
Mexico,MEX,1966,4700000
Mexico,MEX,1967,4800000
Mexico,MEX,1968,4800000
Mexico,MEX,1969,5000000
Mexico,MEX,1970,5500000
Mexico,MEX,1971,5800000
Mexico,MEX,1972,6000000
Mexico,MEX,1973,7000000
Mexico,MEX,1974,8333000
Mexico,MEX,1975,9333000
Mexico,MEX,1976,10000000
Mexico,MEX,1977,10000000
Mexico,MEX,1978,10264000
Mexico,MEX,1979,10264000
Mexico,MEX,1980,10270000
Mexico,MEX,1981,10400000
Mexico,MEX,1982,11000000
Mexico,MEX,1983,11300000
Mexico,MEX,1984,11765000
Mexico,MEX,1985,12296000
Mexico,MEX,1986,10255000
Mexico,MEX,1987,8822000
Mexico,MEX,1988,8939000
Mexico,MEX,1989,6963000
Mexico,MEX,1990,7453000
Mexico,MEX,1991,6233000
Mexico,MEX,1992,3940000
Mexico,MEX,1993,3640000
Mexico,MEX,1994,2800000
Mexico,MEX,1995,3300000
Mexico,MEX,1996,3350000
Mexico,MEX,1997,4300000
Mexico,MEX,1998,3760000
Mexico,MEX,1999,3736000
Mexico,MEX,2000,3893000
Mexico,MEX,2001,3980000
Mexico,MEX,2002,4409000
Mexico,MEX,2003,4354000
Mexico,MEX,2004,3905000
Mexico,MEX,2005,3873000
Mexico,MEX,2006,3584000
Mexico,MEX,2007,3549000
Mexico,MEX,2008,3873000
Mexico,MEX,2009,3468000
Mexico,MEX,2010,3467000
Mexico,MEX,2011,3494000
Mexico,MEX,2012,3568000
Mexico,MEX,2013,3044000
Mexico,MEX,2014,3330000
Mexico,MEX,2015,3287000
Mexico,MEX,2016,2907000
Mexico,MEX,2017,2779000
Mexico,MEX,2018,2880000
Mexico,MEX,2019,2930000
Mexico,MEX,2020,2910000
Mexico,MEX,2021,3170000
Middle Africa (FAO),,1961,1000
Middle Africa (FAO),,1962,1000
Middle Africa (FAO),,1963,1000
Middle Africa (FAO),,1964,1000
Middle Africa (FAO),,1965,2000
Middle Africa (FAO),,1966,2000
Middle Africa (FAO),,1967,2000
Middle Africa (FAO),,1968,2000
Middle Africa (FAO),,1969,2000
Middle Africa (FAO),,1970,2000
Middle Africa (FAO),,1971,2000
Middle Africa (FAO),,1972,2000
Middle Africa (FAO),,1973,2000
Middle Africa (FAO),,1974,2000
Middle Africa (FAO),,1975,2000
Middle Africa (FAO),,1976,3000
Middle Africa (FAO),,1977,2000
Middle Africa (FAO),,1978,2000
Middle Africa (FAO),,1979,2000
Middle Africa (FAO),,1980,2000
Middle Africa (FAO),,1981,2000
Middle Africa (FAO),,1982,2000
Middle Africa (FAO),,1983,2000
Middle Africa (FAO),,1984,2000
Middle Africa (FAO),,1985,2000
Middle Africa (FAO),,1986,2000
Middle Africa (FAO),,1987,2000
