Entity,Code,Year,Bees | 00001181 || Stocks | 005114 || Number
Low Income Food Deficit Countries (FAO),,2015,26906556
Low Income Food Deficit Countries (FAO),,2016,27329316
Low Income Food Deficit Countries (FAO),,2017,28031808
Low Income Food Deficit Countries (FAO),,2018,28632884
Low Income Food Deficit Countries (FAO),,2019,28606266
Low Income Food Deficit Countries (FAO),,2020,29060458
Low Income Food Deficit Countries (FAO),,2021,29530378
Luxembourg,LUX,2000,7965
Luxembourg,LUX,2001,7385
Luxembourg,LUX,2002,7423
Luxembourg,LUX,2003,7029
Luxembourg,LUX,2004,7782
Luxembourg,LUX,2005,7511
Luxembourg,LUX,2006,6391
Luxembourg,LUX,2007,6279
Luxembourg,LUX,2008,5635
Luxembourg,LUX,2009,4939
Luxembourg,LUX,2010,5174
Luxembourg,LUX,2011,4642
Luxembourg,LUX,2012,4292
Luxembourg,LUX,2013,3510
Luxembourg,LUX,2014,4880
Luxembourg,LUX,2015,4810
Luxembourg,LUX,2016,5660
Luxembourg,LUX,2017,5266
Luxembourg,LUX,2018,5928
Luxembourg,LUX,2019,6702
Luxembourg,LUX,2020,8000
Luxembourg,LUX,2021,3000
Madagascar,MDG,1961,300000
Madagascar,MDG,1962,300000
Madagascar,MDG,1963,300000
Madagascar,MDG,1964,300000
Madagascar,MDG,1965,300000
Madagascar,MDG,1966,300000
Madagascar,MDG,1967,300000
Madagascar,MDG,1968,320000
Madagascar,MDG,1969,330000
Madagascar,MDG,1970,340000
Madagascar,MDG,1971,340000
Madagascar,MDG,1972,343000
Madagascar,MDG,1973,360000
Madagascar,MDG,1974,366700
Madagascar,MDG,1975,373300
Madagascar,MDG,1976,380000
Madagascar,MDG,1977,196000
Madagascar,MDG,1978,167000
Madagascar,MDG,1979,113000
Madagascar,MDG,1980,102400
Madagascar,MDG,1981,118000
Madagascar,MDG,1982,117000
Madagascar,MDG,1983,117000
Madagascar,MDG,1984,118000
Madagascar,MDG,1985,119000
Madagascar,MDG,1986,120000
Madagascar,MDG,1987,121000
Madagascar,MDG,1988,122000
Madagascar,MDG,1989,123000
Madagascar,MDG,1990,124000
Madagascar,MDG,1991,125000
Madagascar,MDG,1992,126000
Madagascar,MDG,1993,127000
Madagascar,MDG,1994,125000
Madagascar,MDG,1995,126000
Madagascar,MDG,1996,127000
Madagascar,MDG,1997,128000
Madagascar,MDG,1998,129000
Madagascar,MDG,1999,130000
Madagascar,MDG,2000,131000
Madagascar,MDG,2001,131000
Madagascar,MDG,2002,131000
Madagascar,MDG,2003,131000
Madagascar,MDG,2004,131000
Madagascar,MDG,2005,131000
Madagascar,MDG,2006,131000
Madagascar,MDG,2007,131000
Madagascar,MDG,2008,131000
Madagascar,MDG,2009,132000
Madagascar,MDG,2010,132000
Madagascar,MDG,2011,133000
Madagascar,MDG,2012,134000
Madagascar,MDG,2013,133000
Madagascar,MDG,2014,134000
Madagascar,MDG,2015,134388
Madagascar,MDG,2016,134696
Madagascar,MDG,2017,134896
Madagascar,MDG,2018,135118
Madagascar,MDG,2019,135265
Madagascar,MDG,2020,135494
Madagascar,MDG,2021,135722
Mali,MLI,1961,28000
Mali,MLI,1962,28000
Mali,MLI,1963,28000
Mali,MLI,1964,29000
Mali,MLI,1965,29000
Mali,MLI,1966,30000
Mali,MLI,1967,30000
Mali,MLI,1968,30000
Mali,MLI,1969,30000
Mali,MLI,1970,30000
Mali,MLI,1971,30000
Mali,MLI,1972,30000
Mali,MLI,1973,30000
Mali,MLI,1974,30000
Mali,MLI,1975,30000
Mali,MLI,1976,30000
Mali,MLI,1977,30000
Mali,MLI,1978,30000
Mali,MLI,1979,31000
Mali,MLI,1980,31000
Mali,MLI,1981,31000
Mali,MLI,1982,32000
Mali,MLI,1983,32000
Mali,MLI,1984,32000
Mali,MLI,1985,32000
Mali,MLI,1986,32000
Mali,MLI,1987,30000
Mali,MLI,1988,32000
Mali,MLI,1989,32000
Mali,MLI,1990,32000
Mali,MLI,1991,32000
Mali,MLI,1992,32000
Mali,MLI,1993,32000
Mali,MLI,1994,32000
Mali,MLI,1995,32000
Mali,MLI,1996,32000
Mali,MLI,1997,25000
Mali,MLI,1998,20000
Mali,MLI,1999,17300
Mali,MLI,2000,31600
Mali,MLI,2001,45800
Mali,MLI,2002,23100
Mali,MLI,2003,25000
Mali,MLI,2004,30000
Mali,MLI,2005,30000
Mali,MLI,2006,30000
Mali,MLI,2007,35365
Mali,MLI,2008,35400
Mali,MLI,2009,35600
Mali,MLI,2010,35800
Mali,MLI,2011,35800
Mali,MLI,2012,35850
Mali,MLI,2013,35900
Mali,MLI,2014,40000
Mali,MLI,2015,37559
Mali,MLI,2016,37820
Mali,MLI,2017,37480
Mali,MLI,2018,37318
Mali,MLI,2019,37576
Mali,MLI,2020,37880
Mali,MLI,2021,38183
Martinique,MTQ,1961,2000
Martinique,MTQ,1962,2000
Martinique,MTQ,1963,2000
Martinique,MTQ,1964,2000
Martinique,MTQ,1965,2000
Martinique,MTQ,1966,2000
Martinique,MTQ,1967,2000
Martinique,MTQ,1968,2000
Martinique,MTQ,1969,2000
Martinique,MTQ,1970,2000
Martinique,MTQ,1971,2000
Martinique,MTQ,1972,2000
Martinique,MTQ,1973,2200
Martinique,MTQ,1974,2600
Martinique,MTQ,1975,3000
Martinique,MTQ,1976,4000
Martinique,MTQ,1977,5200
Martinique,MTQ,1978,5000
Martinique,MTQ,1979,5000
Martinique,MTQ,1980,5000
Martinique,MTQ,1981,5000
Martinique,MTQ,1982,0
Martinique,MTQ,1990,0
Martinique,MTQ,1991,0
Martinique,MTQ,1992,0
Martinique,MTQ,1993,0
Martinique,MTQ,1994,0
Martinique,MTQ,1995,0
Martinique,MTQ,1996,0
Martinique,MTQ,1997,0
Martinique,MTQ,1998,0
Martinique,MTQ,1999,0
Martinique,MTQ,2000,0
Martinique,MTQ,2001,0
Martinique,MTQ,2002,0
Martinique,MTQ,2003,0
Martinique,MTQ,2004,0
Martinique,MTQ,2005,0
Martinique,MTQ,2006,0
Melanesia,OWID_MNS,1961,400
Melanesia,OWID_MNS,1962,400
Melanesia,OWID_MNS,1963,400
Melanesia,OWID_MNS,1964,500
Melanesia,OWID_MNS,1965,500
Melanesia,OWID_MNS,1966,600
Melanesia,OWID_MNS,1967,600
Melanesia,OWID_MNS,1968,700
Melanesia,OWID_MNS,1969,700
Melanesia,OWID_MNS,1970,700
Melanesia,OWID_MNS,1971,800
Melanesia,OWID_MNS,1972,800
Melanesia,OWID_MNS,1973,900
Melanesia,OWID_MNS,1974,900
Melanesia,OWID_MNS,1975,1000
Melanesia,OWID_MNS,1976,1000
Melanesia,OWID_MNS,1977,1100
Melanesia,OWID_MNS,1978,1100
Melanesia,OWID_MNS,1979,1200
Melanesia,OWID_MNS,1980,1200
Melanesia,OWID_MNS,1981,1300
Melanesia,OWID_MNS,1982,1300
Melanesia,OWID_MNS,1983,1400
Melanesia,OWID_MNS,1984,1400
Melanesia,OWID_MNS,1985,1500
Melanesia,OWID_MNS,1986,1500
Melanesia,OWID_MNS,1987,1500
Melanesia,OWID_MNS,1988,1410
Melanesia,OWID_MNS,1989,1698
Melanesia,OWID_MNS,1990,3650
Melanesia,OWID_MNS,1991,4140
Melanesia,OWID_MNS,1992,4607
Melanesia,OWID_MNS,1993,4119
Melanesia,OWID_MNS,1994,4400
Melanesia,OWID_MNS,1995,4599
Melanesia,OWID_MNS,1996,5045
Melanesia,OWID_MNS,1997,5200
Melanesia,OWID_MNS,1998,5000
Melanesia,OWID_MNS,1999,5900
Melanesia,OWID_MNS,2000,6640
Melanesia,OWID_MNS,2001,7480
Melanesia,OWID_MNS,2002,6900
Melanesia,OWID_MNS,2003,6700
Melanesia,OWID_MNS,2004,8540
Melanesia,OWID_MNS,2005,6700
Melanesia,OWID_MNS,2006,6700
Melanesia,OWID_MNS,2007,12900
Melanesia,OWID_MNS,2008,17841
Melanesia,OWID_MNS,2009,14101
Melanesia,OWID_MNS,2010,17252
Melanesia,OWID_MNS,2011,17064
Melanesia,OWID_MNS,2012,16823
Melanesia,OWID_MNS,2013,17220
Melanesia,OWID_MNS,2014,13414
Melanesia,OWID_MNS,2015,9027
Melanesia,OWID_MNS,2016,15864
Melanesia,OWID_MNS,2017,18520
Melanesia,OWID_MNS,2018,21355
Melanesia,OWID_MNS,2019,22151
Melanesia,OWID_MNS,2020,24122
Melanesia,OWID_MNS,2021,25609
Mexico,MEX,1961,1985000
Mexico,MEX,1962,2000000
Mexico,MEX,1963,1300000
Mexico,MEX,1964,1100000
Mexico,MEX,1965,920934
Mexico,MEX,1966,966980
Mexico,MEX,1967,1015329
Mexico,MEX,1968,1185581
Mexico,MEX,1969,1580060
Mexico,MEX,1970,1665700
Mexico,MEX,1971,1618000
Mexico,MEX,1972,1821000
Mexico,MEX,1973,1876000
Mexico,MEX,1974,1996000
Mexico,MEX,1975,2037000
Mexico,MEX,1976,2059012
Mexico,MEX,1977,2080060
Mexico,MEX,1978,2142300
Mexico,MEX,1979,2254800
Mexico,MEX,1980,2380600
Mexico,MEX,1981,2532200
Mexico,MEX,1982,2532200
Mexico,MEX,1983,2690500
Mexico,MEX,1984,2493400
Mexico,MEX,1985,2384500
Mexico,MEX,1986,2422729
Mexico,MEX,1987,2119400
Mexico,MEX,1988,2209339
Mexico,MEX,1989,2330948
Mexico,MEX,1990,2114489
Mexico,MEX,1991,2088315
Mexico,MEX,1992,2107618
Mexico,MEX,1993,2293733
Mexico,MEX,1994,2292428
Mexico,MEX,1995,2053761
Mexico,MEX,1996,1919938
Mexico,MEX,1997,1715948
Mexico,MEX,1998,1791111
Mexico,MEX,1999,1944573
Mexico,MEX,2000,1875731
Mexico,MEX,2001,1862372
Mexico,MEX,2002,1783854
Mexico,MEX,2003,1727234
Mexico,MEX,2004,1745078
Mexico,MEX,2005,1732112
Mexico,MEX,2006,1747033
Mexico,MEX,2007,1741040
Mexico,MEX,2008,1797478
Mexico,MEX,2009,1774757
Mexico,MEX,2010,1842130
Mexico,MEX,2011,1847667
Mexico,MEX,2012,1898239
Mexico,MEX,2013,1933105
Mexico,MEX,2014,1981162
Mexico,MEX,2015,2017931
Mexico,MEX,2016,1859350
Mexico,MEX,2017,1853807
Mexico,MEX,2018,2172107
Mexico,MEX,2019,2157866
Mexico,MEX,2020,2148420
Mexico,MEX,2021,2226049
Middle Africa (FAO),,1961,1625000
Middle Africa (FAO),,1962,1632000
Middle Africa (FAO),,1963,1739000
Middle Africa (FAO),,1964,1846000
Middle Africa (FAO),,1965,2150000
Middle Africa (FAO),,1966,2155000
Middle Africa (FAO),,1967,1857000
Middle Africa (FAO),,1968,1590000
Middle Africa (FAO),,1969,1593000
Middle Africa (FAO),,1970,1685000
Middle Africa (FAO),,1971,1638000
Middle Africa (FAO),,1972,1551000
Middle Africa (FAO),,1973,1625915
Middle Africa (FAO),,1974,1634173
Middle Africa (FAO),,1975,1632000
Middle Africa (FAO),,1976,1635000
Middle Africa (FAO),,1977,1576000
Middle Africa (FAO),,1978,1715000
Middle Africa (FAO),,1979,1828000
Middle Africa (FAO),,1980,1836000
Middle Africa (FAO),,1981,1906000
Middle Africa (FAO),,1982,2025000
Middle Africa (FAO),,1983,2090000
Middle Africa (FAO),,1984,2160000
Middle Africa (FAO),,1985,2280000
Middle Africa (FAO),,1986,2295000
Middle Africa (FAO),,1987,2366000
Middle Africa (FAO),,1988,2493000
Middle Africa (FAO),,1989,2553000
Middle Africa (FAO),,1990,2585400
Middle Africa (FAO),,1991,2691000
Middle Africa (FAO),,1992,2703500
Middle Africa (FAO),,1993,2770000
Middle Africa (FAO),,1994,2790000
Middle Africa (FAO),,1995,2863000
Middle Africa (FAO),,1996,2925000
Middle Africa (FAO),,1997,2937000
Middle Africa (FAO),,1998,2899000
Middle Africa (FAO),,1999,2960000
Middle Africa (FAO),,2000,2960000
Middle Africa (FAO),,2001,3010000
Middle Africa (FAO),,2002,3011000
Middle Africa (FAO),,2003,2961000
Middle Africa (FAO),,2004,2961000
Middle Africa (FAO),,2005,3021000
Middle Africa (FAO),,2006,2933000
Middle Africa (FAO),,2007,2953500
Middle Africa (FAO),,2008,2985000
Middle Africa (FAO),,2009,3006500
Middle Africa (FAO),,2010,3088000
Middle Africa (FAO),,2011,3138500
Middle Africa (FAO),,2012,3149500
Middle Africa (FAO),,2013,3169500
Middle Africa (FAO),,2014,3168500
Middle Africa (FAO),,2015,3178787
Middle Africa (FAO),,2016,3190691
Middle Africa (FAO),,2017,3205899
Middle Africa (FAO),,2018,3246105
Middle Africa (FAO),,2019,3263535
Middle Africa (FAO),,2020,3280422
Middle Africa (FAO),,2021,3269332
Moldova,MDA,1992,175000
Moldova,MDA,1993,138200
Moldova,MDA,1994,160000
Moldova,MDA,1995,138200
Moldova,MDA,1996,113700
Moldova,MDA,1997,104900
Moldova,MDA,1998,103600
Moldova,MDA,1999,82400
Moldova,MDA,2000,76000
Moldova,MDA,2001,72100
Moldova,MDA,2002,78600
Moldova,MDA,2003,75100
Moldova,MDA,2004,80430
Moldova,MDA,2005,86751
Moldova,MDA,2006,95639
Moldova,MDA,2007,102031
Moldova,MDA,2008,98303
Moldova,MDA,2009,98117
Moldova,MDA,2010,101464
Moldova,MDA,2011,105204
Moldova,MDA,2012,111653
Moldova,MDA,2013,110600
Moldova,MDA,2014,115925
Moldova,MDA,2015,124330
Moldova,MDA,2016,135946
Moldova,MDA,2017,148080
Moldova,MDA,2018,163589
Moldova,MDA,2019,178660
Moldova,MDA,2020,182063
Moldova,MDA,2021,184900
Mongolia,MNG,1961,650
Mongolia,MNG,1962,700
Mongolia,MNG,1963,700
Mongolia,MNG,1964,750
Mongolia,MNG,1965,800
Mongolia,MNG,1966,850
Mongolia,MNG,1967,890
Mongolia,MNG,1968,925
Mongolia,MNG,1969,960
Mongolia,MNG,1970,1000
Mongolia,MNG,1971,1100
Mongolia,MNG,1972,1100
Mongolia,MNG,1973,1100
Mongolia,MNG,1974,1150
Mongolia,MNG,1975,1200
Mongolia,MNG,1976,1300
Mongolia,MNG,1977,1400
Mongolia,MNG,1978,1600
Mongolia,MNG,1979,1800
Mongolia,MNG,1980,1900
Mongolia,MNG,1981,2000
Mongolia,MNG,1982,2200
Mongolia,MNG,1983,2400
Mongolia,MNG,1984,2800
Mongolia,MNG,1985,3000
Mongolia,MNG,1986,3000
Mongolia,MNG,1987,3200
Mongolia,MNG,1988,3500
Mongolia,MNG,1989,4000
Mongolia,MNG,1990,4768
Mongolia,MNG,1991,3500
Mongolia,MNG,1992,3000
Mongolia,MNG,1993,2700
Mongolia,MNG,1994,2000
Mongolia,MNG,1995,1165
Mongolia,MNG,1996,1075
Mongolia,MNG,1997,977
Mongolia,MNG,1998,1057
Mongolia,MNG,1999,1154
Mongolia,MNG,2000,1530
Mongolia,MNG,2001,1500
Mongolia,MNG,2002,1500
Mongolia,MNG,2003,1500
Mongolia,MNG,2004,2000
Mongolia,MNG,2005,2000
Mongolia,MNG,2006,3404
Mongolia,MNG,2007,2393
Mongolia,MNG,2008,2617
Mongolia,MNG,2009,1392
Mongolia,MNG,2010,1628
Mongolia,MNG,2011,896
Mongolia,MNG,2012,2128
Mongolia,MNG,2013,3677
Mongolia,MNG,2014,6645
Mongolia,MNG,2015,8038
Mongolia,MNG,2016,8118
Mongolia,MNG,2017,9122
Mongolia,MNG,2018,9791
Mongolia,MNG,2019,10832
Mongolia,MNG,2020,11833
Mongolia,MNG,2021,13376
Montenegro,MNE,2006,42613
Montenegro,MNE,2007,41629
Montenegro,MNE,2008,28631
Montenegro,MNE,2009,18132
Montenegro,MNE,2010,21668
Montenegro,MNE,2011,32000
Montenegro,MNE,2012,42237
Montenegro,MNE,2013,42458
Montenegro,MNE,2014,43210
Montenegro,MNE,2015,48007
Montenegro,MNE,2016,67703
Montenegro,MNE,2017,65000
Montenegro,MNE,2018,67908
Montenegro,MNE,2019,68608
Montenegro,MNE,2020,70022
Montenegro,MNE,2021,71927
Morocco,MAR,1961,360000
Morocco,MAR,1962,380000
Morocco,MAR,1963,380000
Morocco,MAR,1964,400000
Morocco,MAR,1965,400000
Morocco,MAR,1966,420000
Morocco,MAR,1967,420000
Morocco,MAR,1968,430000
Morocco,MAR,1969,440000
Morocco,MAR,1970,460000
Morocco,MAR,1971,476000
Morocco,MAR,1972,470000
Morocco,MAR,1973,476000
Morocco,MAR,1974,480000
Morocco,MAR,1975,451000
Morocco,MAR,1976,460000
Morocco,MAR,1977,478000
Morocco,MAR,1978,482000
Morocco,MAR,1979,485000
Morocco,MAR,1980,487000
Morocco,MAR,1981,492000
Morocco,MAR,1982,496000
Morocco,MAR,1983,500000
Morocco,MAR,1984,530000
Morocco,MAR,1985,533000
Morocco,MAR,1986,535000
Morocco,MAR,1987,537000
Morocco,MAR,1988,542000
Morocco,MAR,1989,544000
Morocco,MAR,1990,546000
Morocco,MAR,1991,548000
Morocco,MAR,1992,549000
Morocco,MAR,1993,570000
Morocco,MAR,1994,570000
Morocco,MAR,1995,500000
Morocco,MAR,1996,570000
Morocco,MAR,1997,570000
Morocco,MAR,1998,570000
Morocco,MAR,1999,570000
Morocco,MAR,2000,570000
Morocco,MAR,2001,550000
Morocco,MAR,2002,500000
Morocco,MAR,2003,450000
Morocco,MAR,2004,400000
Morocco,MAR,2005,380000
Morocco,MAR,2006,350000
Morocco,MAR,2007,350000
Morocco,MAR,2008,350000
Morocco,MAR,2009,355000
Morocco,MAR,2010,360000
Morocco,MAR,2011,360000
Morocco,MAR,2012,365000
Morocco,MAR,2013,370000
Morocco,MAR,2014,375000
Morocco,MAR,2015,379666
Morocco,MAR,2016,382497
Morocco,MAR,2017,381983
Morocco,MAR,2018,385754
Morocco,MAR,2019,390314
Morocco,MAR,2020,393337
Morocco,MAR,2021,396361
Mozambique,MOZ,1961,30000
Mozambique,MOZ,1962,30000
Mozambique,MOZ,1963,30000
Mozambique,MOZ,1964,30000
Mozambique,MOZ,1965,30000
Mozambique,MOZ,1966,30000
Mozambique,MOZ,1967,28000
Mozambique,MOZ,1968,24000
Mozambique,MOZ,1969,24000
Mozambique,MOZ,1970,24000
Mozambique,MOZ,1971,24000
Mozambique,MOZ,1972,24000
Mozambique,MOZ,1973,24000
Mozambique,MOZ,1974,24000
Mozambique,MOZ,1975,24000
Mozambique,MOZ,1976,24000
Mozambique,MOZ,1977,24000
Mozambique,MOZ,1978,24000
Mozambique,MOZ,1979,24000
Mozambique,MOZ,1980,24000
Mozambique,MOZ,1981,25000
Mozambique,MOZ,1982,26000
Mozambique,MOZ,1983,27000
Mozambique,MOZ,1984,28000
Mozambique,MOZ,1985,29000
Mozambique,MOZ,1986,30000
Mozambique,MOZ,1987,31000
Mozambique,MOZ,1988,32000
Mozambique,MOZ,1989,33000
Mozambique,MOZ,1990,34000
Mozambique,MOZ,1991,35000
Mozambique,MOZ,1992,34000
Mozambique,MOZ,1993,35000
Mozambique,MOZ,1994,34000
Mozambique,MOZ,1995,35000
Mozambique,MOZ,1996,36000
Mozambique,MOZ,1997,37000
Mozambique,MOZ,1998,38000
Mozambique,MOZ,1999,39000
Mozambique,MOZ,2000,40000
Mozambique,MOZ,2001,40000
Mozambique,MOZ,2002,41000
Mozambique,MOZ,2003,42000
Mozambique,MOZ,2004,43000
Mozambique,MOZ,2005,44000
Mozambique,MOZ,2006,39000
Mozambique,MOZ,2007,40000
Mozambique,MOZ,2008,42000
Mozambique,MOZ,2009,42500
Mozambique,MOZ,2010,43000
Mozambique,MOZ,2011,43500
Mozambique,MOZ,2012,44000
Mozambique,MOZ,2013,44000
Mozambique,MOZ,2014,45000
Mozambique,MOZ,2015,45566
Mozambique,MOZ,2016,46016
Mozambique,MOZ,2017,46380
Mozambique,MOZ,2018,46948
Mozambique,MOZ,2019,47191
Mozambique,MOZ,2020,47564
Mozambique,MOZ,2021,47204
Myanmar,MMR,1980,400
Myanmar,MMR,1981,1000
Myanmar,MMR,1982,2000
Myanmar,MMR,1983,2000
Myanmar,MMR,1984,2000
Myanmar,MMR,1985,2000
Myanmar,MMR,1986,2180
Myanmar,MMR,1987,2710
Myanmar,MMR,1988,3240
Myanmar,MMR,1989,3890
Myanmar,MMR,1990,4381
Myanmar,MMR,1991,4213
Myanmar,MMR,1992,4763
Myanmar,MMR,1993,5054
Myanmar,MMR,1994,5000
Myanmar,MMR,1995,5800
Myanmar,MMR,1996,6200
Myanmar,MMR,1997,7000
Myanmar,MMR,1998,7000
Myanmar,MMR,1999,8000
Myanmar,MMR,2000,8000
Myanmar,MMR,2001,8000
Myanmar,MMR,2002,8000
Myanmar,MMR,2003,10000
Myanmar,MMR,2004,13000
Myanmar,MMR,2005,16000
Myanmar,MMR,2006,26000
Myanmar,MMR,2007,33300
Myanmar,MMR,2008,60000
Myanmar,MMR,2009,61000
Myanmar,MMR,2010,61000
Myanmar,MMR,2011,63000
Myanmar,MMR,2012,63000
Myanmar,MMR,2013,62000
Myanmar,MMR,2014,62000
Myanmar,MMR,2015,62512
Myanmar,MMR,2016,63334
Myanmar,MMR,2017,64008
Myanmar,MMR,2018,63742
Myanmar,MMR,2019,64568
Myanmar,MMR,2020,65424
Myanmar,MMR,2021,66248
Net Food Importing Developing Countries (FAO),,1961,6902400
Net Food Importing Developing Countries (FAO),,1962,7040095
Net Food Importing Developing Countries (FAO),,1963,7349750
Net Food Importing Developing Countries (FAO),,1964,7413225
Net Food Importing Developing Countries (FAO),,1965,7880125
Net Food Importing Developing Countries (FAO),,1966,7994036
Net Food Importing Developing Countries (FAO),,1967,7800515
Net Food Importing Developing Countries (FAO),,1968,7748756
Net Food Importing Developing Countries (FAO),,1969,7928639
Net Food Importing Developing Countries (FAO),,1970,8214230
Net Food Importing Developing Countries (FAO),,1971,8344450
Net Food Importing Developing Countries (FAO),,1972,8452225
Net Food Importing Developing Countries (FAO),,1973,8547058
Net Food Importing Developing Countries (FAO),,1974,8710856
Net Food Importing Developing Countries (FAO),,1975,8985575
Net Food Importing Developing Countries (FAO),,1976,9089650
Net Food Importing Developing Countries (FAO),,1977,8870640
Net Food Importing Developing Countries (FAO),,1978,9198004
Net Food Importing Developing Countries (FAO),,1979,9357555
Net Food Importing Developing Countries (FAO),,1980,9483565
Net Food Importing Developing Countries (FAO),,1981,9858245
Net Food Importing Developing Countries (FAO),,1982,10192720
Net Food Importing Developing Countries (FAO),,1983,10218133
Net Food Importing Developing Countries (FAO),,1984,10752365
Net Food Importing Developing Countries (FAO),,1985,11202475
Net Food Importing Developing Countries (FAO),,1986,11671554
Net Food Importing Developing Countries (FAO),,1987,11928180
Net Food Importing Developing Countries (FAO),,1988,12340312
Net Food Importing Developing Countries (FAO),,1989,12932007
Net Food Importing Developing Countries (FAO),,1990,13507047
Net Food Importing Developing Countries (FAO),,1991,13796943
Net Food Importing Developing Countries (FAO),,1992,14211699
Net Food Importing Developing Countries (FAO),,1993,13824449
Net Food Importing Developing Countries (FAO),,1994,13937636
Net Food Importing Developing Countries (FAO),,1995,14099939
Net Food Importing Developing Countries (FAO),,1996,14325794
Net Food Importing Developing Countries (FAO),,1997,14226034
Net Food Importing Developing Countries (FAO),,1998,14131162
Net Food Importing Developing Countries (FAO),,1999,14515837
Net Food Importing Developing Countries (FAO),,2000,16123351
Net Food Importing Developing Countries (FAO),,2001,16770161
Net Food Importing Developing Countries (FAO),,2002,17496912
Net Food Importing Developing Countries (FAO),,2003,17036400
Net Food Importing Developing Countries (FAO),,2004,17054308
Net Food Importing Developing Countries (FAO),,2005,17611444
Net Food Importing Developing Countries (FAO),,2006,17496508
Net Food Importing Developing Countries (FAO),,2007,16685577
Net Food Importing Developing Countries (FAO),,2008,16735004
Net Food Importing Developing Countries (FAO),,2009,16320610
Net Food Importing Developing Countries (FAO),,2010,16495143
Net Food Importing Developing Countries (FAO),,2011,16344876
Net Food Importing Developing Countries (FAO),,2012,17047312
Net Food Importing Developing Countries (FAO),,2013,16855984
Net Food Importing Developing Countries (FAO),,2014,17249508
Net Food Importing Developing Countries (FAO),,2015,17379196
Net Food Importing Developing Countries (FAO),,2016,17589380
Net Food Importing Developing Countries (FAO),,2017,18153048
Net Food Importing Developing Countries (FAO),,2018,18829532
Net Food Importing Developing Countries (FAO),,2019,18443148
Net Food Importing Developing Countries (FAO),,2020,18628144
Net Food Importing Developing Countries (FAO),,2021,18745700
Netherlands,NLD,1961,75000
Netherlands,NLD,1962,70000
Netherlands,NLD,1963,65000
Netherlands,NLD,1964,70000
Netherlands,NLD,1965,65000
Netherlands,NLD,1966,61000
Netherlands,NLD,1967,65000
Netherlands,NLD,1968,65000
Netherlands,NLD,1969,68000
Netherlands,NLD,1970,60000
Netherlands,NLD,1971,55000
Netherlands,NLD,1972,31000
Netherlands,NLD,1973,16000
Netherlands,NLD,1974,31000
Netherlands,NLD,1975,31000
Netherlands,NLD,1976,150000
Netherlands,NLD,1977,77000
Netherlands,NLD,1978,77000
Netherlands,NLD,1979,62000
Netherlands,NLD,1980,39000
Netherlands,NLD,1981,39000
Netherlands,NLD,1982,31000
Netherlands,NLD,1983,77000
Netherlands,NLD,1984,77000
Netherlands,NLD,1985,77000
Netherlands,NLD,1986,78000
Netherlands,NLD,1987,78000
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0
Netherlands,NLD,1993,0
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0
Netherlands,NLD,1996,0
Netherlands,NLD,1997,0
Netherlands,NLD,1998,0
Netherlands,NLD,1999,0
Netherlands,NLD,2000,0
Netherlands,NLD,2001,0
Netherlands,NLD,2002,0
Netherlands,NLD,2003,0
Netherlands,NLD,2004,0
Netherlands,NLD,2005,0
Netherlands,NLD,2006,0
Netherlands,NLD,2007,0
Netherlands,NLD,2008,0
Netherlands,NLD,2009,0
Netherlands,NLD,2010,0
Netherlands,NLD,2011,0
Netherlands,NLD,2012,0
Netherlands,NLD,2013,0
Netherlands,NLD,2014,0
Netherlands,NLD,2015,0
Netherlands,NLD,2016,0
Netherlands,NLD,2017,0
Netherlands,NLD,2018,0
Netherlands,NLD,2019,0
Netherlands,NLD,2020,0
New Caledonia,NCL,1961,400
New Caledonia,NCL,1962,400
New Caledonia,NCL,1963,400
New Caledonia,NCL,1964,500
New Caledonia,NCL,1965,500
New Caledonia,NCL,1966,600
New Caledonia,NCL,1967,600
New Caledonia,NCL,1968,700
New Caledonia,NCL,1969,700
New Caledonia,NCL,1970,700
New Caledonia,NCL,1971,800
New Caledonia,NCL,1972,800
New Caledonia,NCL,1973,900
New Caledonia,NCL,1974,900
New Caledonia,NCL,1975,1000
New Caledonia,NCL,1976,1000
New Caledonia,NCL,1977,1100
New Caledonia,NCL,1978,1100
New Caledonia,NCL,1979,1200
New Caledonia,NCL,1980,1200
New Caledonia,NCL,1981,1300
New Caledonia,NCL,1982,1300
New Caledonia,NCL,1983,1400
New Caledonia,NCL,1984,1400
New Caledonia,NCL,1985,1500
New Caledonia,NCL,1986,1500
New Caledonia,NCL,1987,1500
New Caledonia,NCL,1988,1410
New Caledonia,NCL,1989,1698
New Caledonia,NCL,1990,1752
New Caledonia,NCL,1991,1988
New Caledonia,NCL,1992,1885
New Caledonia,NCL,1993,1903
New Caledonia,NCL,1994,2000
New Caledonia,NCL,1995,2000
New Caledonia,NCL,1996,2000
New Caledonia,NCL,1997,2000
New Caledonia,NCL,1998,2000
New Caledonia,NCL,1999,2000
New Caledonia,NCL,2000,2040
New Caledonia,NCL,2001,2180
New Caledonia,NCL,2002,2000
New Caledonia,NCL,2003,2000
New Caledonia,NCL,2004,3840
New Caledonia,NCL,2005,2000
New Caledonia,NCL,2006,2000
New Caledonia,NCL,2007,2000
New Caledonia,NCL,2008,4641
New Caledonia,NCL,2009,2000
New Caledonia,NCL,2010,5360
New Caledonia,NCL,2011,5366
New Caledonia,NCL,2012,5206
