Entity,Code,Year,"Meat, rabbit | 00001141 || Producing or slaughtered animals | 005321 || animals"
Europe (FAO),,1962,242472000
Europe (FAO),,1963,243481000
Europe (FAO),,1964,243878000
Europe (FAO),,1965,247016000
Europe (FAO),,1966,254178000
Europe (FAO),,1967,256780000
Europe (FAO),,1968,267246000
Europe (FAO),,1969,278894000
Europe (FAO),,1970,289063000
Europe (FAO),,1971,314725000
Europe (FAO),,1972,335083000
Europe (FAO),,1973,349551000
Europe (FAO),,1974,377095000
Europe (FAO),,1975,386267000
Europe (FAO),,1976,406198000
Europe (FAO),,1977,431666000
Europe (FAO),,1978,428031000
Europe (FAO),,1979,430096000
Europe (FAO),,1980,417232000
Europe (FAO),,1981,411942000
Europe (FAO),,1982,412318000
Europe (FAO),,1983,420705000
Europe (FAO),,1984,422115000
Europe (FAO),,1985,423211000
Europe (FAO),,1986,421695000
Europe (FAO),,1987,430860000
Europe (FAO),,1988,431451000
Europe (FAO),,1989,396120000
Europe (FAO),,1990,399200000
Europe (FAO),,1991,287166000
Europe (FAO),,1992,256462000
Europe (FAO),,1993,254488000
Europe (FAO),,1994,242495000
Europe (FAO),,1995,238738000
Europe (FAO),,1996,246668000
Europe (FAO),,1997,237875000
Europe (FAO),,1998,240507000
Europe (FAO),,1999,222256000
Europe (FAO),,2000,223484000
Europe (FAO),,2001,224848000
Europe (FAO),,2002,227901000
Europe (FAO),,2003,214853000
Europe (FAO),,2004,187029000
Europe (FAO),,2005,185416000
Europe (FAO),,2006,182598000
Europe (FAO),,2007,182856000
Europe (FAO),,2008,166295000
Europe (FAO),,2009,157370000
Europe (FAO),,2010,159738000
Europe (FAO),,2011,162245000
Europe (FAO),,2012,161082000
Europe (FAO),,2013,159976000
Europe (FAO),,2014,157776000
Europe (FAO),,2015,153341000
Europe (FAO),,2016,145187000
Europe (FAO),,2017,138901000
Europe (FAO),,2018,115903000
Europe (FAO),,2019,112952000
Europe (FAO),,2020,112650000
Europe (FAO),,2021,98746000
European Union (27),,1961,206721000
European Union (27),,1962,209027000
European Union (27),,1963,209636000
European Union (27),,1964,210743000
European Union (27),,1965,214771000
European Union (27),,1966,220963000
European Union (27),,1967,223175000
European Union (27),,1968,227681000
European Union (27),,1969,230299000
European Union (27),,1970,238448000
European Union (27),,1971,253165000
European Union (27),,1972,262390000
European Union (27),,1973,272904000
European Union (27),,1974,292065000
European Union (27),,1975,297154000
European Union (27),,1976,327915000
European Union (27),,1977,352983000
European Union (27),,1978,350754000
European Union (27),,1979,351853000
European Union (27),,1980,337882000
European Union (27),,1981,330389000
European Union (27),,1982,327863000
European Union (27),,1983,331765000
European Union (27),,1984,329290000
European Union (27),,1985,331911000
European Union (27),,1986,326835000
European Union (27),,1987,333790000
European Union (27),,1988,330001000
European Union (27),,1989,296390000
European Union (27),,1990,295170000
European Union (27),,1991,194724000
European Union (27),,1992,207264000
European Union (27),,1993,226863000
European Union (27),,1994,220067000
European Union (27),,1995,218164000
European Union (27),,1996,226556000
European Union (27),,1997,222812000
European Union (27),,1998,226638000
European Union (27),,1999,207643000
European Union (27),,2000,210103000
European Union (27),,2001,212818000
European Union (27),,2002,214850000
European Union (27),,2003,202661000
European Union (27),,2004,175063000
European Union (27),,2005,172903000
European Union (27),,2006,169753000
European Union (27),,2007,169305000
European Union (27),,2008,152389000
European Union (27),,2009,142524000
European Union (27),,2010,144531000
European Union (27),,2011,146856000
European Union (27),,2012,144944000
European Union (27),,2013,143363000
European Union (27),,2014,141419000
European Union (27),,2015,137060000
European Union (27),,2016,129576000
European Union (27),,2017,122766000
European Union (27),,2018,97636000
European Union (27),,2019,64929000
European Union (27),,2020,57224000
European Union (27),,2021,17305000
European Union (27) (FAO),,1961,206721000
European Union (27) (FAO),,1962,209027000
European Union (27) (FAO),,1963,209636000
European Union (27) (FAO),,1964,210743000
European Union (27) (FAO),,1965,214771000
European Union (27) (FAO),,1966,220963000
European Union (27) (FAO),,1967,223175000
European Union (27) (FAO),,1968,227681000
European Union (27) (FAO),,1969,230299000
European Union (27) (FAO),,1970,238448000
European Union (27) (FAO),,1971,253165000
European Union (27) (FAO),,1972,262390000
European Union (27) (FAO),,1973,272904000
European Union (27) (FAO),,1974,292065000
European Union (27) (FAO),,1975,297154000
European Union (27) (FAO),,1976,327915000
European Union (27) (FAO),,1977,352983000
European Union (27) (FAO),,1978,350754000
European Union (27) (FAO),,1979,351853000
European Union (27) (FAO),,1980,337882000
European Union (27) (FAO),,1981,330389000
European Union (27) (FAO),,1982,327863000
European Union (27) (FAO),,1983,331765000
European Union (27) (FAO),,1984,329290000
European Union (27) (FAO),,1985,331911000
European Union (27) (FAO),,1986,326835000
European Union (27) (FAO),,1987,333790000
European Union (27) (FAO),,1988,330001000
European Union (27) (FAO),,1989,296390000
European Union (27) (FAO),,1990,295170000
European Union (27) (FAO),,1991,194724000
European Union (27) (FAO),,1992,207264000
European Union (27) (FAO),,1993,226863000
European Union (27) (FAO),,1994,220067000
European Union (27) (FAO),,1995,218164000
European Union (27) (FAO),,1996,226556000
European Union (27) (FAO),,1997,222812000
European Union (27) (FAO),,1998,226639000
European Union (27) (FAO),,1999,207643000
European Union (27) (FAO),,2000,210104000
European Union (27) (FAO),,2001,212819000
European Union (27) (FAO),,2002,214850000
European Union (27) (FAO),,2003,202661000
European Union (27) (FAO),,2004,175064000
European Union (27) (FAO),,2005,172903000
European Union (27) (FAO),,2006,169753000
European Union (27) (FAO),,2007,169305000
European Union (27) (FAO),,2008,152389000
European Union (27) (FAO),,2009,142525000
European Union (27) (FAO),,2010,144532000
European Union (27) (FAO),,2011,146856000
European Union (27) (FAO),,2012,144944000
European Union (27) (FAO),,2013,143363000
European Union (27) (FAO),,2014,141419000
European Union (27) (FAO),,2015,137061000
European Union (27) (FAO),,2016,129576000
European Union (27) (FAO),,2017,122766000
European Union (27) (FAO),,2018,100318000
European Union (27) (FAO),,2019,97952000
European Union (27) (FAO),,2020,97739000
European Union (27) (FAO),,2021,83877000
France,FRA,1961,126000000
France,FRA,1962,126000000
France,FRA,1963,126000000
France,FRA,1964,123000000
France,FRA,1965,123000000
France,FRA,1966,123000000
France,FRA,1967,123000000
France,FRA,1968,121000000
France,FRA,1969,120000000
France,FRA,1970,120000000
France,FRA,1971,120000000
France,FRA,1972,120000000
France,FRA,1973,120000000
France,FRA,1974,119000000
France,FRA,1975,117000000
France,FRA,1976,114000000
France,FRA,1977,113000000
France,FRA,1978,103000000
France,FRA,1979,100000000
France,FRA,1980,104000000
France,FRA,1981,95000000
France,FRA,1982,95000000
France,FRA,1983,93000000
France,FRA,1984,92000000
France,FRA,1985,93000000
France,FRA,1986,87000000
France,FRA,1987,89700000
France,FRA,1988,77750000
France,FRA,1989,66250000
France,FRA,1990,62000000
France,FRA,1991,65324000
France,FRA,1992,66277000
France,FRA,1993,66391000
France,FRA,1994,62273000
France,FRA,1995,58691000
France,FRA,1996,58052000
France,FRA,1997,54357000
France,FRA,1998,53470000
France,FRA,1999,53273000
France,FRA,2000,52279000
France,FRA,2001,52157000
France,FRA,2002,52179000
France,FRA,2003,49647000
France,FRA,2004,50129000
France,FRA,2005,49364000
France,FRA,2006,47994000
France,FRA,2007,48529000
France,FRA,2008,39941000
France,FRA,2009,36757000
France,FRA,2010,35752000
France,FRA,2011,38943000
France,FRA,2012,37242000
France,FRA,2013,36586000
France,FRA,2014,37439000
France,FRA,2015,36700000
France,FRA,2016,33424000
France,FRA,2017,31493000
France,FRA,2018,30215000
France,FRA,2021,17305000
Gabon,GAB,1961,500000
Gabon,GAB,1962,535000
Gabon,GAB,1963,565000
Gabon,GAB,1964,580000
Gabon,GAB,1965,600000
Gabon,GAB,1966,625000
Gabon,GAB,1967,660000
Gabon,GAB,1968,700000
Gabon,GAB,1969,730000
Gabon,GAB,1970,760000
Gabon,GAB,1971,795000
Gabon,GAB,1972,835000
Gabon,GAB,1973,875000
Gabon,GAB,1974,915000
Gabon,GAB,1975,950000
Gabon,GAB,1976,990000
Gabon,GAB,1977,1030000
Gabon,GAB,1978,1070000
Gabon,GAB,1979,1100000
Gabon,GAB,1980,1150000
Gabon,GAB,1981,1200000
Gabon,GAB,1982,1250000
Gabon,GAB,1983,1250000
Gabon,GAB,1984,1250000
Gabon,GAB,1985,1250000
Gabon,GAB,1986,1250000
Gabon,GAB,1987,1250000
Gabon,GAB,1988,1300000
Gabon,GAB,1989,1325000
Gabon,GAB,1990,1350000
Gabon,GAB,1991,1375000
Gabon,GAB,1992,1400000
Gabon,GAB,1993,1425000
Gabon,GAB,1994,1425000
Gabon,GAB,1995,1425000
Gabon,GAB,1996,1450000
Gabon,GAB,1997,1450000
Gabon,GAB,1998,1475000
Gabon,GAB,1999,1550000
Gabon,GAB,2000,1660000
Gabon,GAB,2001,1500000
Gabon,GAB,2002,1500000
Gabon,GAB,2003,1650000
Gabon,GAB,2004,1500000
Gabon,GAB,2005,1500000
Gabon,GAB,2006,1500000
Gabon,GAB,2007,1550000
Gabon,GAB,2008,1550000
Gabon,GAB,2009,1550000
Gabon,GAB,2010,1550000
Gabon,GAB,2011,1550000
Gabon,GAB,2012,1570000
Gabon,GAB,2013,1600000
Gabon,GAB,2014,1654000
Gabon,GAB,2015,1693000
Gabon,GAB,2016,1682000
Gabon,GAB,2017,1675000
Gabon,GAB,2018,1705000
Gabon,GAB,2019,1721000
Gabon,GAB,2020,1703000
Gabon,GAB,2021,1716000
Georgia,GEO,1992,290000
Georgia,GEO,1993,150000
Georgia,GEO,1994,65000
Georgia,GEO,1995,60000
Georgia,GEO,1996,80000
Georgia,GEO,1997,80000
Georgia,GEO,1998,290000
Georgia,GEO,1999,220000
Georgia,GEO,2000,220000
Georgia,GEO,2001,221000
Georgia,GEO,2002,210000
Georgia,GEO,2003,280000
Georgia,GEO,2004,300000
Georgia,GEO,2005,230000
Georgia,GEO,2006,400000
Georgia,GEO,2007,650000
Georgia,GEO,2008,300000
Georgia,GEO,2009,300000
Georgia,GEO,2010,300000
Georgia,GEO,2011,280000
Georgia,GEO,2012,280000
Georgia,GEO,2013,280000
Georgia,GEO,2014,336000
Georgia,GEO,2015,366000
Georgia,GEO,2016,331000
Georgia,GEO,2017,331000
Georgia,GEO,2018,346000
Georgia,GEO,2019,353000
Georgia,GEO,2020,356000
Georgia,GEO,2021,366000
Germany,DEU,1961,10188000
Germany,DEU,1962,12688000
Germany,DEU,1963,13875000
Germany,DEU,1964,13375000
Germany,DEU,1965,13438000
Germany,DEU,1966,15813000
Germany,DEU,1967,16563000
Germany,DEU,1968,19188000
Germany,DEU,1969,20000000
Germany,DEU,1970,20875000
Germany,DEU,1971,27313000
Germany,DEU,1972,27313000
Germany,DEU,1973,27938000
Germany,DEU,1974,30625000
Germany,DEU,1975,29538000
Germany,DEU,1976,26421000
Germany,DEU,1977,25226000
Germany,DEU,1978,25982000
Germany,DEU,1979,23796000
Germany,DEU,1980,25375000
Germany,DEU,1981,22500000
Germany,DEU,1982,20315000
Germany,DEU,1983,20315000
Germany,DEU,1984,20315000
Germany,DEU,1985,20875000
Germany,DEU,1986,20940000
Germany,DEU,1987,20950000
Germany,DEU,1988,20980000
Germany,DEU,1989,21000000
Germany,DEU,1990,24000000
Greece,GRC,1961,964000
Greece,GRC,1962,1433000
Greece,GRC,1963,1459000
Greece,GRC,1964,1591000
Greece,GRC,1965,1778000
Greece,GRC,1966,1848000
Greece,GRC,1967,1762000
Greece,GRC,1968,1969000
Greece,GRC,1969,2585000
Greece,GRC,1970,3016000
Greece,GRC,1971,3217000
Greece,GRC,1972,3935000
Greece,GRC,1973,4755000
Greece,GRC,1974,6348000
Greece,GRC,1975,5456000
Greece,GRC,1976,5345000
Greece,GRC,1977,5371000
Greece,GRC,1978,5109000
Greece,GRC,1979,5292000
Greece,GRC,1980,5390000
Greece,GRC,1981,5265000
Greece,GRC,1982,5056000
Greece,GRC,1983,4997000
Greece,GRC,1984,4745000
Greece,GRC,1985,5833000
Greece,GRC,1986,4000000
Greece,GRC,1987,3100000
Greece,GRC,1988,3200000
Greece,GRC,1989,3200000
Greece,GRC,1990,3300000
Greece,GRC,1991,3400000
Greece,GRC,1992,3300000
Greece,GRC,1993,4923000
Greece,GRC,1994,4910000
Greece,GRC,1995,4629000
Greece,GRC,1996,4670000
Greece,GRC,1997,4534000
Greece,GRC,1998,4564000
Greece,GRC,1999,4518000
Greece,GRC,2000,4541000
Greece,GRC,2001,4824000
Greece,GRC,2002,4822000
Greece,GRC,2003,4786000
Greece,GRC,2004,4937000
Greece,GRC,2005,4682000
Greece,GRC,2006,4455000
Greece,GRC,2007,4227000
Greece,GRC,2008,4227000
Greece,GRC,2009,4089000
Greece,GRC,2010,3949000
Greece,GRC,2011,3938000
Greece,GRC,2012,3926000
Greece,GRC,2013,3951000
Greece,GRC,2014,2952000
Greece,GRC,2015,2045000
Greece,GRC,2016,1998000
Greece,GRC,2017,1722000
Greece,GRC,2018,1507000
Greece,GRC,2019,1518000
Guadeloupe,GLP,1961,47000
Guadeloupe,GLP,1962,47000
Guadeloupe,GLP,1963,47000
Guadeloupe,GLP,1964,47000
Guadeloupe,GLP,1965,33000
Guadeloupe,GLP,1966,27000
Guadeloupe,GLP,1967,17000
Guadeloupe,GLP,1968,13000
Guadeloupe,GLP,1969,10000
Guadeloupe,GLP,1970,7000
Guadeloupe,GLP,1971,3000
Guadeloupe,GLP,1972,2000
Guadeloupe,GLP,1973,2000
Guadeloupe,GLP,1974,6000
Guadeloupe,GLP,1975,12000
Guadeloupe,GLP,1976,20000
Guadeloupe,GLP,1977,20000
Guadeloupe,GLP,1978,35000
Guadeloupe,GLP,1979,54000
Guadeloupe,GLP,1980,69000
Guadeloupe,GLP,1981,187000
Guadeloupe,GLP,1982,180000
Guadeloupe,GLP,1983,185000
Guadeloupe,GLP,1984,193000
Guadeloupe,GLP,1985,197000
Guadeloupe,GLP,1986,190000
Guadeloupe,GLP,1987,200000
Guadeloupe,GLP,1988,200000
Guadeloupe,GLP,1989,132000
Guadeloupe,GLP,1990,129000
Guadeloupe,GLP,1991,100000
Guadeloupe,GLP,1992,110000
Guadeloupe,GLP,1993,105000
Guadeloupe,GLP,1994,105000
Guadeloupe,GLP,1995,54000
Guadeloupe,GLP,1996,22000
Guadeloupe,GLP,1997,18000
Guadeloupe,GLP,1998,18000
Guadeloupe,GLP,1999,35000
Guadeloupe,GLP,2000,35000
Guadeloupe,GLP,2001,35000
Guadeloupe,GLP,2002,35000
Guadeloupe,GLP,2003,35000
Guadeloupe,GLP,2004,35000
Guadeloupe,GLP,2005,99000
Guadeloupe,GLP,2006,39000
High-income countries,,1961,211899000
High-income countries,,1962,215715000
High-income countries,,1963,218924000
High-income countries,,1964,219731000
High-income countries,,1965,222869000
High-income countries,,1966,229516000
High-income countries,,1967,232738000
High-income countries,,1968,245574000
High-income countries,,1969,257297000
High-income countries,,1970,264898000
High-income countries,,1971,279206000
High-income countries,,1972,286840000
High-income countries,,1973,296261000
High-income countries,,1974,316261000
High-income countries,,1975,323674000
High-income countries,,1976,349302000
High-income countries,,1977,374614000
High-income countries,,1978,370849000
High-income countries,,1979,372480000
High-income countries,,1980,359578000
High-income countries,,1981,353999000
High-income countries,,1982,352868000
High-income countries,,1983,360210000
High-income countries,,1984,359392000
High-income countries,,1985,359082000
High-income countries,,1986,354968000
High-income countries,,1987,359178000
High-income countries,,1988,353080000
High-income countries,,1989,315186000
High-income countries,,1990,312516000
High-income countries,,1991,212959000
High-income countries,,1992,227385000
High-income countries,,1993,223911000
High-income countries,,1994,217095000
High-income countries,,1995,214727000
High-income countries,,1996,222155000
High-income countries,,1997,217674000
High-income countries,,1998,223717000
High-income countries,,1999,204436000
High-income countries,,2000,207113000
High-income countries,,2001,210450000
High-income countries,,2002,212680000
High-income countries,,2003,200956000
High-income countries,,2004,172625000
High-income countries,,2005,171184000
High-income countries,,2006,168733000
High-income countries,,2007,168733000
High-income countries,,2008,152021000
High-income countries,,2009,141680000
High-income countries,,2010,143622000
High-income countries,,2011,146395000
High-income countries,,2012,145550000
High-income countries,,2013,143512000
High-income countries,,2014,141066000
High-income countries,,2015,136825000
High-income countries,,2016,128696000
High-income countries,,2017,122143000
High-income countries,,2018,99745000
High-income countries,,2019,67064000
High-income countries,,2020,59180000
High-income countries,,2021,19181000
Hungary,HUN,1961,3000000
Hungary,HUN,1962,3000000
Hungary,HUN,1963,3000000
Hungary,HUN,1964,3700000
Hungary,HUN,1965,3700000
Hungary,HUN,1966,3700000
Hungary,HUN,1967,3700000
Hungary,HUN,1968,4400000
Hungary,HUN,1969,4400000
Hungary,HUN,1970,5600000
Hungary,HUN,1971,7400000
Hungary,HUN,1972,7400000
Hungary,HUN,1973,11100000
Hungary,HUN,1974,11100000
Hungary,HUN,1975,17500000
Hungary,HUN,1976,17600000
Hungary,HUN,1977,17900000
Hungary,HUN,1978,19000000
Hungary,HUN,1979,16100000
Hungary,HUN,1980,16900000
Hungary,HUN,1981,16629000
Hungary,HUN,1982,16598000
Hungary,HUN,1983,17705000
Hungary,HUN,1984,15069000
Hungary,HUN,1985,13569000
Hungary,HUN,1986,12908000
Hungary,HUN,1987,14136000
Hungary,HUN,1988,14069000
Hungary,HUN,1989,10999000
Hungary,HUN,1990,11612000
Hungary,HUN,1991,10839000
Hungary,HUN,1992,11700000
Hungary,HUN,1993,10804000
Hungary,HUN,1994,10257000
Hungary,HUN,1995,8538000
Hungary,HUN,1996,8457000
Hungary,HUN,1997,7800000
Hungary,HUN,1998,6800000
Hungary,HUN,1999,8300000
Hungary,HUN,2000,10600000
Hungary,HUN,2001,8000000
Hungary,HUN,2002,7300000
Hungary,HUN,2003,6500000
Hungary,HUN,2004,6386000
Hungary,HUN,2005,6289000
Hungary,HUN,2006,5461000
Hungary,HUN,2007,4995000
Hungary,HUN,2008,2040000
Hungary,HUN,2009,2515000
Hungary,HUN,2010,4281000
Hungary,HUN,2011,4125000
Hungary,HUN,2012,4550000
Hungary,HUN,2013,4532000
Hungary,HUN,2014,4834000
Hungary,HUN,2015,5061000
Hungary,HUN,2016,4239000
Hungary,HUN,2017,3714000
Hungary,HUN,2018,3978000
Hungary,HUN,2019,4128000
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
Indonesia,IDN,2017,0
Indonesia,IDN,2018,348000
Indonesia,IDN,2019,478000
Indonesia,IDN,2020,316000
Indonesia,IDN,2021,314000
Italy,ITA,1961,32580000
Italy,ITA,1962,35280000
Italy,ITA,1963,37800000
Italy,ITA,1964,39000000
Italy,ITA,1965,42000000
Italy,ITA,1966,45600000
Italy,ITA,1967,47520000
Italy,ITA,1968,49320000
Italy,ITA,1969,52200000
Italy,ITA,1970,56520000
Italy,ITA,1971,61080000
Italy,ITA,1972,68400000
Italy,ITA,1973,72840000
Italy,ITA,1974,80520000
Italy,ITA,1975,83520000
Italy,ITA,1976,84120000
Italy,ITA,1977,94130000
Italy,ITA,1978,101500000
Italy,ITA,1979,109800000
Italy,ITA,1980,116700000
Italy,ITA,1981,119300000
Italy,ITA,1982,119000000
Italy,ITA,1983,118000000
Italy,ITA,1984,119400000
Italy,ITA,1985,121700000
Italy,ITA,1986,122900000
Italy,ITA,1987,125100000
Italy,ITA,1988,130700000
Italy,ITA,1989,124000000
Italy,ITA,1990,122700000
Italy,ITA,1991,36240000
Italy,ITA,1992,35638000
Italy,ITA,1993,35038000
Italy,ITA,1994,34440000
Italy,ITA,1995,33844000
Italy,ITA,1996,33250000
Italy,ITA,1997,32658000
Italy,ITA,1998,32068000
Italy,ITA,1999,31481000
Italy,ITA,2000,30895000
Italy,ITA,2001,30311000
Italy,ITA,2002,30000000
Italy,ITA,2003,28103000
Italy,ITA,2004,27442000
Italy,ITA,2005,28765000
Italy,ITA,2006,28390000
Italy,ITA,2007,27753000
Italy,ITA,2008,27364000
Italy,ITA,2009,26802000
Italy,ITA,2010,26229000
Italy,ITA,2011,25759000
Italy,ITA,2012,25488000
Italy,ITA,2013,25277000
Italy,ITA,2014,22655000
Italy,ITA,2015,21291000
Italy,ITA,2016,20881000
Italy,ITA,2017,18983000
Italy,ITA,2018,15858000
Italy,ITA,2019,16573000
Italy,ITA,2020,16501000
Jordan,JOR,1961,0
Jordan,JOR,1962,0
Jordan,JOR,1963,0
Jordan,JOR,1964,0
Jordan,JOR,1965,0
Jordan,JOR,1966,0
Jordan,JOR,1967,0
Jordan,JOR,1968,0
Jordan,JOR,1969,0
Jordan,JOR,1970,0
Jordan,JOR,1971,0
Jordan,JOR,1972,0
Jordan,JOR,1973,0
Jordan,JOR,1974,0
Jordan,JOR,1975,0
Jordan,JOR,1976,0
Jordan,JOR,1977,0
Jordan,JOR,1978,0
Jordan,JOR,1979,0
Jordan,JOR,1980,0
Jordan,JOR,1981,200000
Jordan,JOR,1982,150000
Jordan,JOR,1983,150000
Jordan,JOR,1984,160000
Jordan,JOR,1985,160000
Jordan,JOR,1986,160000
Jordan,JOR,1987,160000
Jordan,JOR,1988,160000
Jordan,JOR,1989,160000
Jordan,JOR,1990,160000
Jordan,JOR,1991,160000
Jordan,JOR,1992,160000
Jordan,JOR,1993,160000
Jordan,JOR,1994,160000
Jordan,JOR,1995,160000
Jordan,JOR,1996,160000
Jordan,JOR,1997,160000
Jordan,JOR,1998,160000
Jordan,JOR,1999,160000
Jordan,JOR,2000,160000
Jordan,JOR,2001,160000
Jordan,JOR,2002,160000
Jordan,JOR,2003,160000
Jordan,JOR,2004,160000
Jordan,JOR,2005,40000
Jordan,JOR,2006,20000
Jordan,JOR,2007,20000
Jordan,JOR,2008,20000
Jordan,JOR,2009,20000
Jordan,JOR,2010,20000
Jordan,JOR,2011,20000
Jordan,JOR,2012,20000
Jordan,JOR,2013,20000
Jordan,JOR,2014,20000
Jordan,JOR,2015,17000
Jordan,JOR,2016,18000
Jordan,JOR,2017,19000
Jordan,JOR,2018,20000
Jordan,JOR,2019,21000
Jordan,JOR,2020,24000
Jordan,JOR,2021,26000
Kazakhstan,KAZ,1992,357000
Kazakhstan,KAZ,1993,167000
Kazakhstan,KAZ,1994,267000
Kazakhstan,KAZ,1995,199000
Kazakhstan,KAZ,1996,150000
Kazakhstan,KAZ,1997,117000
Kazakhstan,KAZ,1998,90000
Kazakhstan,KAZ,1999,95000
Kazakhstan,KAZ,2000,110000
Kazakhstan,KAZ,2001,132000
Kazakhstan,KAZ,2002,152000
Kazakhstan,KAZ,2003,167000
Kazakhstan,KAZ,2004,163000
Kazakhstan,KAZ,2005,140000
Kazakhstan,KAZ,2006,135000
Kazakhstan,KAZ,2007,121000
Kazakhstan,KAZ,2008,105000
Kazakhstan,KAZ,2009,82000
Kazakhstan,KAZ,2010,101000
Kazakhstan,KAZ,2011,107000
Kazakhstan,KAZ,2012,93000
Kazakhstan,KAZ,2013,84000
Kazakhstan,KAZ,2014,80000
Kazakhstan,KAZ,2015,72000
Kazakhstan,KAZ,2016,47000
Kazakhstan,KAZ,2017,52000
Kazakhstan,KAZ,2018,60000
Kazakhstan,KAZ,2019,46000
Kazakhstan,KAZ,2020,38000
Kazakhstan,KAZ,2021,43000
Kenya,KEN,1961,0
Kenya,KEN,1962,0
Kenya,KEN,1963,0
Kenya,KEN,1964,0
Kenya,KEN,1965,0
Kenya,KEN,1966,0
Kenya,KEN,1967,0
Kenya,KEN,1968,0
Kenya,KEN,1969,25000
Kenya,KEN,1970,25000
Kenya,KEN,1971,30000
Kenya,KEN,1972,30000
Kenya,KEN,1973,35000
Kenya,KEN,1974,35000
Kenya,KEN,1975,40000
Kenya,KEN,1976,40000
Kenya,KEN,1977,45000
Kenya,KEN,1978,45000
Kenya,KEN,1979,50000
Kenya,KEN,1980,125000
Kenya,KEN,1981,200000
Kenya,KEN,1982,300000
Kenya,KEN,1983,400000
Kenya,KEN,1984,500000
Kenya,KEN,1985,600000
Kenya,KEN,1986,700000
Kenya,KEN,1987,800000
Kenya,KEN,1988,900000
Kenya,KEN,1989,1000000
Kenya,KEN,1990,1070000
Kenya,KEN,1991,1245000
Kenya,KEN,1992,1350000
Kenya,KEN,1993,1500000
Kenya,KEN,1994,1370000
Kenya,KEN,1995,1550000
Kenya,KEN,1996,2250000
Kenya,KEN,1997,1750000
Kenya,KEN,1998,1650000
Kenya,KEN,1999,1950000
Kenya,KEN,2000,2100000
Kenya,KEN,2001,2000000
Kenya,KEN,2002,2350000
Kenya,KEN,2003,2550000
Kenya,KEN,2004,2200000
Kenya,KEN,2005,2350000
Kenya,KEN,2006,2700000
Kenya,KEN,2007,2200000
Kenya,KEN,2008,2250000
Kenya,KEN,2009,2350000
Kenya,KEN,2010,2650000
Kenya,KEN,2011,2450000
Kenya,KEN,2012,2500000
Kenya,KEN,2013,2550000
Kenya,KEN,2014,2197000
Kenya,KEN,2015,1868000
Kenya,KEN,2016,1271000
Kenya,KEN,2017,1256000
Kenya,KEN,2018,310000
Kenya,KEN,2019,729000
Kenya,KEN,2020,2141000
Kenya,KEN,2021,828000
Kyrgyzstan,KGZ,1992,730000
Kyrgyzstan,KGZ,1993,330000
Kyrgyzstan,KGZ,1994,400000
Kyrgyzstan,KGZ,1995,217000
Kyrgyzstan,KGZ,1996,130000
Kyrgyzstan,KGZ,1997,135000
Kyrgyzstan,KGZ,1998,122000
Kyrgyzstan,KGZ,1999,170000
Kyrgyzstan,KGZ,2000,180000
Kyrgyzstan,KGZ,2001,180000
Kyrgyzstan,KGZ,2002,171000
Kyrgyzstan,KGZ,2003,237000
Kyrgyzstan,KGZ,2004,90000
Kyrgyzstan,KGZ,2005,106000
Kyrgyzstan,KGZ,2006,290000
Kyrgyzstan,KGZ,2007,260000
Kyrgyzstan,KGZ,2008,200000
Kyrgyzstan,KGZ,2009,180000
Kyrgyzstan,KGZ,2010,200000
Kyrgyzstan,KGZ,2011,215000
Kyrgyzstan,KGZ,2012,227000
Kyrgyzstan,KGZ,2013,245000
Kyrgyzstan,KGZ,2014,209000
Kyrgyzstan,KGZ,2015,203000
Kyrgyzstan,KGZ,2016,214000
Kyrgyzstan,KGZ,2017,213000
Kyrgyzstan,KGZ,2018,240000
Kyrgyzstan,KGZ,2019,103000
Kyrgyzstan,KGZ,2020,75000
Kyrgyzstan,KGZ,2021,73000
Land Locked Developing Countries (FAO),,1961,513000
Land Locked Developing Countries (FAO),,1962,530000
Land Locked Developing Countries (FAO),,1963,547000
Land Locked Developing Countries (FAO),,1964,564000
Land Locked Developing Countries (FAO),,1965,582000
Land Locked Developing Countries (FAO),,1966,600000
Land Locked Developing Countries (FAO),,1967,616000
Land Locked Developing Countries (FAO),,1968,653000
Land Locked Developing Countries (FAO),,1969,670000
Land Locked Developing Countries (FAO),,1970,704000
Land Locked Developing Countries (FAO),,1971,757000
Land Locked Developing Countries (FAO),,1972,791000
Land Locked Developing Countries (FAO),,1973,824000
Land Locked Developing Countries (FAO),,1974,862000
Land Locked Developing Countries (FAO),,1975,878000
Land Locked Developing Countries (FAO),,1976,925000
Land Locked Developing Countries (FAO),,1977,998000
