Entity,Code,Year,Geese | 00001072 || Stocks | 005112 || animals
Low Income Food Deficit Countries (FAO),,1983,1715000
Low Income Food Deficit Countries (FAO),,1984,1703000
Low Income Food Deficit Countries (FAO),,1985,2193000
Low Income Food Deficit Countries (FAO),,1986,2285000
Low Income Food Deficit Countries (FAO),,1987,1879000
Low Income Food Deficit Countries (FAO),,1988,2090000
Low Income Food Deficit Countries (FAO),,1989,1988000
Low Income Food Deficit Countries (FAO),,1990,2188000
Low Income Food Deficit Countries (FAO),,1991,2294000
Low Income Food Deficit Countries (FAO),,1992,2492000
Low Income Food Deficit Countries (FAO),,1993,2548000
Low Income Food Deficit Countries (FAO),,1994,2492000
Low Income Food Deficit Countries (FAO),,1995,2525000
Low Income Food Deficit Countries (FAO),,1996,2726000
Low Income Food Deficit Countries (FAO),,1997,2823000
Low Income Food Deficit Countries (FAO),,1998,2930000
Low Income Food Deficit Countries (FAO),,1999,9530000
Low Income Food Deficit Countries (FAO),,2000,12677000
Low Income Food Deficit Countries (FAO),,2001,8842000
Low Income Food Deficit Countries (FAO),,2002,8146000
Low Income Food Deficit Countries (FAO),,2003,15164000
Low Income Food Deficit Countries (FAO),,2004,10408000
Low Income Food Deficit Countries (FAO),,2005,5599000
Low Income Food Deficit Countries (FAO),,2006,5201000
Low Income Food Deficit Countries (FAO),,2007,22234000
Low Income Food Deficit Countries (FAO),,2008,11206000
Low Income Food Deficit Countries (FAO),,2009,15173000
Low Income Food Deficit Countries (FAO),,2010,18966000
Low Income Food Deficit Countries (FAO),,2011,18160000
Low Income Food Deficit Countries (FAO),,2012,18166000
Low Income Food Deficit Countries (FAO),,2013,18155000
Low Income Food Deficit Countries (FAO),,2014,18166000
Low Income Food Deficit Countries (FAO),,2015,17419000
Low Income Food Deficit Countries (FAO),,2016,15463000
Low Income Food Deficit Countries (FAO),,2017,17628000
Low Income Food Deficit Countries (FAO),,2018,18882000
Low Income Food Deficit Countries (FAO),,2019,18673000
Low Income Food Deficit Countries (FAO),,2020,19025000
Low Income Food Deficit Countries (FAO),,2021,19479000
Low-income countries,,1961,1530000
Low-income countries,,1962,1577000
Low-income countries,,1963,1629000
Low-income countries,,1964,1690000
Low-income countries,,1965,1741000
Low-income countries,,1966,1798000
Low-income countries,,1967,1868000
Low-income countries,,1968,1887000
Low-income countries,,1969,1938000
Low-income countries,,1970,2041000
Low-income countries,,1971,2099000
Low-income countries,,1972,2147000
Low-income countries,,1973,2203000
Low-income countries,,1974,2061000
Low-income countries,,1975,2267000
Low-income countries,,1976,2195000
Low-income countries,,1977,2192000
Low-income countries,,1978,2401000
Low-income countries,,1979,2413000
Low-income countries,,1980,1912000
Low-income countries,,1981,1912000
Low-income countries,,1982,1793000
Low-income countries,,1983,1688000
Low-income countries,,1984,1676000
Low-income countries,,1985,2166000
Low-income countries,,1986,2258000
Low-income countries,,1987,1849000
Low-income countries,,1988,2060000
Low-income countries,,1989,1958000
Low-income countries,,1990,2158000
Low-income countries,,1991,2264000
Low-income countries,,1992,2262000
Low-income countries,,1993,2358000
Low-income countries,,1994,2362000
Low-income countries,,1995,2465000
Low-income countries,,1996,2666000
Low-income countries,,1997,2763000
Low-income countries,,1998,2860000
Low-income countries,,1999,9460000
Low-income countries,,2000,12597000
Low-income countries,,2001,8757000
Low-income countries,,2002,8061000
Low-income countries,,2003,15059000
Low-income countries,,2004,10286000
Low-income countries,,2005,5472000
Low-income countries,,2006,5088000
Low-income countries,,2007,22114000
Low-income countries,,2008,11096000
Low-income countries,,2009,15076000
Low-income countries,,2010,18866000
Low-income countries,,2011,18066000
Low-income countries,,2012,18073000
Low-income countries,,2013,18061000
Low-income countries,,2014,18070000
Low-income countries,,2015,17328000
Low-income countries,,2016,15369000
Low-income countries,,2017,17533000
Low-income countries,,2018,18798000
Low-income countries,,2019,18591000
Low-income countries,,2020,18941000
Low-income countries,,2021,19395000
Lower-middle-income countries,,1961,3092000
Lower-middle-income countries,,1962,3137000
Lower-middle-income countries,,1963,3214000
Lower-middle-income countries,,1964,3207000
Lower-middle-income countries,,1965,3267000
Lower-middle-income countries,,1966,3298000
Lower-middle-income countries,,1967,3432000
Lower-middle-income countries,,1968,3480000
Lower-middle-income countries,,1969,3534000
Lower-middle-income countries,,1970,3607000
Lower-middle-income countries,,1971,3658000
Lower-middle-income countries,,1972,3715000
Lower-middle-income countries,,1973,3774000
Lower-middle-income countries,,1974,3830000
Lower-middle-income countries,,1975,3891000
Lower-middle-income countries,,1976,3950000
Lower-middle-income countries,,1977,4008000
Lower-middle-income countries,,1978,4070000
Lower-middle-income countries,,1979,4155000
Lower-middle-income countries,,1980,4210000
Lower-middle-income countries,,1981,4294000
Lower-middle-income countries,,1982,5575000
Lower-middle-income countries,,1983,6710000
Lower-middle-income countries,,1984,7169000
Lower-middle-income countries,,1985,7315000
Lower-middle-income countries,,1986,7434000
Lower-middle-income countries,,1987,7585000
Lower-middle-income countries,,1988,7771000
Lower-middle-income countries,,1989,7567000
Lower-middle-income countries,,1990,7771000
Lower-middle-income countries,,1991,9769000
Lower-middle-income countries,,1992,23297000
Lower-middle-income countries,,1993,24453000
Lower-middle-income countries,,1994,25551000
Lower-middle-income countries,,1995,26876000
Lower-middle-income countries,,1996,26582000
Lower-middle-income countries,,1997,26355000
Lower-middle-income countries,,1998,16966000
Lower-middle-income countries,,1999,17702000
Lower-middle-income countries,,2000,17874000
Lower-middle-income countries,,2001,17876000
Lower-middle-income countries,,2002,18519000
Lower-middle-income countries,,2003,19376000
Lower-middle-income countries,,2004,18541000
Lower-middle-income countries,,2005,18903000
Lower-middle-income countries,,2006,17690000
Lower-middle-income countries,,2007,18475000
Lower-middle-income countries,,2008,17797000
Lower-middle-income countries,,2009,16992000
Lower-middle-income countries,,2010,16367000
Lower-middle-income countries,,2011,16913000
Lower-middle-income countries,,2012,17169000
Lower-middle-income countries,,2013,16764000
Lower-middle-income countries,,2014,16322000
Lower-middle-income countries,,2015,17535000
Lower-middle-income countries,,2016,17236000
Lower-middle-income countries,,2017,17065000
Lower-middle-income countries,,2018,17240000
Lower-middle-income countries,,2019,17413000
Lower-middle-income countries,,2020,17362000
Lower-middle-income countries,,2021,16909000
Madagascar,MDG,1961,1500000
Madagascar,MDG,1962,1550000
Madagascar,MDG,1963,1600000
Madagascar,MDG,1964,1650000
Madagascar,MDG,1965,1700000
Madagascar,MDG,1966,1750000
Madagascar,MDG,1967,1800000
Madagascar,MDG,1968,1850000
Madagascar,MDG,1969,1900000
Madagascar,MDG,1970,2000000
Madagascar,MDG,1971,2050000
Madagascar,MDG,1972,2100000
Madagascar,MDG,1973,2150000
Madagascar,MDG,1974,2000000
Madagascar,MDG,1975,2200000
Madagascar,MDG,1976,2100000
Madagascar,MDG,1977,2100000
Madagascar,MDG,1978,2300000
Madagascar,MDG,1979,2300000
Madagascar,MDG,1980,1800000
Madagascar,MDG,1981,1800000
Madagascar,MDG,1982,1700000
Madagascar,MDG,1983,1600000
Madagascar,MDG,1984,1600000
Madagascar,MDG,1985,2100000
Madagascar,MDG,1986,2200000
Madagascar,MDG,1987,1800000
Madagascar,MDG,1988,2000000
Madagascar,MDG,1989,1900000
Madagascar,MDG,1990,2100000
Madagascar,MDG,1991,2200000
Madagascar,MDG,1992,2200000
Madagascar,MDG,1993,2300000
Madagascar,MDG,1994,2300000
Madagascar,MDG,1995,2400000
Madagascar,MDG,1996,2600000
Madagascar,MDG,1997,2700000
Madagascar,MDG,1998,2800000
Madagascar,MDG,1999,2900000
Madagascar,MDG,2000,3100000
Madagascar,MDG,2001,3000000
Madagascar,MDG,2002,3000000
Madagascar,MDG,2003,3000000
Madagascar,MDG,2004,3000000
Madagascar,MDG,2005,3000000
Madagascar,MDG,2006,3000000
Madagascar,MDG,2007,3000000
Madagascar,MDG,2008,3000000
Madagascar,MDG,2009,3010000
Madagascar,MDG,2010,3010000
Madagascar,MDG,2011,3000000
Madagascar,MDG,2012,3010000
Madagascar,MDG,2013,3000000
Madagascar,MDG,2014,3010000
Madagascar,MDG,2015,3014000
Madagascar,MDG,2016,3018000
Madagascar,MDG,2017,3017000
Madagascar,MDG,2018,3012000
Madagascar,MDG,2019,3009000
Madagascar,MDG,2020,3009000
Madagascar,MDG,2021,3010000
Martinique,MTQ,1961,2000
Martinique,MTQ,1962,2000
Martinique,MTQ,1963,2000
Martinique,MTQ,1964,3000
Martinique,MTQ,1965,3000
Martinique,MTQ,1966,3000
Martinique,MTQ,1967,3000
Martinique,MTQ,1968,3000
Martinique,MTQ,1969,3000
Martinique,MTQ,1970,3000
Martinique,MTQ,1971,3000
Martinique,MTQ,1972,3000
Martinique,MTQ,1973,4000
Martinique,MTQ,1974,4000
Martinique,MTQ,1975,4000
Martinique,MTQ,1976,4000
Martinique,MTQ,1977,4000
Martinique,MTQ,1978,4000
Martinique,MTQ,1979,3000
Martinique,MTQ,1980,3000
Martinique,MTQ,1981,3000
Martinique,MTQ,1982,0
Martinique,MTQ,1990,0
Martinique,MTQ,1991,0
Martinique,MTQ,1992,0
Mauritius,MUS,1961,3000
Mauritius,MUS,1962,3000
Mauritius,MUS,1963,3000
Mauritius,MUS,1964,2000
Mauritius,MUS,1965,2000
Mauritius,MUS,1966,2000
Mauritius,MUS,1967,2000
Mauritius,MUS,1968,2000
Mauritius,MUS,1969,2000
Mauritius,MUS,1970,2000
Mauritius,MUS,1971,2000
Mauritius,MUS,1972,2000
Mauritius,MUS,1973,2000
Mauritius,MUS,1974,2000
Mauritius,MUS,1975,2000
Mauritius,MUS,1976,2000
Mauritius,MUS,1977,2000
Mauritius,MUS,1978,2000
Mauritius,MUS,1979,2000
Mauritius,MUS,1980,2000
Mauritius,MUS,1981,2000
Mauritius,MUS,1982,2000
Mauritius,MUS,1983,2000
Mauritius,MUS,1984,2000
Mauritius,MUS,1985,2000
Mauritius,MUS,1986,2000
Mauritius,MUS,1987,2000
Mauritius,MUS,1988,2000
Mauritius,MUS,1989,2000
Mauritius,MUS,1990,2000
Mauritius,MUS,1991,2000
Mauritius,MUS,1992,3000
Mauritius,MUS,1993,4000
Mauritius,MUS,1994,6000
Mauritius,MUS,1995,8000
Mauritius,MUS,1996,10000
Mauritius,MUS,1997,12000
Mauritius,MUS,1998,14000
Mauritius,MUS,1999,16000
Mauritius,MUS,2000,18000
Mauritius,MUS,2001,18000
Mauritius,MUS,2002,18000
Mauritius,MUS,2003,18000
Mauritius,MUS,2004,18000
Mauritius,MUS,2005,18000
Mauritius,MUS,2006,18000
Mauritius,MUS,2007,19000
Mauritius,MUS,2008,20000
Mauritius,MUS,2009,20000
Mauritius,MUS,2010,20000
Mauritius,MUS,2011,20000
Mauritius,MUS,2012,20000
Mauritius,MUS,2013,20000
Mauritius,MUS,2014,20000
Mauritius,MUS,2015,20000
Mauritius,MUS,2016,20000
Mauritius,MUS,2017,20000
Mauritius,MUS,2018,20000
Mauritius,MUS,2019,20000
Mauritius,MUS,2020,21000
Mauritius,MUS,2021,21000
Mozambique,MOZ,1991,0
Mozambique,MOZ,1992,0
Mozambique,MOZ,1993,0
Mozambique,MOZ,1994,0
Mozambique,MOZ,1995,0
Mozambique,MOZ,1996,0
Mozambique,MOZ,1997,0
Mozambique,MOZ,1998,0
Mozambique,MOZ,1999,6500000
Mozambique,MOZ,2000,9437000
Mozambique,MOZ,2001,5700000
Mozambique,MOZ,2002,5000000
Mozambique,MOZ,2003,12000000
Mozambique,MOZ,2004,7224000
Mozambique,MOZ,2005,2413000
Mozambique,MOZ,2006,2029000
Mozambique,MOZ,2007,19054000
Mozambique,MOZ,2008,8034000
Mozambique,MOZ,2009,12000000
Mozambique,MOZ,2010,15792000
Mozambique,MOZ,2011,15000000
Mozambique,MOZ,2012,15000000
Mozambique,MOZ,2013,15000000
Mozambique,MOZ,2014,15000000
Mozambique,MOZ,2015,14255000
Mozambique,MOZ,2016,12291000
Mozambique,MOZ,2017,14460000
Mozambique,MOZ,2018,15728000
Mozambique,MOZ,2019,15526000
Mozambique,MOZ,2020,15874000
Mozambique,MOZ,2021,16329000
Myanmar,MMR,1961,70000
Myanmar,MMR,1962,60000
Myanmar,MMR,1963,50000
Myanmar,MMR,1964,48000
Myanmar,MMR,1965,51000
Myanmar,MMR,1966,54000
Myanmar,MMR,1967,60000
Myanmar,MMR,1968,84000
Myanmar,MMR,1969,97000
Myanmar,MMR,1970,118000
Myanmar,MMR,1971,130000
Myanmar,MMR,1972,139000
Myanmar,MMR,1973,151000
Myanmar,MMR,1974,156000
Myanmar,MMR,1975,167000
Myanmar,MMR,1976,180000
Myanmar,MMR,1977,189000
Myanmar,MMR,1978,195000
Myanmar,MMR,1979,210000
Myanmar,MMR,1980,224000
Myanmar,MMR,1981,250000
Myanmar,MMR,1982,276000
Myanmar,MMR,1983,280000
Myanmar,MMR,1984,307000
Myanmar,MMR,1985,326000
Myanmar,MMR,1986,325000
Myanmar,MMR,1987,325000
Myanmar,MMR,1988,343000
Myanmar,MMR,1989,281000
Myanmar,MMR,1990,299000
Myanmar,MMR,1991,315000
Myanmar,MMR,1992,327000
Myanmar,MMR,1993,342000
Myanmar,MMR,1994,367000
Myanmar,MMR,1995,395000
Myanmar,MMR,1996,450000
Myanmar,MMR,1997,450000
Myanmar,MMR,1998,450000
Myanmar,MMR,1999,500000
Myanmar,MMR,2000,520000
Myanmar,MMR,2001,560000
Myanmar,MMR,2002,600000
Myanmar,MMR,2003,720000
Myanmar,MMR,2004,800000
Myanmar,MMR,2005,980000
Myanmar,MMR,2006,1050000
Myanmar,MMR,2007,1300000
Myanmar,MMR,2008,1540000
Myanmar,MMR,2009,1565000
Myanmar,MMR,2010,1751000
Myanmar,MMR,2011,1966000
Myanmar,MMR,2012,2182000
Myanmar,MMR,2013,2441000
Myanmar,MMR,2014,2735000
Myanmar,MMR,2015,3466000
Myanmar,MMR,2016,3455000
Myanmar,MMR,2017,4267000
Myanmar,MMR,2018,4498000
Myanmar,MMR,2019,4590000
Myanmar,MMR,2020,4688000
Myanmar,MMR,2021,4700000
Net Food Importing Developing Countries (FAO),,1961,3907000
Net Food Importing Developing Countries (FAO),,1962,3974000
Net Food Importing Developing Countries (FAO),,1963,4040000
Net Food Importing Developing Countries (FAO),,1964,4109000
Net Food Importing Developing Countries (FAO),,1965,4190000
Net Food Importing Developing Countries (FAO),,1966,4269000
Net Food Importing Developing Countries (FAO),,1967,4353000
Net Food Importing Developing Countries (FAO),,1968,4453000
Net Food Importing Developing Countries (FAO),,1969,4545000
Net Food Importing Developing Countries (FAO),,1970,4690000
Net Food Importing Developing Countries (FAO),,1971,4775000
Net Food Importing Developing Countries (FAO),,1972,4862000
Net Food Importing Developing Countries (FAO),,1973,4950000
Net Food Importing Developing Countries (FAO),,1974,4825000
Net Food Importing Developing Countries (FAO),,1975,5059000
Net Food Importing Developing Countries (FAO),,1976,4994000
Net Food Importing Developing Countries (FAO),,1977,5024000
Net Food Importing Developing Countries (FAO),,1978,5258000
Net Food Importing Developing Countries (FAO),,1979,5318000
Net Food Importing Developing Countries (FAO),,1980,4842000
Net Food Importing Developing Countries (FAO),,1981,4908000
Net Food Importing Developing Countries (FAO),,1982,6066000
Net Food Importing Developing Countries (FAO),,1983,7081000
Net Food Importing Developing Countries (FAO),,1984,7518000
Net Food Importing Developing Countries (FAO),,1985,8135000
Net Food Importing Developing Countries (FAO),,1986,8334000
Net Food Importing Developing Countries (FAO),,1987,8034000
Net Food Importing Developing Countries (FAO),,1988,8351000
Net Food Importing Developing Countries (FAO),,1989,8281000
Net Food Importing Developing Countries (FAO),,1990,8596000
Net Food Importing Developing Countries (FAO),,1991,10645000
Net Food Importing Developing Countries (FAO),,1992,12292000
Net Food Importing Developing Countries (FAO),,1993,14378000
Net Food Importing Developing Countries (FAO),,1994,16771000
Net Food Importing Developing Countries (FAO),,1995,18304000
Net Food Importing Developing Countries (FAO),,1996,18639000
Net Food Importing Developing Countries (FAO),,1997,18825000
Net Food Importing Developing Countries (FAO),,1998,9928000
Net Food Importing Developing Countries (FAO),,1999,16671000
Net Food Importing Developing Countries (FAO),,2000,19836000
Net Food Importing Developing Countries (FAO),,2001,16138000
Net Food Importing Developing Countries (FAO),,2002,15481000
Net Food Importing Developing Countries (FAO),,2003,22703000
Net Food Importing Developing Countries (FAO),,2004,18008000
Net Food Importing Developing Countries (FAO),,2005,13468000
Net Food Importing Developing Countries (FAO),,2006,13155000
Net Food Importing Developing Countries (FAO),,2007,30431000
Net Food Importing Developing Countries (FAO),,2008,19654000
Net Food Importing Developing Countries (FAO),,2009,23734000
Net Food Importing Developing Countries (FAO),,2010,27777000
Net Food Importing Developing Countries (FAO),,2011,27195000
Net Food Importing Developing Countries (FAO),,2012,27426000
Net Food Importing Developing Countries (FAO),,2013,27681000
Net Food Importing Developing Countries (FAO),,2014,27995000
Net Food Importing Developing Countries (FAO),,2015,27988000
Net Food Importing Developing Countries (FAO),,2016,25974000
Net Food Importing Developing Countries (FAO),,2017,28903000
Net Food Importing Developing Countries (FAO),,2018,30414000
Net Food Importing Developing Countries (FAO),,2019,30337000
Net Food Importing Developing Countries (FAO),,2020,30777000
Net Food Importing Developing Countries (FAO),,2021,31236000
New Zealand,NZL,1961,73000
New Zealand,NZL,1962,75000
New Zealand,NZL,1963,76000
New Zealand,NZL,1964,78000
New Zealand,NZL,1965,79000
New Zealand,NZL,1966,82000
New Zealand,NZL,1967,82000
New Zealand,NZL,1968,85000
New Zealand,NZL,1969,84000
New Zealand,NZL,1970,83000
New Zealand,NZL,1971,83000
New Zealand,NZL,1972,86000
New Zealand,NZL,1973,50000
New Zealand,NZL,1974,50000
New Zealand,NZL,1975,50000
New Zealand,NZL,1976,50000
New Zealand,NZL,1977,50000
New Zealand,NZL,1978,49000
New Zealand,NZL,1979,78000
New Zealand,NZL,1980,72000
New Zealand,NZL,1981,147000
New Zealand,NZL,1982,24000
New Zealand,NZL,1983,40000
New Zealand,NZL,1984,60000
New Zealand,NZL,1985,60000
New Zealand,NZL,1986,60000
New Zealand,NZL,1987,60000
New Zealand,NZL,1988,60000
New Zealand,NZL,1989,60000
New Zealand,NZL,1990,60000
New Zealand,NZL,1991,60000
New Zealand,NZL,1992,62000
New Zealand,NZL,1993,63000
New Zealand,NZL,1994,65000
New Zealand,NZL,1995,65000
New Zealand,NZL,1996,65000
New Zealand,NZL,1997,65000
New Zealand,NZL,1998,65000
New Zealand,NZL,1999,65000
New Zealand,NZL,2000,65000
New Zealand,NZL,2001,65000
New Zealand,NZL,2002,68000
New Zealand,NZL,2003,68000
New Zealand,NZL,2004,70000
New Zealand,NZL,2005,70000
New Zealand,NZL,2006,75000
New Zealand,NZL,2007,80000
New Zealand,NZL,2008,75000
New Zealand,NZL,2009,80000
New Zealand,NZL,2010,80000
New Zealand,NZL,2011,80000
New Zealand,NZL,2012,80000
New Zealand,NZL,2013,82000
New Zealand,NZL,2014,82000
New Zealand,NZL,2015,83000
New Zealand,NZL,2016,84000
New Zealand,NZL,2017,84000
New Zealand,NZL,2018,85000
New Zealand,NZL,2019,85000
New Zealand,NZL,2020,85000
New Zealand,NZL,2021,85000
North America,,1961,333000
North America,,1962,330000
North America,,1963,351000
North America,,1964,351000
North America,,1965,352000
North America,,1966,360000
North America,,1967,370000
North America,,1968,388000
North America,,1969,401000
North America,,1970,411000
North America,,1971,442000
North America,,1972,435000
North America,,1973,436000
North America,,1974,437000
North America,,1975,437000
North America,,1976,371000
North America,,1977,371000
North America,,1978,371000
North America,,1979,371000
North America,,1980,371000
North America,,1981,515000
North America,,1982,513000
North America,,1983,513000
North America,,1984,513000
North America,,1985,513000
North America,,1986,513000
North America,,1987,690000
North America,,1988,760000
North America,,1989,560000
North America,,1990,490000
North America,,1991,310000
North America,,1992,245000
North America,,1993,260000
North America,,1994,280000
North America,,1995,310000
North America,,1996,330000
North America,,1997,330000
North America,,1998,330000
North America,,1999,330000
North America,,2000,330000
North America,,2001,335000
North America,,2002,335000
North America,,2003,340000
North America,,2004,340000
North America,,2005,340000
North America,,2006,340000
North America,,2007,340000
North America,,2008,340000
North America,,2009,350000
North America,,2010,360000
North America,,2011,370000
North America,,2012,370000
North America,,2013,390000
North America,,2014,390000
North America,,2015,383000
North America,,2016,375000
North America,,2017,369000
North America,,2018,375000
North America,,2019,376000
North America,,2020,378000
North America,,2021,380000
Northern Africa (FAO),,1961,2287000
Northern Africa (FAO),,1962,2312000
Northern Africa (FAO),,1963,2335000
Northern Africa (FAO),,1964,2360000
Northern Africa (FAO),,1965,2384000
Northern Africa (FAO),,1966,2408000
Northern Africa (FAO),,1967,2432000
Northern Africa (FAO),,1968,2456000
Northern Africa (FAO),,1969,2481000
Northern Africa (FAO),,1970,2505000
Northern Africa (FAO),,1971,2529000
Northern Africa (FAO),,1972,2553000
Northern Africa (FAO),,1973,2577000
Northern Africa (FAO),,1974,2601000
Northern Africa (FAO),,1975,2625000
Northern Africa (FAO),,1976,2649000
Northern Africa (FAO),,1977,2674000
Northern Africa (FAO),,1978,2698000
Northern Africa (FAO),,1979,2738000
Northern Africa (FAO),,1980,2747000
Northern Africa (FAO),,1981,2783000
Northern Africa (FAO),,1982,4014000
Northern Africa (FAO),,1983,5123000
Northern Africa (FAO),,1984,5532000
Northern Africa (FAO),,1985,5627000
Northern Africa (FAO),,1986,5724000
Northern Africa (FAO),,1987,5818000
Northern Africa (FAO),,1988,5914000
Northern Africa (FAO),,1989,6009000
Northern Africa (FAO),,1990,6105000
Northern Africa (FAO),,1991,8036000
Northern Africa (FAO),,1992,9669000
Northern Africa (FAO),,1993,11635000
Northern Africa (FAO),,1994,14000000
Northern Africa (FAO),,1995,15398000
Northern Africa (FAO),,1996,15481000
Northern Africa (FAO),,1997,15564000
Northern Africa (FAO),,1998,6565000
Northern Africa (FAO),,1999,6656000
Northern Africa (FAO),,2000,6656000
Northern Africa (FAO),,2001,6747000
Northern Africa (FAO),,2002,6747000
Northern Africa (FAO),,2003,6837000
Northern Africa (FAO),,2004,6837000
Northern Africa (FAO),,2005,6928000
Northern Africa (FAO),,2006,6928000
Northern Africa (FAO),,2007,6928000
Northern Africa (FAO),,2008,6930000
Northern Africa (FAO),,2009,7000000
Northern Africa (FAO),,2010,7077000
Northern Africa (FAO),,2011,7079000
Northern Africa (FAO),,2012,7085000
Northern Africa (FAO),,2013,7095000
Northern Africa (FAO),,2014,7105000
Northern Africa (FAO),,2015,7106000
Northern Africa (FAO),,2016,7064000
Northern Africa (FAO),,2017,7013000
Northern Africa (FAO),,2018,7031000
Northern Africa (FAO),,2019,7072000
Northern Africa (FAO),,2020,7065000
Northern Africa (FAO),,2021,7059000
Northern America (FAO),,1961,314000
Northern America (FAO),,1962,311000
Northern America (FAO),,1963,332000
Northern America (FAO),,1964,331000
Northern America (FAO),,1965,331000
Northern America (FAO),,1966,339000
Northern America (FAO),,1967,348000
Northern America (FAO),,1968,364000
Northern America (FAO),,1969,377000
Northern America (FAO),,1970,386000
Northern America (FAO),,1971,417000
Northern America (FAO),,1972,409000
Northern America (FAO),,1973,409000
Northern America (FAO),,1974,409000
Northern America (FAO),,1975,409000
Northern America (FAO),,1976,342000
Northern America (FAO),,1977,342000
Northern America (FAO),,1978,342000
Northern America (FAO),,1979,342000
Northern America (FAO),,1980,342000
Northern America (FAO),,1981,486000
Northern America (FAO),,1982,486000
Northern America (FAO),,1983,486000
Northern America (FAO),,1984,486000
Northern America (FAO),,1985,486000
Northern America (FAO),,1986,486000
Northern America (FAO),,1987,660000
Northern America (FAO),,1988,730000
Northern America (FAO),,1989,530000
Northern America (FAO),,1990,460000
Northern America (FAO),,1991,280000
Northern America (FAO),,1992,215000
Northern America (FAO),,1993,230000
Northern America (FAO),,1994,250000
Northern America (FAO),,1995,280000
Northern America (FAO),,1996,300000
Northern America (FAO),,1997,300000
Northern America (FAO),,1998,300000
Northern America (FAO),,1999,300000
Northern America (FAO),,2000,300000
Northern America (FAO),,2001,300000
Northern America (FAO),,2002,300000
Northern America (FAO),,2003,300000
Northern America (FAO),,2004,300000
Northern America (FAO),,2005,300000
Northern America (FAO),,2006,300000
Northern America (FAO),,2007,300000
Northern America (FAO),,2008,300000
Northern America (FAO),,2009,310000
Northern America (FAO),,2010,320000
Northern America (FAO),,2011,330000
Northern America (FAO),,2012,330000
Northern America (FAO),,2013,350000
Northern America (FAO),,2014,350000
Northern America (FAO),,2015,343000
Northern America (FAO),,2016,335000
Northern America (FAO),,2017,329000
Northern America (FAO),,2018,335000
Northern America (FAO),,2019,336000
Northern America (FAO),,2020,338000
Northern America (FAO),,2021,340000
Northern Europe (FAO),,1961,767000
Northern Europe (FAO),,1962,702000
Northern Europe (FAO),,1963,560000
Northern Europe (FAO),,1964,565000
Northern Europe (FAO),,1965,631000
Northern Europe (FAO),,1966,563000
Northern Europe (FAO),,1967,504000
Northern Europe (FAO),,1968,464000
Northern Europe (FAO),,1969,428000
Northern Europe (FAO),,1970,420000
Northern Europe (FAO),,1971,371000
Northern Europe (FAO),,1972,393000
Northern Europe (FAO),,1973,416000
Northern Europe (FAO),,1974,349000
Northern Europe (FAO),,1975,289000
Northern Europe (FAO),,1976,280000
Northern Europe (FAO),,1977,302000
Northern Europe (FAO),,1978,332000
Northern Europe (FAO),,1979,306000
Northern Europe (FAO),,1980,273000
Northern Europe (FAO),,1981,346000
Northern Europe (FAO),,1982,345000
Northern Europe (FAO),,1983,346000
Northern Europe (FAO),,1984,299000
Northern Europe (FAO),,1985,264000
Northern Europe (FAO),,1986,285000
Northern Europe (FAO),,1987,283000
Northern Europe (FAO),,1988,306000
Northern Europe (FAO),,1989,300000
Northern Europe (FAO),,1990,277000
Northern Europe (FAO),,1991,241000
Northern Europe (FAO),,1992,389000
Northern Europe (FAO),,1993,328000
Northern Europe (FAO),,1994,308000
Northern Europe (FAO),,1995,299000
Northern Europe (FAO),,1996,348000
Northern Europe (FAO),,1997,333000
Northern Europe (FAO),,1998,275000
Northern Europe (FAO),,1999,264000
Northern Europe (FAO),,2000,288000
Northern Europe (FAO),,2001,277000
Northern Europe (FAO),,2002,257000
Northern Europe (FAO),,2003,263000
Northern Europe (FAO),,2004,264000
Northern Europe (FAO),,2005,297000
Northern Europe (FAO),,2006,300000
Northern Europe (FAO),,2007,237000
Northern Europe (FAO),,2008,228000
Northern Europe (FAO),,2009,224000
Northern Europe (FAO),,2010,226000
Northern Europe (FAO),,2011,209000
Northern Europe (FAO),,2012,182000
Northern Europe (FAO),,2013,181000
Northern Europe (FAO),,2014,191000
Northern Europe (FAO),,2015,237000
Northern Europe (FAO),,2016,244000
Northern Europe (FAO),,2017,252000
Northern Europe (FAO),,2018,176000
Northern Europe (FAO),,2019,161000
Northern Europe (FAO),,2020,155000
Northern Europe (FAO),,2021,137000
Oceania,,1961,73000
Oceania,,1962,75000
Oceania,,1963,76000
Oceania,,1964,78000
Oceania,,1965,79000
Oceania,,1966,82000
Oceania,,1967,82000
Oceania,,1968,85000
Oceania,,1969,84000
Oceania,,1970,83000
Oceania,,1971,83000
Oceania,,1972,86000
Oceania,,1973,50000
Oceania,,1974,50000
Oceania,,1975,50000
Oceania,,1976,50000
Oceania,,1977,50000
Oceania,,1978,49000
Oceania,,1979,78000
Oceania,,1980,72000
Oceania,,1981,147000
Oceania,,1982,24000
Oceania,,1983,40000
Oceania,,1984,60000
Oceania,,1985,60000
Oceania,,1986,60000
Oceania,,1987,60000
Oceania,,1988,60000
Oceania,,1989,60000
Oceania,,1990,60000
Oceania,,1991,60000
Oceania,,1992,62000
Oceania,,1993,63000
Oceania,,1994,65000
Oceania,,1995,65000
Oceania,,1996,65000
Oceania,,1997,65000
Oceania,,1998,65000
Oceania,,1999,65000
Oceania,,2000,65000
Oceania,,2001,65000
Oceania,,2002,68000
Oceania,,2003,68000
Oceania,,2004,70000
