Entity,Code,Year,"Meat, buffalo | 00000947 || Producing or slaughtered animals | 005320 || animals"
Low Income Food Deficit Countries (FAO),,1971,5412770
Low Income Food Deficit Countries (FAO),,1972,5482820
Low Income Food Deficit Countries (FAO),,1973,5589900
Low Income Food Deficit Countries (FAO),,1974,5752780
Low Income Food Deficit Countries (FAO),,1975,5878000
Low Income Food Deficit Countries (FAO),,1976,6003075
Low Income Food Deficit Countries (FAO),,1977,6180730
Low Income Food Deficit Countries (FAO),,1978,6322990
Low Income Food Deficit Countries (FAO),,1979,6468230
Low Income Food Deficit Countries (FAO),,1980,6646300
Low Income Food Deficit Countries (FAO),,1981,6876250
Low Income Food Deficit Countries (FAO),,1982,7522425
Low Income Food Deficit Countries (FAO),,1983,7507425
Low Income Food Deficit Countries (FAO),,1984,7648090
Low Income Food Deficit Countries (FAO),,1985,8122100
Low Income Food Deficit Countries (FAO),,1986,8319050
Low Income Food Deficit Countries (FAO),,1987,8221437
Low Income Food Deficit Countries (FAO),,1988,8383466
Low Income Food Deficit Countries (FAO),,1989,8550080
Low Income Food Deficit Countries (FAO),,1990,8721372
Low Income Food Deficit Countries (FAO),,1991,8888556
Low Income Food Deficit Countries (FAO),,1992,9098084
Low Income Food Deficit Countries (FAO),,1993,9260542
Low Income Food Deficit Countries (FAO),,1994,9379451
Low Income Food Deficit Countries (FAO),,1995,9491468
Low Income Food Deficit Countries (FAO),,1996,9488061
Low Income Food Deficit Countries (FAO),,1997,9681201
Low Income Food Deficit Countries (FAO),,1998,9768179
Low Income Food Deficit Countries (FAO),,1999,9918039
Low Income Food Deficit Countries (FAO),,2000,10069100
Low Income Food Deficit Countries (FAO),,2001,10209150
Low Income Food Deficit Countries (FAO),,2002,10364600
Low Income Food Deficit Countries (FAO),,2003,10531500
Low Income Food Deficit Countries (FAO),,2004,10745250
Low Income Food Deficit Countries (FAO),,2005,10968468
Low Income Food Deficit Countries (FAO),,2006,11203273
Low Income Food Deficit Countries (FAO),,2007,11432250
Low Income Food Deficit Countries (FAO),,2008,11648043
Low Income Food Deficit Countries (FAO),,2009,11878100
Low Income Food Deficit Countries (FAO),,2010,12505607
Low Income Food Deficit Countries (FAO),,2011,12606133
Low Income Food Deficit Countries (FAO),,2012,12715240
Low Income Food Deficit Countries (FAO),,2013,12817068
Low Income Food Deficit Countries (FAO),,2014,12886345
Low Income Food Deficit Countries (FAO),,2015,12724096
Low Income Food Deficit Countries (FAO),,2016,12681178
Low Income Food Deficit Countries (FAO),,2017,12532339
Low Income Food Deficit Countries (FAO),,2018,13136184
Low Income Food Deficit Countries (FAO),,2019,12913015
Low Income Food Deficit Countries (FAO),,2020,12737609
Low Income Food Deficit Countries (FAO),,2021,13086162
Low-income countries,,1961,300
Low-income countries,,1962,300
Low-income countries,,1963,300
Low-income countries,,1964,300
Low-income countries,,1965,300
Low-income countries,,1966,301
Low-income countries,,1967,343
Low-income countries,,1968,395
Low-income countries,,1969,787
Low-income countries,,1970,872
Low-income countries,,1971,770
Low-income countries,,1972,820
Low-income countries,,1973,900
Low-income countries,,1974,780
Low-income countries,,1975,1000
Low-income countries,,1976,1075
Low-income countries,,1977,1230
Low-income countries,,1978,1290
Low-income countries,,1979,1530
Low-income countries,,1980,1300
Low-income countries,,1981,1250
Low-income countries,,1982,1425
Low-income countries,,1983,1425
Low-income countries,,1984,1180
Low-income countries,,1985,1100
Low-income countries,,1986,1050
Low-income countries,,1987,800
Low-income countries,,1988,720
Low-income countries,,1989,660
Low-income countries,,1990,487
Low-income countries,,1991,659
Low-income countries,,1992,758
Low-income countries,,1993,650
Low-income countries,,1994,715
Low-income countries,,1995,710
Low-income countries,,1996,820
Low-income countries,,1997,965
Low-income countries,,1998,730
Low-income countries,,1999,1600
Low-income countries,,2000,1600
Low-income countries,,2001,1400
Low-income countries,,2002,1600
Low-income countries,,2003,1500
Low-income countries,,2004,1500
Low-income countries,,2005,2218
Low-income countries,,2006,2273
Low-income countries,,2007,3000
Low-income countries,,2008,3000
Low-income countries,,2009,3000
Low-income countries,,2010,4107
Low-income countries,,2011,4133
Low-income countries,,2012,4140
Low-income countries,,2013,4193
Low-income countries,,2014,4242
Low-income countries,,2015,4273
Low-income countries,,2016,4290
Low-income countries,,2017,3703
Low-income countries,,2018,3713
Low-income countries,,2019,3815
Low-income countries,,2020,3855
Low-income countries,,2021,3474
Lower-middle-income countries,,1961,6717216
Lower-middle-income countries,,1962,6843570
Lower-middle-income countries,,1963,6857450
Lower-middle-income countries,,1964,7125400
Lower-middle-income countries,,1965,7249480
Lower-middle-income countries,,1966,7355680
Lower-middle-income countries,,1967,7547790
Lower-middle-income countries,,1968,7877000
Lower-middle-income countries,,1969,8032364
Lower-middle-income countries,,1970,8241938
Lower-middle-income countries,,1971,8507669
Lower-middle-income countries,,1972,8707478
Lower-middle-income countries,,1973,8959321
Lower-middle-income countries,,1974,9227634
Lower-middle-income countries,,1975,9304022
Lower-middle-income countries,,1976,9484477
Lower-middle-income countries,,1977,9699072
Lower-middle-income countries,,1978,9910427
Lower-middle-income countries,,1979,10127923
Lower-middle-income countries,,1980,10409427
Lower-middle-income countries,,1981,10698991
Lower-middle-income countries,,1982,11422408
Lower-middle-income countries,,1983,11481286
Lower-middle-income countries,,1984,11834241
Lower-middle-income countries,,1985,12299111
Lower-middle-income countries,,1986,12599723
Lower-middle-income countries,,1987,12593228
Lower-middle-income countries,,1988,13303663
Lower-middle-income countries,,1989,13605296
Lower-middle-income countries,,1990,13996190
Lower-middle-income countries,,1991,14166743
Lower-middle-income countries,,1992,14493200
Lower-middle-income countries,,1993,14781065
Lower-middle-income countries,,1994,15229936
Lower-middle-income countries,,1995,15683949
Lower-middle-income countries,,1996,14936955
Lower-middle-income countries,,1997,15616940
Lower-middle-income countries,,1998,15887733
Lower-middle-income countries,,1999,16285935
Lower-middle-income countries,,2000,16604811
Lower-middle-income countries,,2001,16357927
Lower-middle-income countries,,2002,16696095
Lower-middle-income countries,,2003,16866621
Lower-middle-income countries,,2004,17228760
Lower-middle-income countries,,2005,17623699
Lower-middle-income countries,,2006,19018206
Lower-middle-income countries,,2007,19634589
Lower-middle-income countries,,2008,19982266
Lower-middle-income countries,,2009,20403344
Lower-middle-income countries,,2010,21287494
Lower-middle-income countries,,2011,21642183
Lower-middle-income countries,,2012,21922855
Lower-middle-income countries,,2013,21631130
Lower-middle-income countries,,2014,21900844
Lower-middle-income countries,,2015,21955042
Lower-middle-income countries,,2016,22032875
Lower-middle-income countries,,2017,22099010
Lower-middle-income countries,,2018,22730150
Lower-middle-income countries,,2019,22319137
Lower-middle-income countries,,2020,22181027
Lower-middle-income countries,,2021,22780960
Macao,MAC,1961,3500
Macao,MAC,1962,4005
Macao,MAC,1963,3163
Macao,MAC,1964,3699
Macao,MAC,1965,3976
Macao,MAC,1966,5113
Macao,MAC,1967,3748
Macao,MAC,1968,3790
Macao,MAC,1969,4137
Macao,MAC,1970,3767
Macao,MAC,1971,3735
Macao,MAC,1972,6648
Macao,MAC,1973,4347
Macao,MAC,1974,3382
Macao,MAC,1975,3672
Macao,MAC,1976,5439
Macao,MAC,1977,4468
Macao,MAC,1978,4544
Macao,MAC,1979,6300
Macao,MAC,1980,6000
Macao,MAC,1981,6500
Macao,MAC,1982,7175
Macao,MAC,1983,3600
Macao,MAC,1984,5400
Macao,MAC,1985,8700
Macao,MAC,1986,9000
Macao,MAC,1987,8500
Macao,MAC,1988,9300
Macao,MAC,1989,5725
Macao,MAC,1990,5310
Macao,MAC,1991,2201
Macao,MAC,1992,87
Macao,MAC,1993,15
Macao,MAC,1994,0
Macao,MAC,1995,31
Macao,MAC,1996,0
Macao,MAC,1997,0
Macao,MAC,1998,0
Macao,MAC,1999,0
Macao,MAC,2000,0
Macao,MAC,2001,0
Macao,MAC,2002,0
Macao,MAC,2003,0
Macao,MAC,2004,0
Macao,MAC,2005,0
Macao,MAC,2006,0
Macao,MAC,2007,0
Macao,MAC,2008,0
Macao,MAC,2009,0
Macao,MAC,2010,0
Macao,MAC,2011,0
Macao,MAC,2012,0
Macao,MAC,2013,0
Macao,MAC,2014,0
Macao,MAC,2015,0
Macao,MAC,2016,0
Macao,MAC,2017,0
Macao,MAC,2018,0
Macao,MAC,2019,0
Macao,MAC,2020,0
Macao,MAC,2021,0
Malaysia,MYS,1961,51600
Malaysia,MYS,1962,48500
Malaysia,MYS,1963,49700
Malaysia,MYS,1964,53100
Malaysia,MYS,1965,54400
Malaysia,MYS,1966,53900
Malaysia,MYS,1967,51600
Malaysia,MYS,1968,47400
Malaysia,MYS,1969,46100
Malaysia,MYS,1970,51400
Malaysia,MYS,1971,55000
Malaysia,MYS,1972,55500
Malaysia,MYS,1973,42200
Malaysia,MYS,1974,51900
Malaysia,MYS,1975,44500
Malaysia,MYS,1976,45500
Malaysia,MYS,1977,44700
Malaysia,MYS,1978,45200
Malaysia,MYS,1979,38500
Malaysia,MYS,1980,38700
Malaysia,MYS,1981,38700
Malaysia,MYS,1982,38600
Malaysia,MYS,1983,35700
Malaysia,MYS,1984,33300
Malaysia,MYS,1985,31000
Malaysia,MYS,1986,24700
Malaysia,MYS,1987,25000
Malaysia,MYS,1988,28300
Malaysia,MYS,1989,25400
Malaysia,MYS,1990,22400
Malaysia,MYS,1991,17045
Malaysia,MYS,1992,17620
Malaysia,MYS,1993,17199
Malaysia,MYS,1994,20202
Malaysia,MYS,1995,19481
Malaysia,MYS,1996,20071
Malaysia,MYS,1997,18920
Malaysia,MYS,1998,17516
Malaysia,MYS,1999,15519
Malaysia,MYS,2000,15587
Malaysia,MYS,2001,12357
Malaysia,MYS,2002,11104
Malaysia,MYS,2003,11156
Malaysia,MYS,2004,12969
Malaysia,MYS,2005,12855
Malaysia,MYS,2006,13349
Malaysia,MYS,2007,13991
Malaysia,MYS,2008,15289
Malaysia,MYS,2009,16862
Malaysia,MYS,2010,18604
Malaysia,MYS,2011,19533
Malaysia,MYS,2012,19978
Malaysia,MYS,2013,17080
Malaysia,MYS,2014,15667
Malaysia,MYS,2015,15160
Malaysia,MYS,2016,15153
Malaysia,MYS,2017,17040
Malaysia,MYS,2018,15291
Malaysia,MYS,2019,16378
Malaysia,MYS,2020,14557
Malaysia,MYS,2021,13412
Myanmar,MMR,1961,52500
Myanmar,MMR,1962,51000
Myanmar,MMR,1963,53000
Myanmar,MMR,1964,61500
Myanmar,MMR,1965,61500
Myanmar,MMR,1966,63000
Myanmar,MMR,1967,66500
Myanmar,MMR,1968,73000
Myanmar,MMR,1969,75000
Myanmar,MMR,1970,77000
Myanmar,MMR,1971,80000
Myanmar,MMR,1972,82000
Myanmar,MMR,1973,83500
Myanmar,MMR,1974,84500
Myanmar,MMR,1975,86000
Myanmar,MMR,1976,86000
Myanmar,MMR,1977,86500
Myanmar,MMR,1978,88500
Myanmar,MMR,1979,91000
Myanmar,MMR,1980,95000
Myanmar,MMR,1981,98500
Myanmar,MMR,1982,101000
Myanmar,MMR,1983,102500
Myanmar,MMR,1984,104000
Myanmar,MMR,1985,107000
Myanmar,MMR,1986,108000
Myanmar,MMR,1987,109500
Myanmar,MMR,1988,112500
Myanmar,MMR,1989,101000
Myanmar,MMR,1990,103000
Myanmar,MMR,1991,103500
Myanmar,MMR,1992,105000
Myanmar,MMR,1993,105500
Myanmar,MMR,1994,106500
Myanmar,MMR,1995,110000
Myanmar,MMR,1996,113500
Myanmar,MMR,1997,115000
Myanmar,MMR,1998,116800
Myanmar,MMR,1999,119000
Myanmar,MMR,2000,120000
Myanmar,MMR,2001,123000
Myanmar,MMR,2002,130000
Myanmar,MMR,2003,135098
Myanmar,MMR,2004,137734
Myanmar,MMR,2005,140638
Myanmar,MMR,2006,144022
Myanmar,MMR,2007,198921
Myanmar,MMR,2008,233885
Myanmar,MMR,2009,230000
Myanmar,MMR,2010,230000
Myanmar,MMR,2011,293000
Myanmar,MMR,2012,300000
Myanmar,MMR,2013,306000
Myanmar,MMR,2014,298311
Myanmar,MMR,2015,305103
Myanmar,MMR,2016,320256
Myanmar,MMR,2017,346620
Myanmar,MMR,2018,173922
Myanmar,MMR,2019,181089
Myanmar,MMR,2020,188509
Myanmar,MMR,2021,191819
Nepal,NPL,1961,120000
Nepal,NPL,1962,120000
Nepal,NPL,1963,137000
Nepal,NPL,1964,137000
Nepal,NPL,1965,141000
Nepal,NPL,1966,135000
Nepal,NPL,1967,141000
Nepal,NPL,1968,144000
Nepal,NPL,1969,146000
Nepal,NPL,1970,153000
Nepal,NPL,1971,169000
Nepal,NPL,1972,190000
Nepal,NPL,1973,200000
Nepal,NPL,1974,220000
Nepal,NPL,1975,250000
Nepal,NPL,1976,270000
Nepal,NPL,1977,300000
Nepal,NPL,1978,320000
Nepal,NPL,1979,330000
Nepal,NPL,1980,375000
Nepal,NPL,1981,406000
Nepal,NPL,1982,357000
Nepal,NPL,1983,391000
Nepal,NPL,1984,412000
Nepal,NPL,1985,426000
Nepal,NPL,1986,434000
Nepal,NPL,1987,437637
Nepal,NPL,1988,442746
Nepal,NPL,1989,450420
Nepal,NPL,1990,451885
Nepal,NPL,1991,454000
Nepal,NPL,1992,457000
Nepal,NPL,1993,495931
Nepal,NPL,1994,500000
Nepal,NPL,1995,500000
Nepal,NPL,1996,500000
Nepal,NPL,1997,570000
Nepal,NPL,1998,575000
Nepal,NPL,1999,580000
Nepal,NPL,2000,585000
Nepal,NPL,2001,586000
Nepal,NPL,2002,590000
Nepal,NPL,2003,603000
Nepal,NPL,2004,616000
Nepal,NPL,2005,641000
Nepal,NPL,2006,656000
Nepal,NPL,2007,678000
Nepal,NPL,2008,690000
Nepal,NPL,2009,712600
Nepal,NPL,2010,737000
Nepal,NPL,2011,763000
Nepal,NPL,2012,783700
Nepal,NPL,2013,796000
Nepal,NPL,2014,800000
Nepal,NPL,2015,802193
Nepal,NPL,2016,762207
Nepal,NPL,2017,707139
Nepal,NPL,2018,707384
Nepal,NPL,2019,702311
Nepal,NPL,2020,689201
Nepal,NPL,2021,671943
Net Food Importing Developing Countries (FAO),,1961,2135140
Net Food Importing Developing Countries (FAO),,1962,2194570
Net Food Importing Developing Countries (FAO),,1963,2236450
Net Food Importing Developing Countries (FAO),,1964,2283400
Net Food Importing Developing Countries (FAO),,1965,2308480
Net Food Importing Developing Countries (FAO),,1966,2326680
Net Food Importing Developing Countries (FAO),,1967,2430790
Net Food Importing Developing Countries (FAO),,1968,2587000
Net Food Importing Developing Countries (FAO),,1969,2719000
Net Food Importing Developing Countries (FAO),,1970,2796620
Net Food Importing Developing Countries (FAO),,1971,2926420
Net Food Importing Developing Countries (FAO),,1972,3030260
Net Food Importing Developing Countries (FAO),,1973,3089650
Net Food Importing Developing Countries (FAO),,1974,3168150
Net Food Importing Developing Countries (FAO),,1975,3253380
Net Food Importing Developing Countries (FAO),,1976,3330000
Net Food Importing Developing Countries (FAO),,1977,3396600
Net Food Importing Developing Countries (FAO),,1978,3515163
Net Food Importing Developing Countries (FAO),,1979,3613891
Net Food Importing Developing Countries (FAO),,1980,3730828
Net Food Importing Developing Countries (FAO),,1981,3842579
Net Food Importing Developing Countries (FAO),,1982,3878270
Net Food Importing Developing Countries (FAO),,1983,3987380
Net Food Importing Developing Countries (FAO),,1984,4212280
Net Food Importing Developing Countries (FAO),,1985,4209270
Net Food Importing Developing Countries (FAO),,1986,4295360
Net Food Importing Developing Countries (FAO),,1987,4371487
Net Food Importing Developing Countries (FAO),,1988,4898076
Net Food Importing Developing Countries (FAO),,1989,5012340
Net Food Importing Developing Countries (FAO),,1990,5268885
Net Food Importing Developing Countries (FAO),,1991,5270560
Net Food Importing Developing Countries (FAO),,1992,5388510
Net Food Importing Developing Countries (FAO),,1993,5525943
Net Food Importing Developing Countries (FAO),,1994,5880008
Net Food Importing Developing Countries (FAO),,1995,6208166
Net Food Importing Developing Countries (FAO),,1996,5422949
Net Food Importing Developing Countries (FAO),,1997,5980507
Net Food Importing Developing Countries (FAO),,1998,6158903
Net Food Importing Developing Countries (FAO),,1999,6337437
Net Food Importing Developing Countries (FAO),,2000,6510411
Net Food Importing Developing Countries (FAO),,2001,6134177
Net Food Importing Developing Countries (FAO),,2002,6333845
Net Food Importing Developing Countries (FAO),,2003,6358621
Net Food Importing Developing Countries (FAO),,2004,6563800
Net Food Importing Developing Countries (FAO),,2005,6774011
Net Food Importing Developing Countries (FAO),,2006,7888258
Net Food Importing Developing Countries (FAO),,2007,8168685
Net Food Importing Developing Countries (FAO),,2008,8407125
Net Food Importing Developing Countries (FAO),,2009,8656262
Net Food Importing Developing Countries (FAO),,2010,8904065
Net Food Importing Developing Countries (FAO),,2011,9192825
Net Food Importing Developing Countries (FAO),,2012,9417653
Net Food Importing Developing Countries (FAO),,2013,9106228
Net Food Importing Developing Countries (FAO),,2014,9288887
Net Food Importing Developing Countries (FAO),,2015,9496963
Net Food Importing Developing Countries (FAO),,2016,9586410
Net Food Importing Developing Countries (FAO),,2017,9749400
Net Food Importing Developing Countries (FAO),,2018,9864975
Net Food Importing Developing Countries (FAO),,2019,9690341
Net Food Importing Developing Countries (FAO),,2020,9806224
Net Food Importing Developing Countries (FAO),,2021,9972986
North America,,1991,0
North America,,1992,0
North America,,1993,0
North America,,1994,0
North America,,1995,0
North America,,1996,0
North America,,1997,0
North America,,1998,0
North America,,1999,0
North America,,2000,0
North America,,2001,0
North America,,2002,0
North America,,2003,0
North America,,2004,0
North America,,2005,0
North America,,2006,0
North America,,2007,0
North America,,2008,0
North America,,2009,0
North America,,2010,0
North America,,2011,0
North America,,2012,0
North America,,2013,0
North America,,2014,0
North America,,2015,0
North America,,2016,0
North America,,2017,0
North America,,2018,190
North America,,2019,70
North America,,2020,100
North America,,2021,50
Northern Africa (FAO),,1961,496000
Northern Africa (FAO),,1962,504000
Northern Africa (FAO),,1963,511000
Northern Africa (FAO),,1964,519000
Northern Africa (FAO),,1965,527000
Northern Africa (FAO),,1966,535000
Northern Africa (FAO),,1967,542000
Northern Africa (FAO),,1968,648000
Northern Africa (FAO),,1969,700000
Northern Africa (FAO),,1970,695000
Northern Africa (FAO),,1971,731000
Northern Africa (FAO),,1972,751000
Northern Africa (FAO),,1973,771000
Northern Africa (FAO),,1974,790000
Northern Africa (FAO),,1975,809000
Northern Africa (FAO),,1976,828000
Northern Africa (FAO),,1977,847000
Northern Africa (FAO),,1978,890143
Northern Africa (FAO),,1979,919661
Northern Africa (FAO),,1980,934078
Northern Africa (FAO),,1981,956109
Northern Africa (FAO),,1982,960000
Northern Africa (FAO),,1983,970000
Northern Africa (FAO),,1984,1100000
Northern Africa (FAO),,1985,1010000
Northern Africa (FAO),,1986,1020000
Northern Africa (FAO),,1987,1025000
Northern Africa (FAO),,1988,1035000
Northern Africa (FAO),,1989,1070000
Northern Africa (FAO),,1990,1215000
Northern Africa (FAO),,1991,1103000
Northern Africa (FAO),,1992,1125000
Northern Africa (FAO),,1993,1147000
Northern Africa (FAO),,1994,1280000
Northern Africa (FAO),,1995,1375000
Northern Africa (FAO),,1996,1370000
Northern Africa (FAO),,1997,1450000
Northern Africa (FAO),,1998,1520000
Northern Africa (FAO),,1999,1580000
Northern Africa (FAO),,2000,1640000
Northern Africa (FAO),,2001,1073468
Northern Africa (FAO),,2002,1156965
Northern Africa (FAO),,2003,1048000
Northern Africa (FAO),,2004,1068000
Northern Africa (FAO),,2005,1115000
Northern Africa (FAO),,2006,1132000
Northern Africa (FAO),,2007,1167000
Northern Africa (FAO),,2008,1182000
Northern Africa (FAO),,2009,1228000
Northern Africa (FAO),,2010,1262000
Northern Africa (FAO),,2011,1271000
Northern Africa (FAO),,2012,1205000
Northern Africa (FAO),,2013,1170000
Northern Africa (FAO),,2014,1149000
Northern Africa (FAO),,2015,1179000
Northern Africa (FAO),,2016,1089000
Northern Africa (FAO),,2017,1077000
Northern Africa (FAO),,2018,1096000
Northern Africa (FAO),,2019,659000
Northern Africa (FAO),,2020,556000
Northern Africa (FAO),,2021,504634
Pakistan,PAK,1961,1350000
Pakistan,PAK,1962,1400000
Pakistan,PAK,1963,1410000
Pakistan,PAK,1964,1430000
Pakistan,PAK,1965,1440000
Pakistan,PAK,1966,1463000
Pakistan,PAK,1967,1537000
Pakistan,PAK,1968,1573000
Pakistan,PAK,1969,1646000
Pakistan,PAK,1970,1683000
Pakistan,PAK,1971,1756000
Pakistan,PAK,1972,1821000
Pakistan,PAK,1973,1861000
Pakistan,PAK,1974,1901000
Pakistan,PAK,1975,1941000
Pakistan,PAK,1976,1982000
Pakistan,PAK,1977,2025000
Pakistan,PAK,1978,2068000
Pakistan,PAK,1979,2112000
Pakistan,PAK,1980,2157000
Pakistan,PAK,1981,2203000
Pakistan,PAK,1982,2278000
Pakistan,PAK,1983,2332000
Pakistan,PAK,1984,2387000
Pakistan,PAK,1985,2443000
Pakistan,PAK,1986,2500000
Pakistan,PAK,1987,2559000
Pakistan,PAK,1988,3086000
Pakistan,PAK,1989,3164000
Pakistan,PAK,1990,3245000
Pakistan,PAK,1991,3328000
Pakistan,PAK,1992,3413000
Pakistan,PAK,1993,3481700
Pakistan,PAK,1994,3700000
Pakistan,PAK,1995,3900000
Pakistan,PAK,1996,3100000
Pakistan,PAK,1997,3500000
Pakistan,PAK,1998,3600000
Pakistan,PAK,1999,3700000
Pakistan,PAK,2000,3800000
Pakistan,PAK,2001,4000000
Pakistan,PAK,2002,4100000
Pakistan,PAK,2003,4200000
Pakistan,PAK,2004,4367000
Pakistan,PAK,2005,4500000
Pakistan,PAK,2006,5570000
Pakistan,PAK,2007,5730000
Pakistan,PAK,2008,5900000
Pakistan,PAK,2009,6080000
Pakistan,PAK,2010,6267000
Pakistan,PAK,2011,6455000
Pakistan,PAK,2012,6708000
Pakistan,PAK,2013,6416000
Pakistan,PAK,2014,6607000
Pakistan,PAK,2015,6804000
Pakistan,PAK,2016,7004000
Pakistan,PAK,2017,7212000
Pakistan,PAK,2018,7426000
Pakistan,PAK,2019,7649000
Pakistan,PAK,2020,7877000
Pakistan,PAK,2021,8111000
Philippines,PHL,1961,84000
Philippines,PHL,1962,100000
Philippines,PHL,1963,105000
Philippines,PHL,1964,110000
Philippines,PHL,1965,117000
Philippines,PHL,1966,142000
Philippines,PHL,1967,124000
Philippines,PHL,1968,116000
Philippines,PHL,1969,120000
Philippines,PHL,1970,118000
Philippines,PHL,1971,154000
Philippines,PHL,1972,173000
Philippines,PHL,1973,272000
Philippines,PHL,1974,310000
Philippines,PHL,1975,212000
Philippines,PHL,1976,200000
Philippines,PHL,1977,175000
Philippines,PHL,1978,161000
Philippines,PHL,1979,148000
Philippines,PHL,1980,191000
Philippines,PHL,1981,158000
Philippines,PHL,1982,148000
Philippines,PHL,1983,136690
Philippines,PHL,1984,150220
Philippines,PHL,1985,155100
Philippines,PHL,1986,166811
Philippines,PHL,1987,211000
Philippines,PHL,1988,247000
Philippines,PHL,1989,270000
Philippines,PHL,1990,230000
Philippines,PHL,1991,228000
Philippines,PHL,1992,241000
Philippines,PHL,1993,240000
Philippines,PHL,1994,241000
Philippines,PHL,1995,244000
Philippines,PHL,1996,256000
Philippines,PHL,1997,282730
Philippines,PHL,1998,301140
Philippines,PHL,1999,371000
Philippines,PHL,2000,387000
Philippines,PHL,2001,391000
Philippines,PHL,2002,397000
Philippines,PHL,2003,400000
Philippines,PHL,2004,367614
Philippines,PHL,2005,355557
Philippines,PHL,2006,388948
Philippines,PHL,2007,508176
Philippines,PHL,2008,457275
Philippines,PHL,2009,455000
Philippines,PHL,2010,485000
Philippines,PHL,2011,481300
Philippines,PHL,2012,462000
Philippines,PHL,2013,462000
Philippines,PHL,2014,461493
Philippines,PHL,2015,453699
Philippines,PHL,2016,464687
Philippines,PHL,2017,464006
Philippines,PHL,2018,467550
Philippines,PHL,2019,462722
Philippines,PHL,2020,400276
Philippines,PHL,2021,448044
Romania,ROU,1990,0
Romania,ROU,1991,0
Romania,ROU,1992,0
Romania,ROU,1993,0
Romania,ROU,1994,0
Romania,ROU,1995,0
Romania,ROU,1996,0
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0
Romania,ROU,2006,0
Romania,ROU,2007,0
Romania,ROU,2008,0
Romania,ROU,2009,0
Romania,ROU,2010,0
Romania,ROU,2011,0
Romania,ROU,2012,0
Romania,ROU,2013,0
Romania,ROU,2014,0
Romania,ROU,2015,0
Romania,ROU,2016,0
