Entity,Code,Year,"Meat, goose and guinea fowl | 00001073 || Producing or slaughtered animals | 005321 || animals"
Mauritius,MUS,1997,12000
Mauritius,MUS,1998,14000
Mauritius,MUS,1999,16000
Mauritius,MUS,2000,18000
Mauritius,MUS,2001,18000
Mauritius,MUS,2002,18000
Mauritius,MUS,2003,18000
Mauritius,MUS,2004,18000
Mauritius,MUS,2005,18000
Mauritius,MUS,2006,18000
Mauritius,MUS,2007,19000
Mauritius,MUS,2008,20000
Mauritius,MUS,2009,20000
Mauritius,MUS,2010,20000
Mauritius,MUS,2011,20000
Mauritius,MUS,2012,20000
Mauritius,MUS,2013,20000
Mauritius,MUS,2014,20000
Mauritius,MUS,2015,20000
Mauritius,MUS,2016,20000
Mauritius,MUS,2017,20000
Mauritius,MUS,2018,20000
Mauritius,MUS,2019,21000
Mauritius,MUS,2020,21000
Mauritius,MUS,2021,21000
Myanmar,MMR,1961,108000
Myanmar,MMR,1962,80000
Myanmar,MMR,1963,60000
Myanmar,MMR,1964,52000
Myanmar,MMR,1965,53000
Myanmar,MMR,1966,59000
Myanmar,MMR,1967,213000
Myanmar,MMR,1968,164000
Myanmar,MMR,1969,135000
Myanmar,MMR,1970,280000
Myanmar,MMR,1971,268000
Myanmar,MMR,1972,291000
Myanmar,MMR,1973,426000
Myanmar,MMR,1974,316000
Myanmar,MMR,1975,357000
Myanmar,MMR,1976,382000
Myanmar,MMR,1977,416000
Myanmar,MMR,1978,462000
Myanmar,MMR,1979,496000
Myanmar,MMR,1980,587000
Myanmar,MMR,1981,630000
Myanmar,MMR,1982,722000
Myanmar,MMR,1983,732000
Myanmar,MMR,1984,804000
Myanmar,MMR,1985,893000
Myanmar,MMR,1986,857000
Myanmar,MMR,1987,846000
Myanmar,MMR,1988,889000
Myanmar,MMR,1989,751000
Myanmar,MMR,1990,752000
Myanmar,MMR,1991,791000
Myanmar,MMR,1992,829000
Myanmar,MMR,1993,885000
Myanmar,MMR,1994,895000
Myanmar,MMR,1995,905000
Myanmar,MMR,1996,914000
Myanmar,MMR,1997,900000
Myanmar,MMR,1998,920000
Myanmar,MMR,1999,1000000
Myanmar,MMR,2000,1000000
Myanmar,MMR,2001,1050000
Myanmar,MMR,2002,1080000
Myanmar,MMR,2003,1150000
Myanmar,MMR,2004,1300000
Myanmar,MMR,2005,1600000
Myanmar,MMR,2006,1900000
Myanmar,MMR,2007,2400000
Myanmar,MMR,2008,2800000
Myanmar,MMR,2009,3030000
Myanmar,MMR,2010,3295000
Myanmar,MMR,2011,3546000
Myanmar,MMR,2012,3579000
Myanmar,MMR,2013,3600000
Myanmar,MMR,2014,3698000
Myanmar,MMR,2015,5231000
Myanmar,MMR,2016,5236000
Myanmar,MMR,2017,6513000
Myanmar,MMR,2018,4686000
Myanmar,MMR,2019,4915000
Myanmar,MMR,2020,5305000
Myanmar,MMR,2021,5357000
Net Food Importing Developing Countries (FAO),,1961,4550000
Net Food Importing Developing Countries (FAO),,1962,4694000
Net Food Importing Developing Countries (FAO),,1963,4796000
Net Food Importing Developing Countries (FAO),,1964,4907000
Net Food Importing Developing Countries (FAO),,1965,5031000
Net Food Importing Developing Countries (FAO),,1966,5199000
Net Food Importing Developing Countries (FAO),,1967,5456000
Net Food Importing Developing Countries (FAO),,1968,5497000
Net Food Importing Developing Countries (FAO),,1969,5554000
Net Food Importing Developing Countries (FAO),,1970,5889000
Net Food Importing Developing Countries (FAO),,1971,5965000
Net Food Importing Developing Countries (FAO),,1972,6094000
Net Food Importing Developing Countries (FAO),,1973,6330000
Net Food Importing Developing Countries (FAO),,1974,6037000
Net Food Importing Developing Countries (FAO),,1975,6378000
Net Food Importing Developing Countries (FAO),,1976,6294000
Net Food Importing Developing Countries (FAO),,1977,6352000
Net Food Importing Developing Countries (FAO),,1978,6708000
Net Food Importing Developing Countries (FAO),,1979,6784000
Net Food Importing Developing Countries (FAO),,1980,6197000
Net Food Importing Developing Countries (FAO),,1981,6264000
Net Food Importing Developing Countries (FAO),,1982,7575000
Net Food Importing Developing Countries (FAO),,1983,8668000
Net Food Importing Developing Countries (FAO),,1984,9193000
Net Food Importing Developing Countries (FAO),,1985,10084000
Net Food Importing Developing Countries (FAO),,1986,10302000
Net Food Importing Developing Countries (FAO),,1987,9839000
Net Food Importing Developing Countries (FAO),,1988,10275000
Net Food Importing Developing Countries (FAO),,1989,10100000
Net Food Importing Developing Countries (FAO),,1990,10481000
Net Food Importing Developing Countries (FAO),,1991,11896000
Net Food Importing Developing Countries (FAO),,1992,13549000
Net Food Importing Developing Countries (FAO),,1993,15694000
Net Food Importing Developing Countries (FAO),,1994,11326000
Net Food Importing Developing Countries (FAO),,1995,11483000
Net Food Importing Developing Countries (FAO),,1996,11769000
Net Food Importing Developing Countries (FAO),,1997,11997000
Net Food Importing Developing Countries (FAO),,1998,12189000
Net Food Importing Developing Countries (FAO),,1999,12471000
Net Food Importing Developing Countries (FAO),,2000,12778000
Net Food Importing Developing Countries (FAO),,2001,12784000
Net Food Importing Developing Countries (FAO),,2002,12817000
Net Food Importing Developing Countries (FAO),,2003,12995000
Net Food Importing Developing Countries (FAO),,2004,13145000
Net Food Importing Developing Countries (FAO),,2005,13545000
Net Food Importing Developing Countries (FAO),,2006,13845000
Net Food Importing Developing Countries (FAO),,2007,14347000
Net Food Importing Developing Countries (FAO),,2008,14749000
Net Food Importing Developing Countries (FAO),,2009,15075000
Net Food Importing Developing Countries (FAO),,2010,15407000
Net Food Importing Developing Countries (FAO),,2011,15675000
Net Food Importing Developing Countries (FAO),,2012,15786000
Net Food Importing Developing Countries (FAO),,2013,16582000
Net Food Importing Developing Countries (FAO),,2014,17213000
Net Food Importing Developing Countries (FAO),,2015,19304000
Net Food Importing Developing Countries (FAO),,2016,18738000
Net Food Importing Developing Countries (FAO),,2017,20151000
Net Food Importing Developing Countries (FAO),,2018,21559000
Net Food Importing Developing Countries (FAO),,2019,16710000
Net Food Importing Developing Countries (FAO),,2020,16202000
Net Food Importing Developing Countries (FAO),,2021,16518000
New Zealand,NZL,1961,52000
New Zealand,NZL,1962,53000
New Zealand,NZL,1963,54000
New Zealand,NZL,1964,55000
New Zealand,NZL,1965,56000
New Zealand,NZL,1966,58000
New Zealand,NZL,1967,60000
New Zealand,NZL,1968,62000
New Zealand,NZL,1969,63000
New Zealand,NZL,1970,60000
New Zealand,NZL,1971,65000
New Zealand,NZL,1972,65000
New Zealand,NZL,1973,65000
New Zealand,NZL,1974,65000
New Zealand,NZL,1975,65000
New Zealand,NZL,1976,65000
New Zealand,NZL,1977,15000
New Zealand,NZL,1978,15000
New Zealand,NZL,1979,24000
New Zealand,NZL,1980,23000
New Zealand,NZL,1981,47000
New Zealand,NZL,1982,8000
New Zealand,NZL,1983,13000
New Zealand,NZL,1984,20000
New Zealand,NZL,1985,20000
New Zealand,NZL,1986,20000
New Zealand,NZL,1987,20000
New Zealand,NZL,1988,20000
New Zealand,NZL,1989,20000
New Zealand,NZL,1990,20000
New Zealand,NZL,1991,20000
New Zealand,NZL,1992,21000
New Zealand,NZL,1993,21000
New Zealand,NZL,1994,25000
New Zealand,NZL,1995,25000
New Zealand,NZL,1996,25000
New Zealand,NZL,1997,25000
New Zealand,NZL,1998,25000
New Zealand,NZL,1999,25000
New Zealand,NZL,2000,25000
New Zealand,NZL,2001,25000
New Zealand,NZL,2002,28000
New Zealand,NZL,2003,28000
New Zealand,NZL,2004,30000
New Zealand,NZL,2005,30000
New Zealand,NZL,2006,30000
New Zealand,NZL,2007,30000
New Zealand,NZL,2008,30000
New Zealand,NZL,2009,30000
New Zealand,NZL,2010,30000
New Zealand,NZL,2011,30000
New Zealand,NZL,2012,30000
New Zealand,NZL,2013,32000
New Zealand,NZL,2014,32000
New Zealand,NZL,2015,32000
New Zealand,NZL,2016,32000
New Zealand,NZL,2017,32000
New Zealand,NZL,2018,32000
New Zealand,NZL,2019,32000
New Zealand,NZL,2020,32000
New Zealand,NZL,2021,32000
North America,,1961,307000
North America,,1962,296000
North America,,1963,316000
North America,,1964,348000
North America,,1965,362000
North America,,1966,377000
North America,,1967,389000
North America,,1968,377000
North America,,1969,347000
North America,,1970,385000
North America,,1971,423000
North America,,1972,432000
North America,,1973,459000
North America,,1974,399000
North America,,1975,235000
North America,,1976,344000
North America,,1977,149000
North America,,1978,197000
North America,,1979,201000
North America,,1980,262000
North America,,1981,298000
North America,,1982,302000
North America,,1983,317000
North America,,1984,405000
North America,,1985,325000
North America,,1986,325000
North America,,1987,436000
North America,,1988,480000
North America,,1989,363000
North America,,1990,333000
North America,,1991,193000
North America,,1992,150000
North America,,1993,160000
North America,,1994,170000
North America,,1995,190000
North America,,1996,200000
North America,,1997,200000
North America,,1998,200000
North America,,1999,200000
North America,,2000,200000
North America,,2001,203000
North America,,2002,203000
North America,,2003,206000
North America,,2004,206000
North America,,2005,206000
North America,,2006,206000
North America,,2007,206000
North America,,2008,206000
North America,,2009,206000
North America,,2010,206000
North America,,2011,226000
North America,,2012,226000
North America,,2013,241000
North America,,2014,233000
North America,,2015,219000
North America,,2016,226000
North America,,2017,221000
North America,,2018,225000
North America,,2019,225000
North America,,2020,226000
North America,,2021,227000
North Macedonia,MKD,1993,0
North Macedonia,MKD,1994,0
North Macedonia,MKD,1995,0
North Macedonia,MKD,1996,0
North Macedonia,MKD,1997,0
North Macedonia,MKD,1998,0
North Macedonia,MKD,1999,0
North Macedonia,MKD,2000,0
North Macedonia,MKD,2001,0
North Macedonia,MKD,2002,0
North Macedonia,MKD,2003,0
North Macedonia,MKD,2004,0
North Macedonia,MKD,2005,0
North Macedonia,MKD,2006,0
North Macedonia,MKD,2007,0
North Macedonia,MKD,2008,0
North Macedonia,MKD,2009,0
North Macedonia,MKD,2010,0
North Macedonia,MKD,2011,0
North Macedonia,MKD,2012,0
North Macedonia,MKD,2013,0
North Macedonia,MKD,2014,0
North Macedonia,MKD,2015,0
North Macedonia,MKD,2016,0
North Macedonia,MKD,2017,0
North Macedonia,MKD,2018,0
North Macedonia,MKD,2019,0
North Macedonia,MKD,2020,0
North Macedonia,MKD,2021,0
Northern Africa (FAO),,1961,2300000
Northern Africa (FAO),,1962,2400000
Northern Africa (FAO),,1963,2450000
Northern Africa (FAO),,1964,2500000
Northern Africa (FAO),,1965,2550000
Northern Africa (FAO),,1966,2640000
Northern Africa (FAO),,1967,2670000
Northern Africa (FAO),,1968,2690000
Northern Africa (FAO),,1969,2700000
Northern Africa (FAO),,1970,2750000
Northern Africa (FAO),,1971,2770000
Northern Africa (FAO),,1972,2800000
Northern Africa (FAO),,1973,2830000
Northern Africa (FAO),,1974,2860000
Northern Africa (FAO),,1975,2880000
Northern Africa (FAO),,1976,2912000
Northern Africa (FAO),,1977,2938000
Northern Africa (FAO),,1978,2965000
Northern Africa (FAO),,1979,3003000
Northern Africa (FAO),,1980,3024000
Northern Africa (FAO),,1981,3045000
Northern Africa (FAO),,1982,4400000
Northern Africa (FAO),,1983,5620000
Northern Africa (FAO),,1984,6070000
Northern Africa (FAO),,1985,6170000
Northern Africa (FAO),,1986,6280000
Northern Africa (FAO),,1987,6380000
Northern Africa (FAO),,1988,6490000
Northern Africa (FAO),,1989,6590000
Northern Africa (FAO),,1990,6690000
Northern Africa (FAO),,1991,7923000
Northern Africa (FAO),,1992,9537000
Northern Africa (FAO),,1993,11480000
Northern Africa (FAO),,1994,7100000
Northern Africa (FAO),,1995,7100000
Northern Africa (FAO),,1996,7100000
Northern Africa (FAO),,1997,7200000
Northern Africa (FAO),,1998,7200000
Northern Africa (FAO),,1999,7300000
Northern Africa (FAO),,2000,7300000
Northern Africa (FAO),,2001,7400000
Northern Africa (FAO),,2002,7400000
Northern Africa (FAO),,2003,7500000
Northern Africa (FAO),,2004,7500000
Northern Africa (FAO),,2005,7600000
Northern Africa (FAO),,2006,7600000
Northern Africa (FAO),,2007,7600000
Northern Africa (FAO),,2008,7602000
Northern Africa (FAO),,2009,7678000
Northern Africa (FAO),,2010,7755000
Northern Africa (FAO),,2011,7757000
Northern Africa (FAO),,2012,7835000
Northern Africa (FAO),,2013,8619000
Northern Africa (FAO),,2014,9136000
Northern Africa (FAO),,2015,9684000
Northern Africa (FAO),,2016,9103000
Northern Africa (FAO),,2017,9236000
Northern Africa (FAO),,2018,9975000
Northern Africa (FAO),,2019,5000000
Northern Africa (FAO),,2020,4900000
Northern Africa (FAO),,2021,5360000
Northern America (FAO),,1961,296000
Northern America (FAO),,1962,285000
Northern America (FAO),,1963,305000
Northern America (FAO),,1964,337000
Northern America (FAO),,1965,349000
Northern America (FAO),,1966,364000
Northern America (FAO),,1967,376000
Northern America (FAO),,1968,364000
Northern America (FAO),,1969,333000
Northern America (FAO),,1970,371000
Northern America (FAO),,1971,409000
Northern America (FAO),,1972,416000
Northern America (FAO),,1973,443000
Northern America (FAO),,1974,382000
Northern America (FAO),,1975,217000
Northern America (FAO),,1976,326000
Northern America (FAO),,1977,131000
Northern America (FAO),,1978,180000
Northern America (FAO),,1979,183000
Northern America (FAO),,1980,244000
Northern America (FAO),,1981,280000
Northern America (FAO),,1982,285000
Northern America (FAO),,1983,300000
Northern America (FAO),,1984,388000
Northern America (FAO),,1985,308000
Northern America (FAO),,1986,308000
Northern America (FAO),,1987,416000
Northern America (FAO),,1988,460000
Northern America (FAO),,1989,343000
Northern America (FAO),,1990,313000
Northern America (FAO),,1991,173000
Northern America (FAO),,1992,130000
Northern America (FAO),,1993,140000
Northern America (FAO),,1994,150000
Northern America (FAO),,1995,170000
Northern America (FAO),,1996,180000
Northern America (FAO),,1997,180000
Northern America (FAO),,1998,180000
Northern America (FAO),,1999,180000
Northern America (FAO),,2000,180000
Northern America (FAO),,2001,180000
Northern America (FAO),,2002,180000
Northern America (FAO),,2003,180000
Northern America (FAO),,2004,180000
Northern America (FAO),,2005,180000
Northern America (FAO),,2006,180000
Northern America (FAO),,2007,180000
Northern America (FAO),,2008,180000
Northern America (FAO),,2009,180000
Northern America (FAO),,2010,180000
Northern America (FAO),,2011,200000
Northern America (FAO),,2012,200000
Northern America (FAO),,2013,215000
Northern America (FAO),,2014,207000
Northern America (FAO),,2015,193000
Northern America (FAO),,2016,200000
Northern America (FAO),,2017,195000
Northern America (FAO),,2018,199000
Northern America (FAO),,2019,199000
Northern America (FAO),,2020,200000
Northern America (FAO),,2021,201000
Northern Europe (FAO),,1961,440000
Northern Europe (FAO),,1962,440000
Northern Europe (FAO),,1963,390000
Northern Europe (FAO),,1964,380000
Northern Europe (FAO),,1965,430000
Northern Europe (FAO),,1966,393000
Northern Europe (FAO),,1967,353000
Northern Europe (FAO),,1968,387000
Northern Europe (FAO),,1969,415000
Northern Europe (FAO),,1970,403000
Northern Europe (FAO),,1971,413000
Northern Europe (FAO),,1972,446000
Northern Europe (FAO),,1973,533000
Northern Europe (FAO),,1974,458000
Northern Europe (FAO),,1975,347000
Northern Europe (FAO),,1976,358000
Northern Europe (FAO),,1977,434000
Northern Europe (FAO),,1978,445000
Northern Europe (FAO),,1979,375000
Northern Europe (FAO),,1980,376000
Northern Europe (FAO),,1981,427000
Northern Europe (FAO),,1982,472000
Northern Europe (FAO),,1983,465000
Northern Europe (FAO),,1984,362000
Northern Europe (FAO),,1985,353000
Northern Europe (FAO),,1986,369000
Northern Europe (FAO),,1987,391000
Northern Europe (FAO),,1988,390000
Northern Europe (FAO),,1989,809000
Northern Europe (FAO),,1990,835000
Northern Europe (FAO),,1991,793000
Northern Europe (FAO),,1992,899000
Northern Europe (FAO),,1993,860000
Northern Europe (FAO),,1994,861000
Northern Europe (FAO),,1995,1251000
Northern Europe (FAO),,1996,1271000
Northern Europe (FAO),,1997,1253000
Northern Europe (FAO),,1998,870000
Northern Europe (FAO),,1999,876000
Northern Europe (FAO),,2000,1033000
Northern Europe (FAO),,2001,1003000
Northern Europe (FAO),,2002,1008000
Northern Europe (FAO),,2003,1028000
Northern Europe (FAO),,2004,1007000
Northern Europe (FAO),,2005,1001000
Northern Europe (FAO),,2006,1017000
Northern Europe (FAO),,2007,871000
Northern Europe (FAO),,2008,801000
Northern Europe (FAO),,2009,856000
Northern Europe (FAO),,2010,751000
Northern Europe (FAO),,2011,829000
Northern Europe (FAO),,2012,743000
Northern Europe (FAO),,2013,669000
Northern Europe (FAO),,2014,749000
Northern Europe (FAO),,2015,918000
Northern Europe (FAO),,2016,966000
Northern Europe (FAO),,2017,980000
Northern Europe (FAO),,2018,657000
Northern Europe (FAO),,2019,593000
Northern Europe (FAO),,2020,558000
Northern Europe (FAO),,2021,504000
Oceania,,1961,52000
Oceania,,1962,53000
Oceania,,1963,54000
Oceania,,1964,55000
Oceania,,1965,56000
Oceania,,1966,58000
Oceania,,1967,60000
Oceania,,1968,62000
Oceania,,1969,63000
Oceania,,1970,60000
Oceania,,1971,65000
Oceania,,1972,65000
Oceania,,1973,65000
Oceania,,1974,65000
Oceania,,1975,65000
Oceania,,1976,65000
Oceania,,1977,15000
Oceania,,1978,15000
Oceania,,1979,24000
Oceania,,1980,23000
Oceania,,1981,47000
Oceania,,1982,8000
Oceania,,1983,13000
Oceania,,1984,20000
Oceania,,1985,20000
Oceania,,1986,20000
Oceania,,1987,20000
Oceania,,1988,20000
Oceania,,1989,20000
Oceania,,1990,20000
Oceania,,1991,20000
Oceania,,1992,21000
Oceania,,1993,21000
Oceania,,1994,25000
Oceania,,1995,25000
Oceania,,1996,25000
Oceania,,1997,25000
Oceania,,1998,25000
Oceania,,1999,25000
Oceania,,2000,25000
Oceania,,2001,25000
Oceania,,2002,28000
Oceania,,2003,28000
Oceania,,2004,30000
Oceania,,2005,30000
Oceania,,2006,30000
Oceania,,2007,30000
Oceania,,2008,30000
Oceania,,2009,30000
Oceania,,2010,30000
Oceania,,2011,30000
Oceania,,2012,30000
Oceania,,2013,32000
Oceania,,2014,32000
Oceania,,2015,32000
Oceania,,2016,32000
Oceania,,2017,32000
Oceania,,2018,32000
Oceania,,2019,32000
Oceania,,2020,32000
Oceania,,2021,32000
Oceania (FAO),,1961,52000
Oceania (FAO),,1962,53000
Oceania (FAO),,1963,54000
Oceania (FAO),,1964,55000
Oceania (FAO),,1965,56000
Oceania (FAO),,1966,58000
Oceania (FAO),,1967,60000
Oceania (FAO),,1968,62000
Oceania (FAO),,1969,63000
Oceania (FAO),,1970,60000
Oceania (FAO),,1971,65000
Oceania (FAO),,1972,65000
Oceania (FAO),,1973,65000
Oceania (FAO),,1974,65000
Oceania (FAO),,1975,65000
Oceania (FAO),,1976,65000
Oceania (FAO),,1977,15000
Oceania (FAO),,1978,15000
Oceania (FAO),,1979,24000
Oceania (FAO),,1980,23000
Oceania (FAO),,1981,47000
Oceania (FAO),,1982,8000
Oceania (FAO),,1983,13000
Oceania (FAO),,1984,20000
Oceania (FAO),,1985,20000
Oceania (FAO),,1986,20000
Oceania (FAO),,1987,20000
Oceania (FAO),,1988,20000
Oceania (FAO),,1989,20000
Oceania (FAO),,1990,20000
Oceania (FAO),,1991,20000
Oceania (FAO),,1992,21000
Oceania (FAO),,1993,21000
Oceania (FAO),,1994,25000
Oceania (FAO),,1995,25000
Oceania (FAO),,1996,25000
Oceania (FAO),,1997,25000
Oceania (FAO),,1998,25000
Oceania (FAO),,1999,25000
Oceania (FAO),,2000,25000
Oceania (FAO),,2001,25000
Oceania (FAO),,2002,28000
Oceania (FAO),,2003,28000
Oceania (FAO),,2004,30000
Oceania (FAO),,2005,30000
Oceania (FAO),,2006,30000
Oceania (FAO),,2007,30000
Oceania (FAO),,2008,30000
Oceania (FAO),,2009,30000
Oceania (FAO),,2010,30000
Oceania (FAO),,2011,30000
Oceania (FAO),,2012,30000
Oceania (FAO),,2013,32000
Oceania (FAO),,2014,32000
Oceania (FAO),,2015,32000
Oceania (FAO),,2016,32000
Oceania (FAO),,2017,32000
Oceania (FAO),,2018,32000
Oceania (FAO),,2019,32000
Oceania (FAO),,2020,32000
Oceania (FAO),,2021,32000
Paraguay,PRY,1961,34000
Paraguay,PRY,1962,33000
Paraguay,PRY,1963,34000
Paraguay,PRY,1964,35000
Paraguay,PRY,1965,35000
Paraguay,PRY,1966,36000
Paraguay,PRY,1967,33000
Paraguay,PRY,1968,30000
Paraguay,PRY,1969,25000
Paraguay,PRY,1970,22000
Paraguay,PRY,1971,20000
Paraguay,PRY,1972,29000
Paraguay,PRY,1973,37000
Paraguay,PRY,1974,40000
Paraguay,PRY,1975,42000
Paraguay,PRY,1976,42000
Paraguay,PRY,1977,42000
Paraguay,PRY,1978,44000
Paraguay,PRY,1979,43000
Paraguay,PRY,1980,35000
Paraguay,PRY,1981,27000
Paraguay,PRY,1982,28000
Paraguay,PRY,1983,29000
Paraguay,PRY,1984,31000
Paraguay,PRY,1985,32000
Paraguay,PRY,1986,35000
Paraguay,PRY,1987,36000
Paraguay,PRY,1988,37000
Paraguay,PRY,1989,38000
Paraguay,PRY,1990,45000
Paraguay,PRY,1991,60000
Paraguay,PRY,1992,65000
Paraguay,PRY,1993,100000
Paraguay,PRY,1994,100000
Paraguay,PRY,1995,90000
Paraguay,PRY,1996,90000
Paraguay,PRY,1997,95000
Paraguay,PRY,1998,95000
Paraguay,PRY,1999,95000
Paraguay,PRY,2000,100000
Paraguay,PRY,2001,100000
Paraguay,PRY,2002,105000
Paraguay,PRY,2003,112000
Paraguay,PRY,2004,115000
Paraguay,PRY,2005,120000
Paraguay,PRY,2006,125000
Paraguay,PRY,2007,130000
Paraguay,PRY,2008,135000
Paraguay,PRY,2009,135000
Paraguay,PRY,2010,135000
Paraguay,PRY,2011,135000
Paraguay,PRY,2012,140000
Paraguay,PRY,2013,140000
Paraguay,PRY,2014,140000
Paraguay,PRY,2015,144000
Paraguay,PRY,2016,148000
Paraguay,PRY,2017,145000
Paraguay,PRY,2018,148000
Paraguay,PRY,2019,151000
Paraguay,PRY,2020,153000
Paraguay,PRY,2021,155000
Philippines,PHL,1961,60000
Philippines,PHL,1962,80000
Philippines,PHL,1963,100000
Philippines,PHL,1964,70000
Philippines,PHL,1965,80000
Philippines,PHL,1966,90000
Philippines,PHL,1967,120000
Philippines,PHL,1968,102000
Philippines,PHL,1969,99000
Philippines,PHL,1970,106000
Philippines,PHL,1971,102000
Philippines,PHL,1972,104000
Philippines,PHL,1973,106000
Philippines,PHL,1974,113000
Philippines,PHL,1975,118000
Philippines,PHL,1976,122000
Philippines,PHL,1977,127000
Philippines,PHL,1978,133000
Philippines,PHL,1979,140000
Philippines,PHL,1980,150000
Philippines,PHL,1981,150000
Philippines,PHL,1982,150000
Philippines,PHL,1983,150000
Philippines,PHL,1984,150000
Philippines,PHL,1985,160000
Philippines,PHL,1986,160000
Philippines,PHL,1987,170000
Philippines,PHL,1988,190000
Philippines,PHL,1989,210000
Philippines,PHL,1990,220000
Philippines,PHL,1991,220000
Philippines,PHL,1992,230000
Philippines,PHL,1993,240000
Philippines,PHL,1994,255000
Philippines,PHL,1995,260000
Philippines,PHL,1996,260000
Philippines,PHL,1997,270000
Philippines,PHL,1998,270000
Philippines,PHL,1999,280000
Philippines,PHL,2000,280000
Philippines,PHL,2001,280000
Philippines,PHL,2002,280000
Philippines,PHL,2003,280000
Philippines,PHL,2004,240000
Philippines,PHL,2005,250000
Philippines,PHL,2006,240000
Philippines,PHL,2007,250000
Philippines,PHL,2008,250000
Philippines,PHL,2009,250000
Philippines,PHL,2010,250000
Philippines,PHL,2011,250000
Philippines,PHL,2012,250000
Philippines,PHL,2013,250000
Philippines,PHL,2014,248000
Philippines,PHL,2015,250000
Philippines,PHL,2016,253000
Philippines,PHL,2017,254000
Philippines,PHL,2018,256000
Philippines,PHL,2019,254000
Philippines,PHL,2020,254000
Philippines,PHL,2021,253000
Poland,POL,1961,5000000
Poland,POL,1962,5000000
Poland,POL,1963,5000000
Poland,POL,1964,5000000
Poland,POL,1965,5000000
Poland,POL,1966,5000000
Poland,POL,1967,5000000
Poland,POL,1968,5000000
Poland,POL,1969,5000000
Poland,POL,1970,5000000
Poland,POL,1971,5000000
Poland,POL,1972,4000000
Poland,POL,1973,4000000
Poland,POL,1974,4000000
Poland,POL,1975,4000000
Poland,POL,1976,3000000
Poland,POL,1977,2500000
Poland,POL,1978,3000000
Poland,POL,1979,2500000
Poland,POL,1980,2500000
Poland,POL,1981,2500000
Poland,POL,1982,2000000
Poland,POL,1983,2000000
Poland,POL,1984,2000000
Poland,POL,1985,2000000
Poland,POL,1986,2200000
Poland,POL,1987,1500000
Poland,POL,1988,1100000
Poland,POL,1989,1500000
Poland,POL,1990,2000000
Poland,POL,1991,1800000
Poland,POL,1992,1500000
Poland,POL,1993,1500000
Poland,POL,1994,1800000
Poland,POL,1995,2000000
Poland,POL,1996,1700000
Poland,POL,1997,1200000
Poland,POL,1998,1500000
Poland,POL,1999,1600000
Poland,POL,2000,1500000
Poland,POL,2001,1500000
Poland,POL,2002,1500000
Poland,POL,2003,2000000
Poland,POL,2004,4000000
Poland,POL,2005,4000000
Poland,POL,2006,4000000
Poland,POL,2007,4000000
Poland,POL,2008,4000000
Poland,POL,2009,4000000
Poland,POL,2010,5183000
Poland,POL,2011,5087000
Poland,POL,2012,5942000
Poland,POL,2013,6643000
Poland,POL,2014,6383000
Poland,POL,2015,6616000
Poland,POL,2016,6713000
Poland,POL,2017,5874000
Poland,POL,2018,7860000
Poland,POL,2019,2174000
Serbia,SRB,2006,0
Serbia,SRB,2007,0
Serbia,SRB,2008,0
Serbia,SRB,2009,0
Serbia,SRB,2010,0
Serbia,SRB,2011,0
Serbia,SRB,2012,0
Serbia,SRB,2013,0
Serbia,SRB,2014,0
Serbia,SRB,2015,0
Serbia,SRB,2016,0
Serbia,SRB,2017,0
Serbia,SRB,2018,0
Serbia,SRB,2019,0
Serbia,SRB,2020,0
Serbia,SRB,2021,0
Serbia and Montenegro,OWID_SRM,1992,1600000
Serbia and Montenegro,OWID_SRM,1993,1400000
Serbia and Montenegro,OWID_SRM,1994,1400000
Serbia and Montenegro,OWID_SRM,1995,1700000
Serbia and Montenegro,OWID_SRM,1996,1750000
Serbia and Montenegro,OWID_SRM,1997,1750000
Serbia and Montenegro,OWID_SRM,1998,1750000
Serbia and Montenegro,OWID_SRM,1999,1750000
Serbia and Montenegro,OWID_SRM,2000,1750000
Serbia and Montenegro,OWID_SRM,2001,1750000
Serbia and Montenegro,OWID_SRM,2002,1750000
Serbia and Montenegro,OWID_SRM,2003,1750000
Serbia and Montenegro,OWID_SRM,2004,1750000
Serbia and Montenegro,OWID_SRM,2005,1800000
Slovakia,SVK,1993,55000
Slovakia,SVK,1994,50000
Slovakia,SVK,1995,45000
Slovakia,SVK,1996,50000
Slovakia,SVK,1997,35000
Slovakia,SVK,1998,35000
Slovakia,SVK,1999,18000
Slovakia,SVK,2000,15000
Slovakia,SVK,2001,13000
Slovakia,SVK,2002,14000
Slovakia,SVK,2003,15000
Slovakia,SVK,2004,12000
Slovakia,SVK,2005,11000
Slovakia,SVK,2006,57000
Slovakia,SVK,2007,14000
Slovakia,SVK,2008,9000
Slovakia,SVK,2009,9000
Slovakia,SVK,2010,9000
Slovakia,SVK,2011,9000
Slovakia,SVK,2012,9000
Slovakia,SVK,2013,9000
Slovakia,SVK,2014,11000
Slovakia,SVK,2015,9000
Slovakia,SVK,2016,9000
Slovakia,SVK,2017,9000
Slovakia,SVK,2018,9000
Slovenia,SVN,1993,0
Slovenia,SVN,1994,0
Slovenia,SVN,1995,0
Slovenia,SVN,1996,0
Slovenia,SVN,1997,0
Slovenia,SVN,1998,0
Slovenia,SVN,1999,0
Slovenia,SVN,2000,0
Slovenia,SVN,2001,0
Slovenia,SVN,2002,0
Slovenia,SVN,2003,0
Slovenia,SVN,2004,0
Slovenia,SVN,2005,0
Slovenia,SVN,2006,0
Slovenia,SVN,2007,0
Slovenia,SVN,2008,0
