Entity,Code,Year,Buffalo | 00000946 || Stocks | 005111 || animals
Malaysia,MYS,1961,345151
Malaysia,MYS,1962,352310
Malaysia,MYS,1963,355126
Malaysia,MYS,1964,358165
Malaysia,MYS,1965,350259
Malaysia,MYS,1966,347294
Malaysia,MYS,1967,344213
Malaysia,MYS,1968,309762
Malaysia,MYS,1969,295947
Malaysia,MYS,1970,310402
Malaysia,MYS,1971,301264
Malaysia,MYS,1972,287394
Malaysia,MYS,1973,281909
Malaysia,MYS,1974,287493
Malaysia,MYS,1975,289077
Malaysia,MYS,1976,281880
Malaysia,MYS,1977,283438
Malaysia,MYS,1978,298091
Malaysia,MYS,1979,282352
Malaysia,MYS,1980,285339
Malaysia,MYS,1981,261796
Malaysia,MYS,1982,257364
Malaysia,MYS,1983,244100
Malaysia,MYS,1984,240521
Malaysia,MYS,1985,233358
Malaysia,MYS,1986,214434
Malaysia,MYS,1987,216000
Malaysia,MYS,1988,213000
Malaysia,MYS,1989,210000
Malaysia,MYS,1990,205163
Malaysia,MYS,1991,139655
Malaysia,MYS,1992,132375
Malaysia,MYS,1993,117656
Malaysia,MYS,1994,165890
Malaysia,MYS,1995,165061
Malaysia,MYS,1996,156816
Malaysia,MYS,1997,150742
Malaysia,MYS,1998,160503
Malaysia,MYS,1999,149496
Malaysia,MYS,2000,142042
Malaysia,MYS,2001,148186
Malaysia,MYS,2002,131245
Malaysia,MYS,2003,133000
Malaysia,MYS,2004,133368
Malaysia,MYS,2005,133232
Malaysia,MYS,2006,128938
Malaysia,MYS,2007,130775
Malaysia,MYS,2008,131230
Malaysia,MYS,2009,127152
Malaysia,MYS,2010,129878
Malaysia,MYS,2011,128205
Malaysia,MYS,2012,124985
Malaysia,MYS,2013,123646
Malaysia,MYS,2014,121259
Malaysia,MYS,2015,118569
Malaysia,MYS,2016,119133
Malaysia,MYS,2017,114013
Malaysia,MYS,2018,106988
Malaysia,MYS,2019,101695
Malaysia,MYS,2020,64250
Malaysia,MYS,2021,63586
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Malta,MLT,2021,0
Mauritius,MUS,1961,20
Mauritius,MUS,1962,20
Mauritius,MUS,1963,20
Mauritius,MUS,1964,23
Mauritius,MUS,1965,26
Mauritius,MUS,1966,23
Mauritius,MUS,1967,15
Mauritius,MUS,1968,26
Mauritius,MUS,1969,25
Mauritius,MUS,1970,25
Mauritius,MUS,1971,25
Mauritius,MUS,1972,25
Mauritius,MUS,1973,25
Mauritius,MUS,1974,25
Mauritius,MUS,1975,25
Mauritius,MUS,1976,25
Mauritius,MUS,1977,25
Mauritius,MUS,1978,25
Mauritius,MUS,1979,25
Mauritius,MUS,1980,25
Mauritius,MUS,1981,25
Mauritius,MUS,1982,25
Mauritius,MUS,1983,25
Mauritius,MUS,1984,25
Mauritius,MUS,1985,25
Mauritius,MUS,1986,25
Mauritius,MUS,1987,25
Mauritius,MUS,1988,25
Mauritius,MUS,1989,25
Mauritius,MUS,1990,25
Mauritius,MUS,1991,25
Mauritius,MUS,1992,25
Mauritius,MUS,1993,25
Mauritius,MUS,1994,25
Mauritius,MUS,1995,25
Mauritius,MUS,1996,25
Mauritius,MUS,1997,25
Mauritius,MUS,1998,25
Mauritius,MUS,1999,25
Mauritius,MUS,2000,25
Mauritius,MUS,2001,25
Mauritius,MUS,2002,25
Mauritius,MUS,2003,25
Mauritius,MUS,2004,25
Mauritius,MUS,2005,25
Mauritius,MUS,2006,25
Mauritius,MUS,2007,25
Mauritius,MUS,2008,25
Mauritius,MUS,2009,25
Mauritius,MUS,2010,25
Mauritius,MUS,2011,25
Mauritius,MUS,2012,25
Mauritius,MUS,2013,25
Mauritius,MUS,2014,25
Mauritius,MUS,2015,25
Mauritius,MUS,2016,25
Mauritius,MUS,2017,25
Mauritius,MUS,2018,25
Mauritius,MUS,2019,25
Mauritius,MUS,2020,25
Mauritius,MUS,2021,25
Micronesia (FAO),,1995,130
Micronesia (FAO),,1996,130
Micronesia (FAO),,1997,130
Micronesia (FAO),,1998,130
Micronesia (FAO),,1999,130
Micronesia (FAO),,2000,130
Micronesia (FAO),,2001,130
Micronesia (FAO),,2002,130
Micronesia (FAO),,2003,130
Micronesia (FAO),,2004,130
Micronesia (FAO),,2005,130
Micronesia (FAO),,2006,130
Micronesia (FAO),,2007,140
Micronesia (FAO),,2008,140
Micronesia (FAO),,2009,150
Micronesia (FAO),,2010,150
Micronesia (FAO),,2011,155
Micronesia (FAO),,2012,155
Micronesia (FAO),,2013,160
Micronesia (FAO),,2014,160
Micronesia (FAO),,2015,161
Micronesia (FAO),,2016,162
Micronesia (FAO),,2017,163
Micronesia (FAO),,2018,169
Micronesia (FAO),,2019,172
Micronesia (FAO),,2020,174
Micronesia (FAO),,2021,177
Micronesia (country),FSM,1991,0
Micronesia (country),FSM,1992,0
Micronesia (country),FSM,1993,0
Micronesia (country),FSM,1994,0
Micronesia (country),FSM,1995,130
Micronesia (country),FSM,1996,130
Micronesia (country),FSM,1997,130
Micronesia (country),FSM,1998,130
Micronesia (country),FSM,1999,130
Micronesia (country),FSM,2000,130
Micronesia (country),FSM,2001,130
Micronesia (country),FSM,2002,130
Micronesia (country),FSM,2003,130
Micronesia (country),FSM,2004,130
Micronesia (country),FSM,2005,130
Micronesia (country),FSM,2006,130
Micronesia (country),FSM,2007,140
Micronesia (country),FSM,2008,140
Micronesia (country),FSM,2009,150
Micronesia (country),FSM,2010,150
Micronesia (country),FSM,2011,155
Micronesia (country),FSM,2012,155
Micronesia (country),FSM,2013,160
Micronesia (country),FSM,2014,160
Micronesia (country),FSM,2015,161
Micronesia (country),FSM,2016,162
Micronesia (country),FSM,2017,163
Micronesia (country),FSM,2018,169
Micronesia (country),FSM,2019,172
Micronesia (country),FSM,2020,174
Micronesia (country),FSM,2021,177
Myanmar,MMR,1961,1048523
Myanmar,MMR,1962,1019773
Myanmar,MMR,1963,1060554
Myanmar,MMR,1964,1230281
Myanmar,MMR,1965,1225420
Myanmar,MMR,1966,1258523
Myanmar,MMR,1967,1330000
Myanmar,MMR,1968,1462903
Myanmar,MMR,1969,1495624
Myanmar,MMR,1970,1540718
Myanmar,MMR,1971,1597499
Myanmar,MMR,1972,1643000
Myanmar,MMR,1973,1671000
Myanmar,MMR,1974,1689824
Myanmar,MMR,1975,1718440
Myanmar,MMR,1976,1723476
Myanmar,MMR,1977,1729104
Myanmar,MMR,1978,1769000
Myanmar,MMR,1979,1817000
Myanmar,MMR,1980,1901000
Myanmar,MMR,1981,1969000
Myanmar,MMR,1982,2018000
Myanmar,MMR,1983,2049000
Myanmar,MMR,1984,2079000
Myanmar,MMR,1985,2143000
Myanmar,MMR,1986,2154598
Myanmar,MMR,1987,2188482
Myanmar,MMR,1988,2244877
Myanmar,MMR,1989,2021000
Myanmar,MMR,1990,2061000
Myanmar,MMR,1991,2072000
Myanmar,MMR,1992,2101000
Myanmar,MMR,1993,2111000
Myanmar,MMR,1994,2130016
Myanmar,MMR,1995,2203205
Myanmar,MMR,1996,2265620
Myanmar,MMR,1997,2297140
Myanmar,MMR,1998,2336564
Myanmar,MMR,1999,2391018
Myanmar,MMR,2000,2441240
Myanmar,MMR,2001,2502000
Myanmar,MMR,2002,2552020
Myanmar,MMR,2003,2598044
Myanmar,MMR,2004,2648739
Myanmar,MMR,2005,2704540
Myanmar,MMR,2006,2769659
Myanmar,MMR,2007,2841733
Myanmar,MMR,2008,2923568
Myanmar,MMR,2009,2874855
Myanmar,MMR,2010,2977150
Myanmar,MMR,2011,3096887
Myanmar,MMR,2012,3211000
Myanmar,MMR,2013,3317766
Myanmar,MMR,2014,3422374
Myanmar,MMR,2015,3531898
Myanmar,MMR,2016,3641079
Myanmar,MMR,2017,3867966
Myanmar,MMR,2018,1902258
Myanmar,MMR,2019,1942064
Myanmar,MMR,2020,1983014
Myanmar,MMR,2021,1980000
Nepal,NPL,1961,795000
Nepal,NPL,1962,800000
Nepal,NPL,1963,913000
Nepal,NPL,1964,913000
Nepal,NPL,1965,940000
Nepal,NPL,1966,900000
Nepal,NPL,1967,940000
Nepal,NPL,1968,960000
Nepal,NPL,1969,974000
Nepal,NPL,1970,1020000
Nepal,NPL,1971,1127000
Nepal,NPL,1972,1270000
Nepal,NPL,1973,1330000
Nepal,NPL,1974,1465000
Nepal,NPL,1975,1670000
Nepal,NPL,1976,1800000
Nepal,NPL,1977,2000000
Nepal,NPL,1978,2135000
Nepal,NPL,1979,2200000
Nepal,NPL,1980,2500000
Nepal,NPL,1981,2500000
Nepal,NPL,1982,2379723
Nepal,NPL,1983,2608000
Nepal,NPL,1984,2743000
Nepal,NPL,1985,2839369
Nepal,NPL,1986,2891440
Nepal,NPL,1987,2917579
Nepal,NPL,1988,2951640
Nepal,NPL,1989,3002803
Nepal,NPL,1990,3012565
Nepal,NPL,1991,3043920
Nepal,NPL,1992,3058341
Nepal,NPL,1993,3072682
Nepal,NPL,1994,3175553
Nepal,NPL,1995,3278255
Nepal,NPL,1996,3302200
Nepal,NPL,1997,3362440
Nepal,NPL,1998,3419150
Nepal,NPL,1999,3470600
Nepal,NPL,2000,3525952
Nepal,NPL,2001,3624027
Nepal,NPL,2002,3700864
Nepal,NPL,2003,3840013
Nepal,NPL,2004,3952654
Nepal,NPL,2005,4081463
Nepal,NPL,2006,4202886
Nepal,NPL,2007,4366813
Nepal,NPL,2008,4496507
Nepal,NPL,2009,4680486
Nepal,NPL,2010,4836984
Nepal,NPL,2011,4993650
Nepal,NPL,2012,5133139
Nepal,NPL,2013,5241873
Nepal,NPL,2014,5178612
Nepal,NPL,2015,5167737
Nepal,NPL,2016,5168809
Nepal,NPL,2017,5177998
Nepal,NPL,2018,5277819
Nepal,NPL,2019,5308664
Nepal,NPL,2020,5257591
Nepal,NPL,2021,5159931
Net Food Importing Developing Countries (FAO),,1961,12385570
Net Food Importing Developing Countries (FAO),,1962,12718553
Net Food Importing Developing Countries (FAO),,1963,13296768
Net Food Importing Developing Countries (FAO),,1964,13715058
Net Food Importing Developing Countries (FAO),,1965,14102565
Net Food Importing Developing Countries (FAO),,1966,15205870
Net Food Importing Developing Countries (FAO),,1967,15955051
Net Food Importing Developing Countries (FAO),,1968,16696140
Net Food Importing Developing Countries (FAO),,1969,16989986
Net Food Importing Developing Countries (FAO),,1970,17299706
Net Food Importing Developing Countries (FAO),,1971,17495652
Net Food Importing Developing Countries (FAO),,1972,17764500
Net Food Importing Developing Countries (FAO),,1973,17844572
Net Food Importing Developing Countries (FAO),,1974,18196884
Net Food Importing Developing Countries (FAO),,1975,18605756
Net Food Importing Developing Countries (FAO),,1976,18912466
Net Food Importing Developing Countries (FAO),,1977,19257756
Net Food Importing Developing Countries (FAO),,1978,19723002
Net Food Importing Developing Countries (FAO),,1979,20165408
Net Food Importing Developing Countries (FAO),,1980,20887768
Net Food Importing Developing Countries (FAO),,1981,21452592
Net Food Importing Developing Countries (FAO),,1982,21766138
Net Food Importing Developing Countries (FAO),,1983,22351312
Net Food Importing Developing Countries (FAO),,1984,23128144
Net Food Importing Developing Countries (FAO),,1985,23661620
Net Food Importing Developing Countries (FAO),,1986,26457508
Net Food Importing Developing Countries (FAO),,1987,27074884
Net Food Importing Developing Countries (FAO),,1988,27636544
Net Food Importing Developing Countries (FAO),,1989,28034216
Net Food Importing Developing Countries (FAO),,1990,28938620
Net Food Importing Developing Countries (FAO),,1991,29004712
Net Food Importing Developing Countries (FAO),,1992,29699838
Net Food Importing Developing Countries (FAO),,1993,30171196
Net Food Importing Developing Countries (FAO),,1994,31165194
Net Food Importing Developing Countries (FAO),,1995,31894184
Net Food Importing Developing Countries (FAO),,1996,32401700
Net Food Importing Developing Countries (FAO),,1997,33242060
Net Food Importing Developing Countries (FAO),,1998,33338872
Net Food Importing Developing Countries (FAO),,1999,34151984
Net Food Importing Developing Countries (FAO),,2000,35190096
Net Food Importing Developing Countries (FAO),,2001,35992336
Net Food Importing Developing Countries (FAO),,2002,37076808
Net Food Importing Developing Countries (FAO),,2003,38184704
Net Food Importing Developing Countries (FAO),,2004,39187012
Net Food Importing Developing Countries (FAO),,2005,40266528
Net Food Importing Developing Countries (FAO),,2006,41710616
Net Food Importing Developing Countries (FAO),,2007,43044220
Net Food Importing Developing Countries (FAO),,2008,44160824
Net Food Importing Developing Countries (FAO),,2009,45026192
Net Food Importing Developing Countries (FAO),,2010,44855092
Net Food Importing Developing Countries (FAO),,2011,47636084
Net Food Importing Developing Countries (FAO),,2012,49075160
Net Food Importing Developing Countries (FAO),,2013,49903828
Net Food Importing Developing Countries (FAO),,2014,50876024
Net Food Importing Developing Countries (FAO),,2015,51797776
Net Food Importing Developing Countries (FAO),,2016,52625376
Net Food Importing Developing Countries (FAO),,2017,53991312
Net Food Importing Developing Countries (FAO),,2018,53328320
Net Food Importing Developing Countries (FAO),,2019,52555012
Net Food Importing Developing Countries (FAO),,2020,53692600
Net Food Importing Developing Countries (FAO),,2021,54754812
North America,,1961,4800
North America,,1962,4900
North America,,1963,5000
North America,,1964,5100
North America,,1965,5200
North America,,1966,5300
North America,,1967,5500
North America,,1968,6000
North America,,1969,6300
North America,,1970,6400
North America,,1971,6500
North America,,1972,6600
North America,,1973,6800
North America,,1974,7000
North America,,1975,7200
North America,,1976,7400
North America,,1977,7600
North America,,1978,7800
North America,,1979,7800
North America,,1980,8000
North America,,1981,8200
North America,,1982,8300
North America,,1983,8400
North America,,1984,8400
North America,,1985,8400
North America,,1986,8500
North America,,1987,8600
North America,,1988,8700
North America,,1989,8200
North America,,1990,7500
North America,,1991,6500
North America,,1992,6000
North America,,1993,5400
North America,,1994,5400
North America,,1995,5400
North America,,1996,5400
North America,,1997,5400
North America,,1998,5400
North America,,1999,5400
North America,,2000,5450
North America,,2001,5500
North America,,2002,5600
North America,,2003,5650
North America,,2004,5700
North America,,2005,5700
North America,,2006,5700
North America,,2007,5700
North America,,2008,5800
North America,,2009,5900
North America,,2010,5900
North America,,2011,5900
North America,,2012,6000
North America,,2013,6100
North America,,2014,6200
North America,,2015,6295
North America,,2016,6385
North America,,2017,6468
North America,,2018,6151
North America,,2019,6213
North America,,2020,6246
North America,,2021,6279
North Macedonia,MKD,1992,1488
North Macedonia,MKD,1993,1179
North Macedonia,MKD,1994,1125
North Macedonia,MKD,1995,1021
North Macedonia,MKD,1996,1017
North Macedonia,MKD,1997,1013
North Macedonia,MKD,1998,908
North Macedonia,MKD,1999,899
North Macedonia,MKD,2000,725
North Macedonia,MKD,2001,725
North Macedonia,MKD,2002,600
North Macedonia,MKD,2003,566
North Macedonia,MKD,2004,565
North Macedonia,MKD,2005,725
North Macedonia,MKD,2006,750
North Macedonia,MKD,2007,640
North Macedonia,MKD,2008,640
North Macedonia,MKD,2009,640
North Macedonia,MKD,2010,640
North Macedonia,MKD,2011,640
North Macedonia,MKD,2012,650
North Macedonia,MKD,2013,650
North Macedonia,MKD,2014,650
North Macedonia,MKD,2015,644
North Macedonia,MKD,2016,635
North Macedonia,MKD,2017,629
North Macedonia,MKD,2018,639
North Macedonia,MKD,2019,644
North Macedonia,MKD,2020,643
North Macedonia,MKD,2021,641
Northern Africa (FAO),,1961,1501000
Northern Africa (FAO),,1962,1530000
Northern Africa (FAO),,1963,1558700
Northern Africa (FAO),,1964,1587700
Northern Africa (FAO),,1965,1617000
Northern Africa (FAO),,1966,1646000
Northern Africa (FAO),,1967,1675000
Northern Africa (FAO),,1968,1943000
Northern Africa (FAO),,1969,1976000
Northern Africa (FAO),,1970,2009000
Northern Africa (FAO),,1971,2058000
Northern Africa (FAO),,1972,2098000
Northern Africa (FAO),,1973,2135000
Northern Africa (FAO),,1974,2170000
Northern Africa (FAO),,1975,2204000
Northern Africa (FAO),,1976,2235600
Northern Africa (FAO),,1977,2266000
Northern Africa (FAO),,1978,2342000
Northern Africa (FAO),,1979,2321413
Northern Africa (FAO),,1980,2346583
Northern Africa (FAO),,1981,2370054
Northern Africa (FAO),,1982,2392940
Northern Africa (FAO),,1983,2322000
Northern Africa (FAO),,1984,2414000
Northern Africa (FAO),,1985,2429000
Northern Africa (FAO),,1986,2443000
Northern Africa (FAO),,1987,2454000
Northern Africa (FAO),,1988,2464000
Northern Africa (FAO),,1989,2548947
Northern Africa (FAO),,1990,2897467
Northern Africa (FAO),,1991,2526700
Northern Africa (FAO),,1992,2548200
Northern Africa (FAO),,1993,2570100
Northern Africa (FAO),,1994,2920391
Northern Africa (FAO),,1995,3017726
Northern Africa (FAO),,1996,2906650
Northern Africa (FAO),,1997,3095921
Northern Africa (FAO),,1998,3149429
Northern Africa (FAO),,1999,3329700
Northern Africa (FAO),,2000,3530000
Northern Africa (FAO),,2001,3532244
Northern Africa (FAO),,2002,3717000
Northern Africa (FAO),,2003,3777000
Northern Africa (FAO),,2004,3845000
Northern Africa (FAO),,2005,3885000
Northern Africa (FAO),,2006,3937000
Northern Africa (FAO),,2007,4104810
Northern Africa (FAO),,2008,4052649
Northern Africa (FAO),,2009,3838721
Northern Africa (FAO),,2010,3818236
Northern Africa (FAO),,2011,3983167
Northern Africa (FAO),,2012,4164928
Northern Africa (FAO),,2013,3915247
Northern Africa (FAO),,2014,3949262
Northern Africa (FAO),,2015,3701559
Northern Africa (FAO),,2016,3436816
Northern Africa (FAO),,2017,3432581
Northern Africa (FAO),,2018,3445177
Northern Africa (FAO),,2019,1427000
Northern Africa (FAO),,2020,1348000
Northern Africa (FAO),,2021,1263103
Northern Europe (FAO),,2018,0
Northern Europe (FAO),,2019,0
Northern Europe (FAO),,2020,0
Northern Europe (FAO),,2021,0
Oceania,,1991,0
Oceania,,1992,0
Oceania,,1993,0
Oceania,,1994,0
Oceania,,1995,130
Oceania,,1996,130
Oceania,,1997,130
Oceania,,1998,130
Oceania,,1999,130
Oceania,,2000,130
Oceania,,2001,130
Oceania,,2002,130
Oceania,,2003,130
Oceania,,2004,130
Oceania,,2005,130
Oceania,,2006,130
Oceania,,2007,140
Oceania,,2008,140
Oceania,,2009,150
Oceania,,2010,150
Oceania,,2011,155
Oceania,,2012,155
Oceania,,2013,160
Oceania,,2014,160
Oceania,,2015,161
Oceania,,2016,162
Oceania,,2017,163
Oceania,,2018,169
Oceania,,2019,172
Oceania,,2020,174
Oceania,,2021,177
Oceania (FAO),,1995,130
Oceania (FAO),,1996,130
Oceania (FAO),,1997,130
Oceania (FAO),,1998,130
Oceania (FAO),,1999,130
Oceania (FAO),,2000,130
Oceania (FAO),,2001,130
Oceania (FAO),,2002,130
Oceania (FAO),,2003,130
Oceania (FAO),,2004,130
Oceania (FAO),,2005,130
Oceania (FAO),,2006,130
Oceania (FAO),,2007,140
Oceania (FAO),,2008,140
Oceania (FAO),,2009,150
Oceania (FAO),,2010,150
Oceania (FAO),,2011,155
Oceania (FAO),,2012,155
Oceania (FAO),,2013,160
Oceania (FAO),,2014,160
Oceania (FAO),,2015,161
Oceania (FAO),,2016,162
Oceania (FAO),,2017,163
Oceania (FAO),,2018,169
Oceania (FAO),,2019,172
Oceania (FAO),,2020,174
Oceania (FAO),,2021,177
Pakistan,PAK,1961,6700000
Pakistan,PAK,1962,6900000
Pakistan,PAK,1963,7110000
Pakistan,PAK,1964,7330000
Pakistan,PAK,1965,7550000
Pakistan,PAK,1966,8586000
Pakistan,PAK,1967,8770000
Pakistan,PAK,1968,8958000
Pakistan,PAK,1969,9150000
Pakistan,PAK,1970,9345000
Pakistan,PAK,1971,9545000
Pakistan,PAK,1972,9750000
Pakistan,PAK,1973,9959000
Pakistan,PAK,1974,10172000
Pakistan,PAK,1975,10389000
Pakistan,PAK,1976,10611000
Pakistan,PAK,1977,10838000
Pakistan,PAK,1978,11069000
Pakistan,PAK,1979,11305000
Pakistan,PAK,1980,11547000
Pakistan,PAK,1981,11917000
Pakistan,PAK,1982,12197000
Pakistan,PAK,1983,12483000
Pakistan,PAK,1984,12777000
Pakistan,PAK,1985,13077000
Pakistan,PAK,1986,15705000
Pakistan,PAK,1987,16106000
Pakistan,PAK,1988,16518000
Pakistan,PAK,1989,16940000
Pakistan,PAK,1990,17373008
Pakistan,PAK,1991,17818000
Pakistan,PAK,1992,18273008
Pakistan,PAK,1993,18740000
Pakistan,PAK,1994,19219000
Pakistan,PAK,1995,19711000
Pakistan,PAK,1996,20273000
Pakistan,PAK,1997,20838000
Pakistan,PAK,1998,21422000
Pakistan,PAK,1999,22032000
Pakistan,PAK,2000,22669000
Pakistan,PAK,2001,23335000
Pakistan,PAK,2002,24030000
Pakistan,PAK,2003,24800000
Pakistan,PAK,2004,25500000
Pakistan,PAK,2005,26300000
Pakistan,PAK,2006,27334984
Pakistan,PAK,2007,28147000
Pakistan,PAK,2008,29002000
Pakistan,PAK,2009,29883000
Pakistan,PAK,2010,29413000
Pakistan,PAK,2011,31725000
Pakistan,PAK,2012,32687000
Pakistan,PAK,2013,33555000
Pakistan,PAK,2014,34553000
Pakistan,PAK,2015,35580000
Pakistan,PAK,2016,36600000
Pakistan,PAK,2017,37700000
Pakistan,PAK,2018,38848000
Pakistan,PAK,2019,40002000
Pakistan,PAK,2020,41191000
Pakistan,PAK,2021,42416000
Philippines,PHL,1961,3452000
Philippines,PHL,1962,3471800
Philippines,PHL,1963,3323100
Philippines,PHL,1964,3190700
Philippines,PHL,1965,3345600
Philippines,PHL,1966,3633000
Philippines,PHL,1967,3926100
Philippines,PHL,1968,4173400
Philippines,PHL,1969,4368700
Philippines,PHL,1970,4431500
Philippines,PHL,1971,4555700
Philippines,PHL,1972,4711100
Philippines,PHL,1973,4937000
Philippines,PHL,1974,4200000
Philippines,PHL,1975,3500000
Philippines,PHL,1976,2724680
Philippines,PHL,1977,2897390
Philippines,PHL,1978,2958720
Philippines,PHL,1979,2803260
Philippines,PHL,1980,2870270
Philippines,PHL,1981,2849940
Philippines,PHL,1982,2908450
Philippines,PHL,1983,2946150
Philippines,PHL,1984,3021650
Philippines,PHL,1985,2982840
Philippines,PHL,1986,2984450
Philippines,PHL,1987,2865260
Philippines,PHL,1988,2890030
Philippines,PHL,1989,2841850
Philippines,PHL,1990,2764950
Philippines,PHL,1991,2647000
Philippines,PHL,1992,2577000
Philippines,PHL,1993,2575765
Philippines,PHL,1994,2559660
Philippines,PHL,1995,2707826
Philippines,PHL,1996,2841277
Philippines,PHL,1997,2968130
Philippines,PHL,1998,3013000
Philippines,PHL,1999,3005989
Philippines,PHL,2000,3024403
Philippines,PHL,2001,3065812
Philippines,PHL,2002,3122026
Philippines,PHL,2003,3179536
Philippines,PHL,2004,3269980
Philippines,PHL,2005,3327000
Philippines,PHL,2006,3360680
Philippines,PHL,2007,3383620
Philippines,PHL,2008,3338570
Philippines,PHL,2009,3321000
Philippines,PHL,2010,3270400
Philippines,PHL,2011,3075300
Philippines,PHL,2012,2963800
Philippines,PHL,2013,2912842
Philippines,PHL,2014,2847445
Philippines,PHL,2015,2854838
Philippines,PHL,2016,2877091
Philippines,PHL,2017,2881894
Philippines,PHL,2018,2882655
Philippines,PHL,2019,2873561
Philippines,PHL,2020,2865715
Philippines,PHL,2021,2849006
Poland,POL,2018,0
Poland,POL,2019,0
Poland,POL,2020,0
Poland,POL,2021,0
Portugal,PRT,2018,0
Portugal,PRT,2019,0
Portugal,PRT,2020,0
Portugal,PRT,2021,0
Romania,ROU,1990,0
Romania,ROU,2018,18900
Romania,ROU,2019,19000
Romania,ROU,2020,19600
Romania,ROU,2021,18500
Russia,RUS,1992,23000
Russia,RUS,1993,22000
Russia,RUS,1994,17900
Russia,RUS,1995,23500
Russia,RUS,1996,23548
Russia,RUS,1997,20840
Russia,RUS,1998,16586
Russia,RUS,1999,16141
Russia,RUS,2000,16500
Russia,RUS,2001,17370
Russia,RUS,2002,14004
Russia,RUS,2003,15863
Russia,RUS,2004,17943
Russia,RUS,2005,17288
Russia,RUS,2006,14362
Russia,RUS,2007,15654
Russia,RUS,2008,14363
Russia,RUS,2009,12795
Russia,RUS,2010,10540
Russia,RUS,2011,8744
Russia,RUS,2012,6580
Russia,RUS,2013,6002
Russia,RUS,2014,6644
Russia,RUS,2015,6907
Russia,RUS,2016,6271
Russia,RUS,2017,5662
Russia,RUS,2018,5311
Russia,RUS,2019,6335
Russia,RUS,2020,6382
Russia,RUS,2021,5999
Serbia and Montenegro,OWID_SRM,1992,19000
Serbia and Montenegro,OWID_SRM,1993,19000
Serbia and Montenegro,OWID_SRM,1994,23000
Serbia and Montenegro,OWID_SRM,1995,18000
Serbia and Montenegro,OWID_SRM,1996,18000
Serbia and Montenegro,OWID_SRM,1997,16000
Serbia and Montenegro,OWID_SRM,1998,16000
Serbia and Montenegro,OWID_SRM,1999,21000
Serbia and Montenegro,OWID_SRM,2000,23000
Serbia and Montenegro,OWID_SRM,2001,25900
Serbia and Montenegro,OWID_SRM,2002,28700
Serbia and Montenegro,OWID_SRM,2003,28700
Serbia and Montenegro,OWID_SRM,2004,28700
Serbia and Montenegro,OWID_SRM,2005,28700
Singapore,SGP,1961,3130
Singapore,SGP,1962,3130
Singapore,SGP,1963,3130
Singapore,SGP,1964,3130
Singapore,SGP,1965,3130
Singapore,SGP,1966,3130
Singapore,SGP,1967,3130
Singapore,SGP,1968,3130
Singapore,SGP,1969,3500
Singapore,SGP,1970,3500
Singapore,SGP,1971,3200
Singapore,SGP,1972,3000
Singapore,SGP,1973,3000
Singapore,SGP,1974,2500
Singapore,SGP,1975,1500
Singapore,SGP,1976,1000
Singapore,SGP,1977,800
Singapore,SGP,1978,800
Singapore,SGP,1979,500
Singapore,SGP,1980,500
Singapore,SGP,1981,400
Singapore,SGP,1982,300
Singapore,SGP,1983,300
Singapore,SGP,1984,300
Singapore,SGP,1985,200
Singapore,SGP,1986,150
Singapore,SGP,1987,150
Singapore,SGP,1988,100
Singapore,SGP,1989,50
Singapore,SGP,1990,30
Singapore,SGP,1991,20
Singapore,SGP,1992,0
Singapore,SGP,1993,0
Singapore,SGP,1994,0
Singapore,SGP,1995,0
Singapore,SGP,1996,0
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0
Singapore,SGP,2002,0
Singapore,SGP,2003,0
Singapore,SGP,2004,0
Singapore,SGP,2005,0
Singapore,SGP,2006,0
Singapore,SGP,2007,0
Singapore,SGP,2008,0
Singapore,SGP,2009,0
Singapore,SGP,2010,0
Singapore,SGP,2011,0
Singapore,SGP,2012,0
Singapore,SGP,2013,0
Singapore,SGP,2014,0
Singapore,SGP,2015,0
Singapore,SGP,2016,0
Singapore,SGP,2017,0
Singapore,SGP,2018,0
Singapore,SGP,2019,0
Singapore,SGP,2020,0
Singapore,SGP,2021,0
Slovakia,SVK,2018,0
Slovakia,SVK,2019,0
Slovakia,SVK,2020,0
Slovakia,SVK,2021,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Slovenia,SVN,2020,0
Slovenia,SVN,2021,0
Small Island Developing States (FAO),,1961,129370
Small Island Developing States (FAO),,1962,118710
Small Island Developing States (FAO),,1963,122458
Small Island Developing States (FAO),,1964,128118
Small Island Developing States (FAO),,1965,131666
Small Island Developing States (FAO),,1966,132754
Small Island Developing States (FAO),,1967,126098
Small Island Developing States (FAO),,1968,127439
Small Island Developing States (FAO),,1969,130625
Small Island Developing States (FAO),,1970,133880
Small Island Developing States (FAO),,1971,136873
Small Island Developing States (FAO),,1972,144372
Small Island Developing States (FAO),,1973,142813
Small Island Developing States (FAO),,1974,137926
Small Island Developing States (FAO),,1975,118725
Small Island Developing States (FAO),,1976,98625
Small Island Developing States (FAO),,1977,78425
Small Island Developing States (FAO),,1978,58625
Small Island Developing States (FAO),,1979,38325
Small Island Developing States (FAO),,1980,33125
Small Island Developing States (FAO),,1981,33625
Small Island Developing States (FAO),,1982,36625
